,tpEurope_cluster1,tpEurope_cluster2,tpEurope_cluster3,tpEurope_cluster4,tpEurope_cluster5
1997-03-16,2.9833502940094774e-05,-0.0001265234169767034,-6.713583763083747e-05,6.91621747878211e-06,-7.314388145277005e-05
1997-03-17,-2.6477321595644806e-05,-0.00012668383483332957,-3.190979057410589e-05,-1.1832921304319241e-06,-5.006917712374165e-05
1997-03-18,1.2268056482799042e-06,-0.00011852114556543191,-0.00011112366366904072,2.1982246562807874e-05,9.375758242948672e-05
1997-03-19,5.286657775214985e-05,-0.00010470583846448516,0.00013677799235708697,-7.471762287672252e-06,-0.00016463303825398095
1997-03-20,-2.1496488128200006e-05,-0.00012282682591991856,8.677942814196856e-05,9.045798169093948e-06,-0.0001843989900348358
1997-03-21,-3.484000226463333e-05,-9.818288298084022e-05,-6.680591491269986e-05,3.46901430074183e-05,-7.689496870888002e-05
1997-03-22,-4.451464354436361e-05,-0.00012665945974445742,-9.371211132670264e-05,1.1808604210477157e-05,-9.202469636227706e-06
1997-03-23,-2.5157105157934064e-05,-0.00012148142011932839,-9.227083637080968e-05,-4.197055862030215e-06,4.1527501097333955e-06
1997-03-24,-3.730994705567029e-05,-9.307119416762964e-05,6.806405852001294e-05,-2.41753095876313e-05,1.7130983877823096e-05
1997-03-25,-3.998239008139731e-05,-0.00010968468347350728,-1.874789398180427e-06,2.6066905602708e-05,0.00012085386146117749
1997-03-26,5.339752614296147e-05,-0.0001269789003039937,-5.355587944993929e-05,-3.922551990798311e-06,0.00012929955414759008
1997-03-27,0.00010747716517508089,-0.00013213085733728826,-0.00011503773491946616,3.26623611697803e-06,0.00015293086366962658
1997-03-28,0.00013548455452688568,-0.00012740433646118486,-3.7285488817694987e-05,-9.262475092557203e-07,-0.00013506868933220535
1997-03-29,2.1567567040165852e-06,-0.000139308225477909,0.00012122153526263566,1.107233553126637e-05,-0.00012720223543080222
1997-03-30,-2.6331912939649722e-05,-0.00014425611842948106,0.00011577990253318728,3.405429168018285e-05,-6.541773293062204e-05
1997-03-31,-5.787390420715576e-05,-0.00014519602555598105,-2.446319305359873e-05,3.4580426952309096e-05,-4.029859125614053e-05
1997-04-01,-6.861385974321273e-05,-0.00013589000447205044,-4.4959300935532395e-05,2.5056594647884212e-05,-9.72151508192324e-05
1997-04-02,-7.46831095973039e-05,-0.0001267646282384373,-1.036788673660329e-05,1.9559072853637118e-05,2.6173020047098084e-05
1997-04-03,5.500231933546147e-05,-0.0001359242704612659,-2.423173181979717e-05,2.1679281953746375e-05,-8.277504055515753e-05
1997-04-04,2.496931684125119e-05,-0.00014649926324508542,-1.169087583701764e-05,6.0119595126278964e-05,5.750156831590046e-05
1997-04-05,6.664512214342619e-05,-0.00014816152595433958,-6.861864917167697e-05,5.061481756236506e-05,-9.044491231178973e-05
1997-04-06,2.200092137874154e-05,-0.00011711102568183297,-3.842631234837991e-05,2.625027236519202e-05,-6.263203740773954e-05
1997-04-07,-4.889015341767895e-05,-8.736790662761358e-05,-0.00010462063727825566,3.792120411708068e-05,-7.97109036538144e-05
1997-04-08,-6.124717578857248e-05,-9.081626557379103e-05,-0.00011447324502226357,6.6436281812963e-05,-0.0001024408000439612
1997-04-09,-4.005212853833051e-05,-0.00010855480858963799,-0.0001248209447994209,5.662003178002784e-05,-0.0001288880607026294
1997-04-10,-6.913578596286364e-06,-0.00011086267658201864,-0.0001269685844093949,1.2555492056032327e-05,-0.0001355715904056016
1997-04-11,9.332777105742418e-05,-0.0001361264621988668,-0.00010216131624990333,-9.332700921698649e-06,-0.00019087133536380163
1997-04-12,-1.5561547178599538e-05,-0.00015015937930995494,4.190460990289857e-06,1.120011293177891e-05,-0.00017464225424505125
1997-04-13,-3.8610290345187235e-05,-0.0001501898792418988,-3.915354948978948e-05,2.3022419721467947e-05,-0.00017550454280572506
1997-04-14,2.240918252018831e-05,-0.00014622361213555043,-0.00012034941306141532,3.689862825912021e-05,-0.0001762470305832788
1997-04-15,1.113556834628631e-05,-0.00011062111076426619,-7.225470905550421e-06,1.73385784621553e-05,-0.00017014174850435036
1997-04-16,-1.387184441347739e-05,-6.707864556437259e-05,1.4833472986695539e-05,1.3759834728057457e-05,-0.00018295881785936367
1997-04-17,-1.551522212256597e-05,-2.4399157329581693e-05,-5.155095203847255e-05,2.028487513525572e-05,-0.0001789376192782293
1997-04-18,-2.1570798888683385e-05,0.00019439676695223366,3.406836421481465e-05,4.743269803608369e-05,-0.00016833890976161766
1997-04-19,-1.4600597158571793e-05,0.00027294967662932443,-4.8304094624702385e-05,3.648197550034112e-05,-0.00015666011189267658
1997-04-20,-2.7623586200751206e-05,0.00020710211295208583,9.60917260515179e-05,8.269497859244694e-05,-8.427613299943909e-05
1997-04-21,-3.6773226245881826e-05,3.271914279489063e-05,0.0005439133881703302,4.42356178392328e-05,-5.829897767694425e-05
1997-04-22,-1.837621048101483e-06,-6.140681717646345e-05,0.0002684526612467753,9.65585385387745e-06,-3.272345526635189e-05
1997-04-23,-1.0391796800712729e-05,-0.00010933316365448812,-2.162391377609273e-06,-3.055156728468844e-06,0.00012838630041051157
1997-04-24,5.964454048870845e-05,6.372993101097694e-05,-9.237106726669109e-05,1.1682749293129798e-05,0.00010554740206788251
1997-04-25,-7.486816783952564e-06,2.8134920972315512e-05,-0.00011026714583517589,1.3045431213036118e-06,4.0133826305869936e-05
