,sstWorld_cluster1,sstWorld_cluster2,sstWorld_cluster3,sstWorld_cluster4,sstWorld_cluster5
1959-10-19,-0.7705078,-0.34701538,9.1552734e-05,0.7746887,0.09347534
1959-10-20,-0.76260376,-0.34643555,9.1552734e-05,0.7590332,0.08905029
1959-10-21,-0.7548828,-0.34194946,9.1552734e-05,0.7328186,0.08206177
1959-10-22,-0.7423096,-0.33493042,9.1552734e-05,0.69628906,0.07141113
1959-10-23,-0.73690796,-0.32458496,9.1552734e-05,0.6513672,0.056793213
1959-10-24,-0.731781,-0.31201172,9.1552734e-05,0.5991211,0.0395813
1959-10-25,-0.7266846,-0.29711914,0.00012207031,0.5397949,0.020965576
1959-10-26,-0.7220764,-0.2793579,0.00012207031,0.47506714,0.00039672852
1959-10-27,-0.71936035,-0.26028442,0.00012207031,0.4046631,-0.02230835
1959-10-28,-0.7173157,-0.23910522,0.00015258789,0.33285522,-0.04486084
1959-10-29,-0.7154846,-0.2171936,0.00015258789,0.25756836,-0.06832886
1959-10-30,-0.7149658,-0.19659424,0.00015258789,0.18051147,-0.092559814
1959-10-31,-0.6949158,-0.17565918,0.00015258789,0.1010437,-0.117767334
1959-11-01,-0.45037842,-0.15386963,0.00015258789,0.020812988,-0.14227295
1959-11-02,-0.44543457,-0.13189697,0.00015258789,-0.058624268,-0.16647339
1959-11-03,-0.4390869,-0.11148071,0.00015258789,-0.13754272,-0.19238281
1959-11-04,-0.4338379,-0.09222412,0.00015258789,-0.21688843,-0.21798706
1959-11-05,-0.42938232,-0.07366943,0.00015258789,-0.29412842,-0.24313354
1959-11-06,-0.42547607,-0.055786133,0.00015258789,-0.36724854,-0.2680359
1959-11-07,-0.42303467,-0.03994751,0.00015258789,-0.4381714,-0.29171753
1959-11-08,-0.42062378,-0.0256958,0.00015258789,-0.5031433,-0.31307983
1959-11-09,-0.41833496,-0.011383057,0.00015258789,-0.56295776,-0.3324585
1959-11-10,-0.41845703,-0.00091552734,0.00015258789,-0.6168518,-0.34902954
1959-11-11,-0.4175415,0.007904053,0.00015258789,-0.66293335,-0.36254883
1959-11-12,-0.41674805,0.013458252,0.00015258789,-0.69873047,-0.37167358
1959-11-13,-0.41711426,0.017913818,0.00015258789,-0.72543335,-0.3782959
1959-11-14,-0.39508057,0.0184021,0.00015258789,-0.7409363,-0.3815918
1959-11-15,-0.14859009,0.016235352,0.00015258789,-0.74591064,-0.37948608
1959-11-16,-0.013366699,0.011962891,0.0,-0.7395325,-0.37399292
1959-11-17,-0.025634766,0.005340576,-0.00015258789,-0.7213745,-0.36431885
1959-11-18,-0.038635254,0.00015258789,-0.0002746582,-0.70184326,-0.35531616
1959-11-19,-0.053009033,-0.0037231445,-0.00036621094,-0.6802368,-0.3458557
1959-11-20,-0.06665039,-0.006439209,-0.00045776367,-0.6552429,-0.33673096
1959-11-21,-0.08129883,-0.010101318,-0.0005187988,-0.6292114,-0.32885742
1959-11-22,-0.09552002,-0.01171875,-0.0005493164,-0.5998535,-0.32177734
1959-11-23,-0.11102295,-0.014160156,-0.00064086914,-0.56915283,-0.31661987
1959-11-24,-0.12832642,-0.015533447,-0.0007324219,-0.53723145,-0.31103516
1959-11-25,-0.144104,-0.012878418,-0.0008239746,-0.50497437,-0.30682373
1959-11-26,-0.16027832,-0.008148193,-0.0010070801,-0.4737854,-0.3015442
1959-11-27,-0.1776123,-0.0028076172,-0.0011901855,-0.4434204,-0.29748535
1959-11-28,-0.19573975,0.0049438477,-0.0014648438,-0.412323,-0.29382324
1959-11-29,-0.21273804,0.014099121,-0.0017700195,-0.38311768,-0.29177856
1959-11-30,-0.21347046,0.024505615,-0.0021362305,-0.35412598,-0.2889099
1959-12-01,-0.038757324,0.032928467,-0.0031433105,-0.32574463,-0.28756714
1959-12-02,-0.061950684,0.039794922,-0.0027770996,-0.30007935,-0.2869873
1959-12-03,-0.08456421,0.04498291,-0.0031433105,-0.27612305,-0.2864685
1959-12-04,-0.109191895,0.05078125,-0.003540039,-0.252594,-0.28668213
1959-12-05,-0.13513184,0.054779053,-0.0039978027,-0.23153687,-0.28598022
1959-12-06,-0.15963745,0.05960083,-0.005065918,-0.21228027,-0.28457642
1959-12-07,-0.18624878,0.06414795,-0.00491333,-0.19473267,-0.2841797
1959-12-08,-0.2124939,0.070373535,-0.0061950684,-0.17855835,-0.28353882
1959-12-09,-0.23800659,0.07501221,-0.006713867,-0.16610718,-0.28167725
1959-12-10,-0.26257324,0.08010864,-0.007293701,-0.15518188,-0.28152466
1959-12-11,-0.28826904,0.08401489,-0.0079956055,-0.14950562,-0.28131104
1959-12-12,-0.3140564,0.08703613,-0.007904053,-0.14788818,-0.28268433
1959-12-13,-0.34005737,0.08929443,-0.008605957,-0.15194702,-0.28399658
1959-12-14,-0.3661499,0.09075928,-0.009338379,-0.16098022,-0.28411865
1959-12-15,-0.38223267,0.0914917,-0.010772705,-0.17617798,-0.28497314
1959-12-16,-0.2994995,0.092041016,-0.011291504,-0.19607544,-0.28466797
1959-12-17,-0.32095337,0.09442139,-0.011291504,-0.19281006,-0.2796936
1959-12-18,-0.32852173,0.09448242,-0.011108398,-0.21368408,-0.28103638
1959-12-19,-0.32562256,0.09310913,-0.011749268,-0.23010254,-0.28189087
1959-12-20,-0.31744385,0.0920105,-0.0132751465,-0.24127197,-0.2824707
1959-12-21,-0.30441284,0.09039307,-0.014373779,-0.2475586,-0.28182983
1959-12-22,-0.28393555,0.08792114,-0.015472412,-0.25079346,-0.28051758
1959-12-23,-0.25964355,0.08496094,-0.015411377,-0.25027466,-0.27923584
1959-12-24,-0.22918701,0.080444336,-0.017120361,-0.24661255,-0.27877808
1959-12-25,-0.19342041,0.073791504,-0.018157959,-0.23849487,-0.27685547
1959-12-26,-0.15597534,0.06604004,-0.019195557,-0.22650146,-0.2769165
1959-12-27,-0.1149292,0.055847168,-0.020568848,-0.21365356,-0.27667236
1959-12-28,-0.07287598,0.045288086,-0.022125244,-0.1956482,-0.27661133
1959-12-29,-0.028503418,0.034851074,-0.023742676,-0.17681885,-0.2767334
1959-12-30,0.01272583,0.023620605,-0.025421143,-0.15570068,-0.27722168
1959-12-31,0.064819336,0.013946533,-0.026947021,-0.13482666,-0.277771
1960-01-01,0.18344116,0.0051574707,-0.028686523,-0.11035156,-0.2765503
1960-01-02,0.23428345,-0.0011291504,-0.031097412,-0.0859375,-0.27575684
1960-01-03,0.29760742,-0.0034484863,-0.03262329,-0.059387207,-0.27200317
1960-01-04,0.35012817,-0.008026123,-0.034606934,-0.03265381,-0.27017212
1960-01-05,0.4019165,-0.012481689,-0.03677368,-0.007080078,-0.2692871
1960-01-06,0.45040894,-0.017669678,-0.0390625,0.018096924,-0.2678833
1960-01-07,0.49627686,-0.022735596,-0.04147339,0.041992188,-0.2658081
1960-01-08,0.53845215,-0.029052734,-0.044158936,0.06643677,-0.26574707
1960-01-09,0.5723877,-0.035339355,-0.04727173,0.0881958,-0.2652588
1960-01-10,0.6030884,-0.04296875,-0.05050659,0.10858154,-0.2631836
1960-01-11,0.6281128,-0.04711914,-0.053741455,0.12841797,-0.262146
1960-01-12,0.64727783,-0.052368164,-0.05731201,0.14535522,-0.26193237
1960-01-13,0.65859985,-0.055541992,-0.06137085,0.16174316,-0.26138306
1960-01-14,0.6631775,-0.060821533,-0.06573486,0.17660522,-0.26367188
1960-01-15,0.7049866,-0.0647583,-0.071014404,0.190094,-0.2659912
1960-01-16,1.1853333,-0.07269287,-0.07550049,0.17376709,-0.27392578
1960-01-17,1.1738586,-0.07733154,-0.08010864,0.1828003,-0.27560425
1960-01-18,1.1590576,-0.08255005,-0.0847168,0.18841553,-0.2760315
1960-01-19,1.1425171,-0.0871582,-0.08947754,0.19119263,-0.27789307
1960-01-20,1.1254578,-0.091033936,-0.09408569,0.19036865,-0.27874756
1960-01-21,1.1063232,-0.09283447,-0.09915161,0.18499756,-0.27774048
1960-01-22,1.0860901,-0.09365845,-0.104278564,0.17684937,-0.27685547
1960-01-23,1.0635376,-0.093170166,-0.10940552,0.16409302,-0.27426147
1960-01-24,1.0384521,-0.09207153,-0.11505127,0.14834595,-0.27139282
1960-01-25,1.0141907,-0.09060669,-0.12164307,0.12979126,-0.26794434
1960-01-26,0.98965454,-0.08932495,-0.12774658,0.10748291,-0.2640381
1960-01-27,0.9645996,-0.08743286,-0.13369751,0.08532715,-0.25967407
1960-01-28,0.9414673,-0.086639404,-0.13943481,0.062286377,-0.25494385
1960-01-29,0.91760254,-0.08770752,-0.14520264,0.037017822,-0.25131226
1960-01-30,0.89559937,-0.088256836,-0.15301514,0.010925293,-0.24801636
1960-01-31,0.87176514,-0.09072876,-0.16067505,-0.015625,-0.24435425
1960-02-01,0.84750366,-0.09237671,-0.16781616,-0.04309082,-0.24151611
1960-02-02,0.82232666,-0.09353638,-0.17642212,-0.07159424,-0.23901367
1960-02-03,0.79696655,-0.0960083,-0.18466187,-0.101135254,-0.23724365
1960-02-04,0.77111816,-0.09844971,-0.19348145,-0.1300354,-0.23474121
1960-02-05,0.74679565,-0.10092163,-0.20159912,-0.15866089,-0.23312378
1960-02-06,0.7229614,-0.10293579,-0.20870972,-0.18603516,-0.23214722
1960-02-07,0.6999512,-0.104034424,-0.21728516,-0.21307373,-0.23068237
1960-02-08,0.6794739,-0.10510254,-0.22531128,-0.24029541,-0.23086548
1960-02-09,0.6602173,-0.10675049,-0.2340393,-0.2647705,-0.2312622
1960-02-10,0.6420288,-0.10821533,-0.24182129,-0.28860474,-0.2331543
1960-02-11,0.6281738,-0.11160278,-0.24969482,-0.31030273,-0.23632812
1960-02-12,0.6161804,-0.11431885,-0.25656128,-0.3305359,-0.2397461
1960-02-13,0.6070862,-0.11743164,-0.2644043,-0.35095215,-0.24453735
1960-02-14,0.5991516,-0.12054443,-0.27090454,-0.36831665,-0.25006104
1960-02-15,0.5944214,-0.12158203,-0.27215576,-0.38168335,-0.2555542
1960-02-16,0.59277344,-0.122406006,-0.27197266,-0.3901062,-0.26010132
1960-02-17,0.59368896,-0.12332153,-0.2718506,-0.394104,-0.26223755
1960-02-18,0.5957031,-0.12445068,-0.26919556,-0.39038086,-0.26156616
1960-02-19,0.5987549,-0.12756348,-0.24606323,-0.3822937,-0.26098633
1960-02-20,0.60272217,-0.13043213,-0.19445801,-0.36798096,-0.25906372
1960-02-21,0.60787964,-0.13467407,-0.1638794,-0.3501587,-0.25582886
1960-02-22,0.6143799,-0.13983154,-0.14294434,-0.32730103,-0.25180054
1960-02-23,0.6201782,-0.14465332,-0.12088013,-0.30148315,-0.24761963
1960-02-24,0.6269531,-0.14990234,-0.09844971,-0.27349854,-0.24429321
1960-02-25,0.6341858,-0.15457153,-0.07562256,-0.2434082,-0.24020386
1960-02-26,0.64212036,-0.16018677,-0.051605225,-0.21054077,-0.23672485
1960-02-27,0.6511841,-0.16290283,-0.027008057,-0.17565918,-0.23187256
1960-02-28,0.6605835,-0.16543579,-0.0026550293,-0.14019775,-0.22833252
1960-02-29,0.6918335,-0.16729736,-0.0021972656,-0.12713623,-0.23040771
1960-03-01,0.70092773,-0.16873169,-0.23773193,-0.08633423,-0.2250061
1960-03-02,0.70895386,-0.16958618,-0.23254395,-0.04550171,-0.21887207
1960-03-03,0.71569824,-0.1703186,-0.22729492,-0.0053100586,-0.2133789
1960-03-04,0.7234802,-0.17053223,-0.22174072,0.03555298,-0.20767212
1960-03-05,0.7316284,-0.17202759,-0.2163086,0.07424927,-0.20233154
1960-03-06,0.7359009,-0.17129517,-0.2098999,0.11193848,-0.1977539
1960-03-07,0.7398071,-0.17123413,-0.20062256,0.1479187,-0.1956482
1960-03-08,0.74523926,-0.17172241,-0.17459106,0.18118286,-0.19445801
1960-03-09,0.7480469,-0.1716919,-0.14733887,0.212677,-0.19396973
1960-03-10,0.7506714,-0.17034912,-0.11816406,0.240448,-0.1937561
1960-03-11,0.7540283,-0.1689148,-0.08892822,0.26568604,-0.1947937
1960-03-12,0.75302124,-0.16668701,-0.06085205,0.28845215,-0.19683838
1960-03-13,0.750885,-0.16311646,-0.031707764,0.3078308,-0.19976807
1960-03-14,0.74746704,-0.15826416,-0.0022583008,0.32296753,-0.20336914
1960-03-15,0.741272,-0.15386963,0.025878906,0.3324585,-0.20895386
1960-03-16,0.7348633,-0.15002441,0.048431396,0.33441162,-0.21600342
1960-03-17,0.7243347,-0.1459961,0.049346924,0.3287964,-0.22531128
1960-03-18,0.7157593,-0.14279175,0.031677246,0.31640625,-0.23348999
1960-03-19,0.7073059,-0.14001465,0.01373291,0.29599,-0.23873901
1960-03-20,0.69940186,-0.13882446,-0.0031738281,0.271698,-0.2428894
1960-03-21,0.69036865,-0.1394043,-0.022247314,0.2441101,-0.2427063
1960-03-22,0.68048096,-0.14031982,-0.0496521,0.2137146,-0.24139404
1960-03-23,0.67004395,-0.14276123,-0.06768799,0.18008423,-0.23947144
1960-03-24,0.6589966,-0.14416504,-0.084350586,0.14456177,-0.23233032
1960-03-25,0.6493225,-0.14572144,-0.099975586,0.106933594,-0.22561646
1960-03-26,0.63861084,-0.14730835,-0.108947754,0.06594849,-0.21490479
1960-03-27,0.6291199,-0.14758301,-0.104888916,0.022247314,-0.20495605
1960-03-28,0.62042236,-0.14819336,-0.10070801,-0.023803711,-0.19412231
1960-03-29,0.6116333,-0.1484375,-0.09637451,-0.0708313,-0.1817627
1960-03-30,0.6048889,-0.14962769,-0.092315674,-0.11798096,-0.17010498
1960-03-31,0.59594727,-0.15145874,-0.08847046,-0.16506958,-0.15765381
1960-04-01,0.5871277,-0.15231323,-0.0836792,-0.21066284,-0.14572144
1960-04-02,0.57873535,-0.15557861,-0.0796814,-0.25369263,-0.13360596
1960-04-03,0.571228,-0.15664673,-0.07550049,-0.2932129,-0.121276855
1960-04-04,0.56552124,-0.15997314,-0.07092285,-0.33184814,-0.10916138
1960-04-05,0.56188965,-0.16085815,-0.06781006,-0.36868286,-0.09738159
1960-04-06,0.5605469,-0.16098022,-0.06375122,-0.4026184,-0.086517334
1960-04-07,0.55944824,-0.1602478,-0.059448242,-0.43289185,-0.07476807
1960-04-08,0.5565796,-0.16021729,-0.055633545,-0.46020508,-0.06430054
1960-04-09,0.5553589,-0.15994263,-0.0519104,-0.4829712,-0.053771973
1960-04-10,0.5536194,-0.16079712,-0.048339844,-0.5022583,-0.04473877
1960-04-11,0.55322266,-0.16055298,-0.043670654,-0.5171509,-0.037353516
1960-04-12,0.5543213,-0.1605835,-0.041137695,-0.5263977,-0.031158447
1960-04-13,0.55636597,-0.16082764,-0.037841797,-0.52786255,-0.027038574
1960-04-14,0.56121826,-0.15930176,-0.03466797,-0.52368164,-0.02355957
1960-04-15,0.56484985,-0.15682983,-0.032226562,-0.51049805,-0.021881104
1960-04-16,0.5696411,-0.15386963,-0.030029297,-0.4909973,-0.024108887
1960-04-17,0.56936646,-0.15179443,-0.02722168,-0.46896362,-0.026763916
1960-04-18,0.56448364,-0.14880371,-0.025817871,-0.44708252,-0.029968262
1960-04-19,0.55703735,-0.14657593,-0.024871826,-0.42437744,-0.0340271
1960-04-20,0.5458679,-0.144104,-0.023345947,-0.40274048,-0.039245605
1960-04-21,0.53189087,-0.14151001,-0.022033691,-0.383667,-0.046936035
1960-04-22,0.5158386,-0.13973999,-0.020721436,-0.36483765,-0.053985596
1960-04-23,0.4984436,-0.13873291,-0.019439697,-0.34744263,-0.062286377
1960-04-24,0.480011,-0.13793945,-0.018035889,-0.33032227,-0.07254028
1960-04-25,0.46084595,-0.13781738,-0.016418457,-0.31292725,-0.08306885
1960-04-26,0.43685913,-0.13815308,-0.015075684,-0.29507446,-0.09289551
1960-04-27,0.41253662,-0.13876343,-0.013885498,-0.27697754,-0.10134888
1960-04-28,0.38668823,-0.13952637,-0.012756348,-0.26034546,-0.111328125
1960-04-29,0.3625183,-0.14013672,-0.011566162,-0.2444458,-0.121917725
1960-04-30,0.3378296,-0.14224243,-0.010345459,-0.23129272,-0.13171387
1960-05-01,0.3130188,-0.1437378,-0.009216309,-0.21963501,-0.14105225
1960-05-02,0.28811646,-0.14529419,-0.008148193,-0.21063232,-0.15042114
1960-05-03,0.26296997,-0.14715576,-0.0072631836,-0.20596313,-0.15963745
1960-05-04,0.23986816,-0.14950562,-0.006439209,-0.20272827,-0.16882324
1960-05-05,0.216156,-0.15292358,-0.0056152344,-0.20083618,-0.1763916
1960-05-06,0.19216919,-0.15878296,-0.0049438477,-0.20056152,-0.1842041
1960-05-07,0.17071533,-0.16400146,-0.0044555664,-0.2034607,-0.19070435
1960-05-08,0.1532898,-0.16711426,-0.004119873,-0.20724487,-0.19683838
1960-05-09,0.13742065,-0.17050171,-0.0038146973,-0.21109009,-0.20147705
1960-05-10,0.12606812,-0.17459106,-0.0034484863,-0.21664429,-0.20584106
1960-05-11,0.11627197,-0.17623901,-0.003112793,-0.22320557,-0.20718384
1960-05-12,0.10977173,-0.17816162,-0.0027770996,-0.2312622,-0.2076416
1960-05-13,0.10650635,-0.17831421,-0.0024719238,-0.24212646,-0.20776367
1960-05-14,0.10760498,-0.18127441,-0.0022277832,-0.25424194,-0.20559692
1960-05-15,0.11331177,-0.18365479,-0.0019836426,-0.26882935,-0.20300293
1960-05-16,0.12414551,-0.18789673,-0.0016479492,-0.2833557,-0.19885254
1960-05-17,0.078552246,-0.19143677,-0.0013427734,-0.29257202,-0.19415283
1960-05-18,-0.5193176,-0.19348145,-0.0010681152,-0.29455566,-0.1897583
1960-05-19,-0.50857544,-0.19522095,-0.00039672852,-0.29110718,-0.18560791
1960-05-20,-0.49905396,-0.19598389,-0.0009765625,-0.2819519,-0.18029785
1960-05-21,-0.48828125,-0.19354248,-0.0007019043,-0.2672119,-0.1749878
1960-05-22,-0.4784851,-0.1890564,6.1035156e-05,-0.24789429,-0.1689148
1960-05-23,-0.47024536,-0.18301392,-0.00048828125,-0.22512817,-0.16223145
1960-05-24,-0.4613037,-0.17779541,-0.0004272461,-0.19821167,-0.1555481
1960-05-25,-0.45269775,-0.17074585,-0.0009460449,-0.16723633,-0.1486206
1960-05-26,-0.4416504,-0.16390991,-0.00036621094,-0.13287354,-0.14068604
1960-05-27,-0.43191528,-0.15960693,-0.00033569336,-0.094940186,-0.13269043
1960-05-28,-0.42233276,-0.15563965,-0.00030517578,-0.05493164,-0.12435913
1960-05-29,-0.4125061,-0.15011597,-0.0002746582,-0.0121154785,-0.1156311
1960-05-30,-0.40167236,-0.14456177,-0.0002746582,0.030975342,-0.10702515
1960-05-31,-0.39474487,-0.13900757,-0.00079345703,0.07543945,-0.0993042
1960-06-01,-0.42123413,-0.13293457,-0.00012207031,0.11904907,-0.09057617
1960-06-02,-0.4143982,-0.12643433,0.0005187988,0.16040039,-0.08328247
1960-06-03,-0.4088745,-0.12133789,-0.00012207031,0.20272827,-0.07614136
1960-06-04,-0.40286255,-0.115234375,-9.1552734e-05,0.24188232,-0.06942749
1960-06-05,-0.39938354,-0.1088562,-9.1552734e-05,0.27920532,-0.06265259
1960-06-06,-0.3945923,-0.1048584,-9.1552734e-05,0.31463623,-0.057373047
1960-06-07,-0.39108276,-0.102508545,-9.1552734e-05,0.34570312,-0.05114746
1960-06-08,-0.38619995,-0.098602295,-9.1552734e-05,0.37295532,-0.047058105
1960-06-09,-0.3803711,-0.09686279,-9.1552734e-05,0.3942566,-0.0435791
1960-06-10,-0.37435913,-0.09628296,-9.1552734e-05,0.4076538,-0.042022705
1960-06-11,-0.36825562,-0.09667969,-9.1552734e-05,0.41574097,-0.039886475
1960-06-12,-0.36428833,-0.09689331,-9.1552734e-05,0.41705322,-0.039916992
1960-06-13,-0.36050415,-0.09567261,-9.1552734e-05,0.41046143,-0.039215088
1960-06-14,-0.35668945,-0.09698486,-9.1552734e-05,0.39572144,-0.040283203
1960-06-15,-0.35473633,-0.0993042,-9.1552734e-05,0.37487793,-0.041992188
1960-06-16,-0.34835815,-0.098724365,-0.00012207031,0.35375977,-0.04284668
1960-06-17,-0.34960938,-0.09762573,-0.0007019043,0.33288574,-0.042816162
1960-06-18,-0.35543823,-0.096832275,-0.00064086914,0.3143921,-0.043121338
1960-06-19,-0.3645935,-0.09609985,-9.1552734e-05,0.29663086,-0.044067383
1960-06-20,-0.37704468,-0.09503174,-9.1552734e-05,0.2803955,-0.043945312
1960-06-21,-0.39172363,-0.095703125,0.0,0.2628479,-0.0446167
1960-06-22,-0.4085083,-0.09576416,0.0007019043,0.24841309,-0.04525757
1960-06-23,-0.42959595,-0.09631348,0.0007019043,0.23532104,-0.046722412
1960-06-24,-0.45187378,-0.09698486,0.0007019043,0.22125244,-0.04827881
1960-06-25,-0.47732544,-0.09701538,0.0007019043,0.20892334,-0.051452637
1960-06-26,-0.5054321,-0.09542847,0.00061035156,0.19766235,-0.054260254
1960-06-27,-0.5357361,-0.09396362,0.0,0.1850586,-0.05831909
1960-06-28,-0.5666199,-0.09170532,0.0007019043,0.17504883,-0.061431885
1960-06-29,-0.59988403,-0.08950806,0.00061035156,0.16540527,-0.065216064
1960-06-30,-0.63705444,-0.08795166,0.0,0.15768433,-0.06842041
1960-07-01,-0.71850586,-0.08721924,0.0007019043,0.15066528,-0.069488525
1960-07-02,-0.7487793,-0.08465576,0.00061035156,0.14569092,-0.07122803
1960-07-03,-0.77841187,-0.081848145,0.0,0.14266968,-0.07183838
1960-07-04,-0.80389404,-0.079071045,0.00061035156,0.14099121,-0.07183838
1960-07-05,-0.82748413,-0.075653076,-9.1552734e-05,0.1404419,-0.07220459
1960-07-06,-0.8473511,-0.07128906,-9.1552734e-05,0.14117432,-0.07192993
1960-07-07,-0.8671875,-0.06750488,-9.1552734e-05,0.14227295,-0.07052612
1960-07-08,-0.88272095,-0.06274414,-9.1552734e-05,0.1465149,-0.0697937
1960-07-09,-0.89779663,-0.060150146,-9.1552734e-05,0.15255737,-0.068725586
1960-07-10,-0.9085083,-0.05621338,-9.1552734e-05,0.15963745,-0.067474365
1960-07-11,-0.91485596,-0.054016113,-9.1552734e-05,0.16815186,-0.065979004
1960-07-12,-0.91748047,-0.052124023,-9.1552734e-05,0.1798706,-0.064819336
1960-07-13,-0.9135742,-0.0519104,-9.1552734e-05,0.19381714,-0.063201904
1960-07-14,-0.9066467,-0.050811768,-9.1552734e-05,0.20877075,-0.060058594
1960-07-15,-0.8951111,-0.051483154,-9.1552734e-05,0.22415161,-0.05734253
1960-07-16,-0.87838745,-0.053466797,-9.1552734e-05,0.23501587,-0.055236816
1960-07-17,-0.8561096,-0.05621338,0.0,0.2446289,-0.05444336
1960-07-18,-0.81329346,-0.05722046,0.00061035156,0.25134277,-0.055725098
1960-07-19,-0.8180237,-0.05923462,-9.1552734e-05,0.25479126,-0.06021118
1960-07-20,-0.822937,-0.059417725,-9.1552734e-05,0.25704956,-0.065826416
1960-07-21,-0.82888794,-0.060333252,-9.1552734e-05,0.25750732,-0.07208252
1960-07-22,-0.8359375,-0.061523438,-0.00012207031,0.2571106,-0.08010864
1960-07-23,-0.8414612,-0.0625,-0.0007019043,0.25439453,-0.08804321
1960-07-24,-0.8463135,-0.063812256,-0.0007019043,0.25073242,-0.09524536
1960-07-25,-0.8517456,-0.065826416,-0.00064086914,0.2453003,-0.10357666
1960-07-26,-0.8581848,-0.06976318,-9.1552734e-05,0.23910522,-0.11090088
1960-07-27,-0.86343384,-0.07467651,-9.1552734e-05,0.23153687,-0.11853027
1960-07-28,-0.8688965,-0.07965088,-9.1552734e-05,0.2220459,-0.12631226
1960-07-29,-0.8736267,-0.08514404,-9.1552734e-05,0.21279907,-0.13327026
1960-07-30,-0.8794861,-0.09213257,-9.1552734e-05,0.20245361,-0.14230347
1960-07-31,-0.8882141,-0.09643555,-0.00012207031,0.19125366,-0.1508789
1960-08-01,-0.9211731,-0.10003662,-0.0007019043,0.17907715,-0.16055298
1960-08-02,-0.92459106,-0.103393555,-0.0007019043,0.16677856,-0.17059326
1960-08-03,-0.92874146,-0.105163574,-0.0007019043,0.15368652,-0.18041992
1960-08-04,-0.93151855,-0.1078186,-0.0007019043,0.13931274,-0.18963623
1960-08-05,-0.93518066,-0.11004639,-0.0007019043,0.12631226,-0.19766235
1960-08-06,-0.93933105,-0.11010742,-0.0007019043,0.112335205,-0.2069397
1960-08-07,-0.944458,-0.11077881,-0.0007019043,0.0987854,-0.21386719
1960-08-08,-0.9490967,-0.11190796,-0.0007019043,0.08554077,-0.21994019
1960-08-09,-0.9562988,-0.113342285,-0.0007019043,0.07446289,-0.22454834
1960-08-10,-0.964386,-0.11450195,-0.0007019043,0.0630188,-0.22686768
1960-08-11,-0.97229004,-0.117370605,-0.0007019043,0.053100586,-0.22720337
1960-08-12,-0.9867554,-0.11843872,-0.0007019043,0.04586792,-0.22555542
1960-08-13,-0.9935913,-0.118927,-0.0007019043,0.038513184,-0.22277832
1960-08-14,-0.9992676,-0.11871338,-0.0007019043,0.03439331,-0.21786499
1960-08-15,-1.0059814,-0.11734009,-0.00064086914,0.030395508,-0.21264648
1960-08-16,-1.0105286,-0.11764526,-9.1552734e-05,0.029632568,-0.2041626
1960-08-17,-1.0031128,-0.11404419,-0.00012207031,0.03137207,-0.19613647
1960-08-18,-0.9991455,-0.1088562,-0.0006713867,0.033691406,-0.18920898
1960-08-19,-0.9949646,-0.103149414,-0.00061035156,0.038482666,-0.18435669
1960-08-20,-0.9887085,-0.096221924,-3.0517578e-05,0.04269409,-0.18148804
1960-08-21,-0.9847107,-0.086639404,-3.0517578e-05,0.0491333,-0.18017578
1960-08-22,-0.9798584,-0.075805664,6.1035156e-05,0.053894043,-0.18118286
1960-08-23,-0.97665405,-0.062438965,0.0006713867,0.059692383,-0.18405151
1960-08-24,-0.9732666,-0.046539307,-3.0517578e-05,0.06665039,-0.18823242
1960-08-25,-0.9680481,-0.02810669,-3.0517578e-05,0.072265625,-0.1942749
1960-08-26,-0.9659424,-0.008270264,-3.0517578e-05,0.076812744,-0.20141602
1960-08-27,-0.9634094,0.011962891,-3.0517578e-05,0.081726074,-0.21014404
1960-08-28,-0.95965576,0.03387451,-3.0517578e-05,0.087005615,-0.2192688
1960-08-29,-0.95547485,0.05593872,-3.0517578e-05,0.09225464,-0.22949219
1960-08-30,-0.95022583,0.07571411,-3.0517578e-05,0.097595215,-0.23986816
1960-08-31,-0.9456177,0.09387207,-6.1035156e-05,0.10180664,-0.24975586
1960-09-01,-0.9241638,0.11248779,-0.00064086914,0.108795166,-0.26098633
1960-09-02,-0.92123413,0.13031006,-0.00064086914,0.11773682,-0.2698059
1960-09-03,-0.9186096,0.14880371,-0.00064086914,0.12631226,-0.28070068
1960-09-04,-0.9163208,0.16552734,-0.00064086914,0.13876343,-0.2902832
1960-09-05,-0.9139099,0.18157959,-0.00064086914,0.15280151,-0.2996521
1960-09-06,-0.9100952,0.19656372,-0.00064086914,0.16763306,-0.3083191
1960-09-07,-0.9069519,0.21133423,-0.00064086914,0.18411255,-0.31658936
1960-09-08,-0.89938354,0.22467041,-0.00064086914,0.19918823,-0.32312012
1960-09-09,-0.89245605,0.23660278,-0.00064086914,0.21304321,-0.32962036
1960-09-10,-0.8874512,0.2475586,-0.00064086914,0.2288208,-0.33532715
1960-09-11,-0.8820801,0.256958,-0.00064086914,0.24359131,-0.3397522
1960-09-12,-0.8768616,0.26461792,-0.00064086914,0.25878906,-0.34292603
1960-09-13,-0.87298584,0.27087402,-0.00064086914,0.27420044,-0.3447876
1960-09-14,-0.86572266,0.27590942,-0.00064086914,0.28863525,-0.3449707
1960-09-15,-0.8581543,0.27996826,-0.0006713867,0.3038025,-0.3425293
1960-09-16,-0.8512573,0.28027344,-0.0006713867,0.318573,-0.34017944
1960-09-17,-0.8427124,0.27960205,-0.0006713867,0.3319397,-0.33468628
1960-09-18,-0.8352051,0.27651978,-0.0006713867,0.34298706,-0.3265381
