,cluster,nodes_lat,nodes_lon
1018,2,61.5,34.0
1019,2,61.5,34.5
1020,2,61.5,35.0
1021,2,61.5,36.5
1022,2,61.5,37.0
1023,2,61.5,37.5
1024,2,61.5,38.0
1025,2,61.5,38.5
1026,2,61.5,39.0
1027,2,61.5,39.5
1028,2,61.5,40.0
1029,2,61.5,40.5
1030,2,61.5,41.0
1031,2,61.5,41.5
1032,2,61.5,42.0
1033,2,61.5,42.5
1034,2,61.5,43.0
1035,2,61.5,43.5
1036,2,61.5,44.0
1037,2,61.0,5.5
1038,2,61.0,6.0
1039,2,61.0,6.5
1040,2,61.0,7.0
1041,2,61.0,7.5
1042,2,61.0,8.0
1043,2,61.0,8.5
1044,2,61.0,9.0
1045,2,61.0,9.5
1046,2,61.0,10.0
1047,2,61.0,10.5
1048,2,61.0,11.0
1049,2,61.0,11.5
1050,2,61.0,12.0
1051,2,61.0,12.5
1052,2,61.0,13.0
1053,2,61.0,13.5
1054,2,61.0,14.0
1055,2,61.0,14.5
1056,2,61.0,15.0
1057,2,61.0,15.5
1058,2,61.0,16.0
1059,2,61.0,16.5
1060,1,61.0,17.0
1061,2,61.0,17.5
1062,2,61.0,21.5
1063,2,61.0,22.0
1064,2,61.0,22.5
1065,2,61.0,23.0
1066,2,61.0,23.5
1067,2,61.0,24.0
1068,2,61.0,24.5
1069,2,61.0,25.0
1070,2,61.0,25.5
1071,2,61.0,26.0
1072,2,61.0,26.5
1073,2,61.0,27.0
1074,2,61.0,27.5
1075,2,61.0,28.0
1076,2,61.0,28.5
1077,2,61.0,29.0
1078,2,61.0,29.5
1079,2,61.0,30.0
1080,2,61.0,32.5
1081,2,61.0,33.0
1082,2,61.0,33.5
1083,2,61.0,34.0
1084,2,61.0,34.5
1085,2,61.0,35.0
1086,2,61.0,35.5
1087,2,61.0,36.0
1088,2,61.0,36.5
1089,2,61.0,37.0
1090,2,61.0,37.5
1091,2,61.0,38.0
1092,2,61.0,38.5
1093,2,61.0,39.0
1094,2,61.0,39.5
1095,2,61.0,40.0
1096,2,61.0,40.5
1097,2,61.0,41.0
1098,2,61.0,41.5
1099,2,61.0,42.0
1100,2,61.0,42.5
1101,2,61.0,43.0
1102,2,61.0,43.5
1103,2,61.0,44.0
1104,2,60.5,5.0
1105,2,60.5,5.5
1106,2,60.5,6.0
1107,2,60.5,6.5
1108,2,60.5,7.0
1109,2,60.5,7.5
1110,2,60.5,8.0
1111,2,60.5,8.5
1112,2,60.5,9.0
1113,2,60.5,9.5
1114,1,60.5,10.0
1115,1,60.5,10.5
1116,1,60.5,11.0
1117,1,60.5,11.5
1118,1,60.5,12.0
1119,1,60.5,12.5
1120,2,60.5,13.0
1121,2,60.5,13.5
1122,2,60.5,14.0
1123,1,60.5,14.5
1124,1,60.5,15.0
1125,1,60.5,15.5
1126,1,60.5,16.0
1127,1,60.5,16.5
1128,1,60.5,17.0
1129,1,60.5,17.5
1130,2,60.5,18.0
1131,2,60.5,19.5
1132,2,60.5,20.0
1133,2,60.5,21.5
1134,2,60.5,22.0
1135,2,60.5,22.5
1136,2,60.5,23.0
1137,2,60.5,23.5
1138,2,60.5,24.0
1139,2,60.5,24.5
1140,2,60.5,25.0
1141,2,60.5,25.5
1142,2,60.5,26.0
1143,2,60.5,26.5
