,msl,olr,sm1,t2m,tp,z500
1970-09-24,322.23438,-23.406082,-0.0030918121,0.1121521,-0.00024008403,64.125
1970-09-25,364.46094,-22.495712,-0.011028558,0.04547119,-0.00026580133,337.07422
1970-09-26,251.64844,2.457199,-0.01957634,1.1083374,-0.00027413992,406.84375
1970-09-27,733.1953,-24.776352,-0.02446115,1.0671387,-0.00027400255,767.9531
1970-09-28,1088.0859,-19.878387,-0.026605636,0.48049927,-0.00024987813,1178.582
1970-09-29,1157.0312,-18.520432,-0.02528888,-0.8498535,-0.0002528411,1073.8203
1970-09-30,383.14844,1.2512512,-0.031513482,-0.12286377,-0.00023301147,463.96094
1970-10-01,-723.46875,0.29882812,-0.028755128,-0.5106201,-0.00023849825,-749.3086
1970-10-02,-784.8594,-13.258743,-0.03455594,-0.37713623,-0.0002389307,-508.39453
1970-10-03,-993.4844,-20.043182,-0.03383547,-2.8204956,-0.00025740053,-1922.1953
1970-10-04,-174.75781,-15.073288,-0.041863114,-3.0343933,-0.00027626427,-759.1133
1970-10-05,-54.210938,-19.59848,-0.04812354,0.5224304,-0.0002788456,197.02344
1970-10-06,16.046875,-18.50026,-0.05000016,-0.47555542,-0.00025730065,31.871094
1970-10-07,-157.74219,-3.7717438,-0.014842749,0.790802,0.00015775595,-142.88281
1970-10-08,39.617188,59.668686,0.06494695,1.5249329,0.001430389,156.82031
1970-10-09,372.53125,48.162125,0.06558746,2.6684265,0.00032528516,747.1367
1970-10-10,705.2344,2.8363647,0.035735518,4.7368164,-0.0002469213,1235.2969
1970-10-11,913.0781,-37.383774,0.021104395,4.4481506,-0.00024592588,1455.8828
1970-10-12,859.1797,-29.366852,0.014560819,4.4112244,-0.0002435137,1477.6133
1970-10-13,560.9922,-43.07077,0.0060127676,3.1110535,-0.000242335,1276.8047
1970-10-14,62.421875,-1.9976807,-0.0007466674,2.3631287,-0.00023495576,542.8008
1970-10-15,96.203125,3.4511108,0.028604597,0.70825195,0.0002524224,-253.53125
1970-10-16,611.1406,-14.430695,0.025941461,-1.7918701,-0.00018041907,180.9375
1970-10-17,725.9844,-19.710129,0.013112754,-3.6558838,-0.00022591464,514.625
1970-10-18,443.3125,-23.597229,0.007320881,-3.4388123,-0.00022133393,663.0
1970-10-19,-214.53125,-15.519379,0.0030421019,0.071624756,-0.00021562756,338.3047
1970-10-20,-1839.3828,15.954544,0.040688574,-3.0365906,0.0004738488,-2369.582
1970-10-21,-1229.7891,-8.239304,0.027725399,-4.484131,-0.00020348254,-2731.629
1970-10-22,-368.83594,-8.516968,0.016579866,-3.3687744,-0.0002028456,-1917.5273
1970-10-23,46.804688,-5.1827545,0.010448217,-4.241974,-0.00019462536,-1532.4609
1970-10-24,831.15625,-13.900833,0.009170115,-2.679016,-0.00021126433,-455.28906
1970-10-25,880.0703,-2.7496338,0.0031133592,-1.0338745,-0.00021195259,596.0039
1970-10-26,607.2422,0.45744324,-0.0020504296,-1.7874756,-0.00020513583,652.9531
1970-10-27,518.125,-20.148102,-0.0052663684,-0.061431885,-0.00019576045,735.78125
1970-10-28,832.7344,4.2368774,-0.007786691,-0.42687988,-0.00019203447,1044.8906
1970-10-29,775.28125,-29.219269,-0.013613611,0.63568115,-0.00019367755,1381.8398
1970-10-30,968.64844,-32.82422,-0.01584956,0.10473633,-0.00019777303,1659.7812
1970-10-31,747.6797,-34.76149,-0.01773569,0.6873169,-0.00019806893,1533.8633
1970-11-01,599.25,-22.506683,-0.019840896,2.0516663,-0.00019611021,1532.4727
1970-11-02,411.8047,3.25531,-0.022140712,4.972809,-0.00019474632,1835.1875
1970-11-03,153.79688,-20.399246,-0.018387228,4.158203,-0.00019748011,1530.6992
1970-11-04,165.5625,-7.4950256,-0.02364093,3.879181,-0.0001948679,1137.9688
1970-11-05,62.648438,-16.41121,-0.027469814,2.5365906,-0.00018712698,918.21484
1970-11-06,-314.28906,-16.558075,-0.032286406,2.1081848,-0.00018789021,50.222656
1970-11-07,-65.49219,34.0139,-0.03538385,-1.2718811,-0.00014636728,-336.1836
1970-11-08,129.94531,12.738007,-0.03325644,0.6788635,-0.00017728988,71.53125
1970-11-09,-209.58594,-23.366165,-0.034697056,2.0466614,-0.00019053053,-125.33203
1970-11-10,-289.39844,-25.164215,-0.035505325,-0.497406,-0.00019139702,-415.30078
1970-11-11,365.64062,-9.625839,-0.037084848,-0.034942627,-0.00019872862,527.97656
1970-11-12,413.32812,-17.62593,-0.035842687,-0.28463745,-0.00012392396,600.91016
1970-11-13,-140.67969,56.535477,0.049128115,0.5762024,0.0012993596,-151.55078
1970-11-14,-1338.5312,16.484589,0.06295073,1.0404968,0.0010924332,-1315.0156
1970-11-15,-1702.8359,20.215134,0.05375126,-0.8359375,0.0005163512,-2283.0977
1970-11-16,-1024.9375,-8.204926,0.028710365,-2.5281982,-0.00019604112,-1820.4688
1970-11-17,-419.47656,18.62358,0.020126194,-2.283661,-0.00019815382,-429.6953
1970-11-18,-271.4922,12.223785,0.014307439,0.64123535,-7.441417e-05,-13.78125
1970-11-19,-921.03125,38.91118,0.061338156,1.6594543,0.0012603563,-370.41797
1970-11-20,-647.72656,-25.023773,0.04255736,1.6459656,-0.00017858835,-380.42578
1970-11-21,-952.40625,45.28409,0.054686308,0.506897,0.0013739184,-884.4297
1970-11-22,-723.2969,-12.506805,0.036915928,2.2758179,-0.00017206348,-893.7344
1970-11-23,282.625,-13.824127,0.022567362,0.8357849,-0.00017199441,853.3047
1970-11-24,503.35938,-18.635834,0.016706735,-1.7905273,-0.00017641844,1485.0117
1970-11-25,654.8203,-27.846634,0.011241436,-1.9213562,-0.0001771217,1733.2422
1970-11-26,926.5469,-27.506058,0.0065786242,-0.453125,-0.00017729093,1916.457
1970-11-27,850.46094,-26.636383,0.0027488172,-1.3009033,-0.00017402196,1917.6328
1970-11-28,472.75,-12.333817,-0.00064095855,-0.63931274,-0.00016561423,1536.5938
1970-11-29,157.17969,13.694,0.0061039627,2.3382874,5.110506e-05,947.85547
1970-11-30,-287.46094,-0.95925903,0.057583928,4.0150757,0.000583802,-32.476562
1970-12-01,-118.59375,-14.856979,0.03567478,2.1397095,-0.00014235685,-223.6875
1970-12-02,12.6328125,-15.901367,0.029501706,1.918457,-0.00014275344,-104.92578
1970-12-03,-36.15625,-7.2051697,0.023644537,1.1029053,-0.0001408033,301.58203
1970-12-04,287.76562,-9.959045,0.019581378,2.7659912,-0.0001447819,1085.793
1970-12-05,574.59375,-19.619324,0.015748948,1.1057434,-0.00014768488,909.6172
1970-12-06,1036.3438,-18.696991,0.014340907,0.1723938,-0.00014598492,1037.3359
1970-12-07,515.7344,42.555298,0.018849283,-1.1444397,0.00032783937,-63.28125
1970-12-08,1038.4375,2.1413422,0.033324808,1.0602112,-7.505361e-05,815.4336
1970-12-09,1598.1016,-20.740799,0.025075793,-1.5526428,-0.00013565194,1887.3633
1970-12-10,1262.7891,-24.527832,0.02042088,-1.5036316,-0.0001292732,2078.9727
1970-12-11,1334.5078,-25.402344,0.018640429,-0.8569946,-0.0001245399,2049.8672
1970-12-12,1172.7109,-14.960724,0.015793025,-2.313507,-0.00012183469,1688.4102
1970-12-13,921.8672,30.712875,0.012484312,-0.8486023,-0.00012330693,921.4453
1970-12-14,691.2422,-6.75502,0.009949833,-1.0773926,-0.00012056209,608.27734
1970-12-15,615.0156,-15.534409,0.0028544962,-0.3086548,-0.00011705681,-238.85547
1970-12-16,1075.1641,-10.7790985,-0.0056656003,-2.3085632,-0.0001145685,156.29297
1970-12-17,968.03125,-19.039276,-0.0061109066,-2.6702576,-0.000109437206,725.95703
1970-12-18,441.57812,-11.771362,-0.0034999847,-0.32785034,-0.000105804036,483.53906
1970-12-19,773.2422,-15.506409,-0.0045634806,-0.74002075,-0.000105086954,391.73047
1970-12-20,813.21875,-13.798401,-0.005500555,-2.8274841,-0.00010439431,910.9375
1970-12-21,-44.101562,-13.023727,-0.006510347,-2.715332,-0.00010169675,98.47656
1970-12-22,-339.1875,-13.339508,-0.0073310733,-3.7426758,-0.00010146893,-1968.5781
1970-12-23,-687.5625,0.59228516,-0.008496493,-6.7489014,-0.00010460519,-2520.0586
1970-12-24,-569.66406,0.5155182,-0.006890714,-6.3526917,-0.00010136927,-2436.9805
1970-12-25,-587.1719,-1.1703491,-0.0073610246,-5.2013245,-0.000100576166,-2214.1172
1970-12-26,-400.10156,19.255478,-0.00677824,-5.1995544,5.3025033e-05,-2088.0234
1970-12-27,-824.28125,47.2583,-0.0067872703,-2.7013245,0.00068235357,-1417.8164
1970-12-28,-1796.875,20.740616,-0.007884085,-1.147644,0.0009428682,-2274.3125
1970-12-29,-1618.4141,60.383987,-0.010330677,-1.2217102,0.000507028,-1483.1523
1970-12-30,-2374.5547,13.996201,-0.0040212274,-0.4052124,0.00048413812,-2600.9727
1970-12-31,-2084.3281,30.66925,-0.004270792,-2.3469849,-0.00010940141,-2591.4336
1971-01-01,-1488.9531,17.291748,-0.008775562,-5.6199036,9.016301e-06,-2818.707
1971-01-02,-719.27344,-0.8080597,-0.0106469095,-7.1132507,-0.00010602901,-2184.9531
1971-01-03,-968.15625,3.9276276,-0.011659533,-7.495392,-0.000100521036,-2341.2969
1971-01-04,-56.523438,1.4226227,-0.011938542,-6.728424,-9.780411e-05,-1593.8945
1971-01-05,-149.42188,-5.395111,-0.007014841,-6.4454346,-9.46484e-05,-1018.65625
1971-01-06,330.15625,-11.094589,-0.009003818,-5.2147217,-9.138214e-05,4.2773438
1971-01-07,1149.9531,-15.741135,-0.009898096,-4.1635437,-9.0993446e-05,1191.4219
1971-01-08,1047.7422,-2.228531,-0.010065556,-4.0735474,-8.9267975e-05,1502.418
1971-01-09,599.46875,-9.618851,-0.011518866,0.2954712,-9.2372604e-05,1583.5938
1971-01-10,422.70312,-14.659988,-0.016101152,-1.2373352,-9.313974e-05,1073.1523
1971-01-11,256.10938,-8.429031,-0.016012877,0.25549316,-9.1870985e-05,665.0703
1971-01-12,277.5,-6.6826935,-0.019115001,-0.7383423,-9.039972e-05,209.91797
1971-01-13,199.0,-2.5876312,-0.020508349,-1.0755615,-8.9802896e-05,169.3789
1971-01-14,267.85156,5.960541,-0.01613006,0.9869995,-6.540955e-06,-57.632812
1971-01-15,15.53125,4.3292084,0.010220766,0.0056762695,-1.9959436e-05,-533.9844
1971-01-16,-342.53125,12.213913,0.0069494843,-1.5112305,-8.935891e-05,-548.23047
1971-01-17,-640.64844,9.133194,0.00045120716,-1.7814026,-9.094804e-05,-672.03516
1971-01-18,-590.2578,2.8856812,0.0042238533,0.06661987,-8.9200046e-05,-572.33594
1971-01-19,-780.34375,38.963303,0.018255055,-0.36846924,0.00023503113,-752.9492
1971-01-20,-1542.1172,33.48459,0.023830473,0.2926941,0.00012554943,-1212.7422
1971-01-21,-2587.6406,33.135025,0.033070922,0.4041443,0.00065321475,-1987.4844
1971-01-22,-2411.6406,29.864746,0.05200374,1.0036316,0.00022780585,-2177.9023
1971-01-23,-998.40625,6.3654633,0.03611067,0.8457947,-6.8465306e-05,-737.71484
1971-01-24,-836.4531,14.307861,0.045661807,1.507904,0.0001474673,-601.09766
1971-01-25,-688.3047,39.565445,0.031896472,-0.07345581,0.00012683005,-844.21094
1971-01-26,-688.1953,14.178177,0.024231523,-0.40512085,-7.810616e-05,-506.76562
1971-01-27,-1281.2812,19.383453,0.027355522,0.7979431,0.00023909195,-1163.3984
1971-01-28,-582.7578,-1.7540741,0.028757513,0.6288147,-8.551464e-05,-645.9258
1971-01-29,20.351562,21.261642,0.019985229,0.7215576,-7.172855e-05,-199.58203
1971-01-30,-170.32031,34.984833,0.032291412,-0.3333435,0.00048590996,-200.07812
1971-01-31,-1413.1641,52.609344,0.057298303,0.74102783,0.0004014729,-945.08984
1971-02-01,-1693.4609,42.182526,0.05872941,1.5870667,0.00019364335,-1208.3867
1971-02-02,-263.1875,-6.586212,0.039184034,0.45385742,-8.2868595e-05,-513.83984
1971-02-03,399.85938,2.490387,0.027910948,-1.3799133,-8.0421814e-05,531.16406
1971-02-04,147.69531,-17.416733,0.033240885,2.1408997,-7.697761e-05,758.2969
1971-02-05,1036.4922,-15.807846,0.032586962,-0.19586182,-8.6613785e-05,1455.6602
1971-02-06,778.0,-20.37149,0.028106987,-0.8356018,-8.5201376e-05,1867.2109
1971-02-07,352.90625,-17.2583,0.030372918,1.4709473,-8.5811465e-05,1249.3047
1971-02-08,412.89844,-12.422516,0.029191434,-0.07064819,-8.4509906e-05,350.58984
1971-02-09,636.8125,-10.89505,0.029937148,-1.6669617,-8.5062784e-05,1085.8164
1971-02-10,372.66406,-10.800552,0.030486047,-2.5151062,-8.63826e-05,867.27734
1971-02-11,611.5625,-11.797134,0.029622078,-3.5118408,-8.770343e-05,937.9258
1971-02-12,579.09375,-10.387955,0.033153355,-3.5420532,-8.770517e-05,786.9336
1971-02-13,39.773438,18.54393,0.036540598,-1.5952759,-8.643761e-05,348.78906
1971-02-14,-789.53906,8.795837,0.040141284,-0.89489746,-8.508387e-05,-705.4414
1971-02-15,-1310.7344,27.188278,0.04584998,-0.14212036,0.0003290615,-1509.957
1971-02-16,-2555.1016,72.647156,0.041813433,-0.39904785,0.0014133005,-2368.3906
1971-02-17,-1854.7188,11.10762,0.040291786,1.3948975,-7.270199e-05,-1456.4727
1971-02-18,-1441.0703,28.083206,0.032951742,0.08996582,-7.055826e-05,-1328.2578
1971-02-19,-1175.8359,-7.5025635,0.028411508,-0.29315186,-9.502878e-05,-1326.4023
1971-02-20,-533.3203,-12.38179,0.023327112,0.26046753,-9.52205e-05,-745.8633
1971-02-21,-139.74219,-8.0017395,0.01976493,-0.3315735,-9.547478e-05,-161.92188
1971-02-22,-128.8125,-8.868393,0.021974742,-0.33010864,-8.8576424e-05,-528.4336
1971-02-23,267.01562,-11.116333,0.023278445,-1.0058289,-8.858437e-05,-633.39844
1971-02-24,439.125,-9.681122,0.023945779,-0.6489563,-9.03867e-05,-47.597656
1971-02-25,-112.72656,-10.966629,0.024947137,-0.36273193,-9.174972e-05,128.3711
1971-02-26,-639.71875,-14.483643,0.033024997,-0.27435303,-9.155336e-05,-494.8789
1971-02-27,-870.8125,-13.704819,0.030817002,-1.5250549,-9.133503e-05,-1100.3867
1971-02-28,-433.875,-2.247757,0.024173379,-5.372772,-8.891885e-05,-1888.4141
1971-03-01,27.664062,5.6871185,0.018048495,-7.6349487,-9.326413e-05,-1901.9258
1971-03-02,388.21875,11.504761,0.015239298,-7.581543,-9.7740376e-05,-1235.6445
1971-03-03,-160.89062,28.616165,0.0143817365,-6.3197327,-6.097963e-05,-1792.9062
1971-03-04,-139.40625,12.6119995,0.012650251,-6.6388855,-8.441342e-05,-2198.5742
1971-03-05,70.9375,31.911575,0.013878405,-11.799438,-1.1104101e-05,-3218.9297
1971-03-06,-353.42188,33.143524,0.01615578,-12.589111,-8.837628e-05,-3005.7969
1971-03-07,-3.140625,7.3553925,0.012345642,-9.778748,-9.660258e-05,-2069.789
1971-03-08,203.33594,-5.436386,0.008569121,-7.2740173,-9.668403e-05,-1218.3477
1971-03-09,-439.5547,1.8959198,0.007450521,-5.565094,-9.870705e-05,-1454.4883
1971-03-10,-104.35156,-1.5075989,0.017481714,-3.9150696,-9.9882214e-05,-952.64844
1971-03-11,422.83594,-7.1277313,0.03232196,-3.019165,-0.000103476305,-377.07422
1971-03-12,609.8828,-11.237152,0.039401263,-1.9162598,-0.00010519509,120.25
1971-03-13,953.71875,-5.738556,0.042055756,-2.7287903,-0.000103923194,655.7383
1971-03-14,-85.08594,36.182495,0.046853602,-2.9146729,9.8445715e-05,-597.66016
1971-03-15,-1005.875,24.517029,0.04508379,-3.2983093,4.0850267e-05,-1297.668
1971-03-16,-1272.7109,31.515076,0.05888158,-2.6836243,0.00029924331,-1621.7148
1971-03-17,-940.34375,-12.751724,0.050074905,-0.36044312,-0.00012451144,-931.7461
1971-03-18,-771.9922,31.414429,0.06145957,-2.8858948,0.00085472176,-863.91016
1971-03-19,-1424.8594,33.481476,0.07384038,-3.350525,0.0013352439,-1454.8242
1971-03-20,-1266.1016,56.969376,0.07981911,-2.9875488,0.0016884045,-1005.4844
1971-03-21,-1748.4844,72.48871,0.09192374,-1.4467773,0.0008094014,-1066.4258
1971-03-22,-2149.6328,24.436325,0.085942626,-1.0082703,0.00029370643,-1854.2656
1971-03-23,-1120.8828,17.109314,0.072512865,-0.5999756,-0.00015095515,-713.28906
1971-03-24,397.71875,-3.6582794,0.069170326,-2.918396,-0.00015430401,110.46875
1971-03-25,244.17969,5.039337,0.07117048,-1.7053528,-0.0001551872,158.4961
1971-03-26,-813.1406,-5.6782074,0.06994504,-2.1417542,-8.812402e-05,-1381.5781
1971-03-27,-867.46094,12.117538,0.06310803,-3.4674683,-0.00016810469,-1726.2539
1971-03-28,-573.8047,-0.62016296,0.06295386,-1.2396545,-0.00017589402,-1096.0664
1971-03-29,-669.71094,-6.228424,0.05660197,-1.9464417,-0.00013827032,-1176.3828
1971-03-30,-736.0078,-16.73825,0.054983854,-1.2062378,-0.00015114108,-986.0742
1971-03-31,-157.97656,-16.066833,0.05084157,-0.64782715,-0.00016380615,-401.60547
1971-04-01,-823.8594,9.912552,0.046153724,-0.40335083,-0.000184066,-763.1953
1971-04-02,-1667.8516,-1.5860138,0.03967312,-0.3885498,-9.621104e-05,-1472.3281
1971-04-03,-1323.1641,7.320526,0.054131776,0.19351196,0.0001126251,-1230.3789
1971-04-04,-1220.6641,38.49945,0.07542938,-0.09838867,0.0005323567,-1101.4727
1971-04-05,-1035.8359,7.967041,0.060755163,0.10336304,-1.3379104e-05,-939.53125
1971-04-06,-631.375,-17.17546,0.04786688,1.6897278,-0.00020132252,-352.73047
1971-04-07,-200.44531,9.327728,0.03793347,1.2288208,-0.00018719434,84.390625
1971-04-08,-98.65625,31.625412,0.033062845,2.3713684,-0.00019045568,329.82422
1971-04-09,-237.0,-17.786133,0.025806904,3.0456543,-0.00019399746,333.23828
1971-04-10,-121.671875,-1.7491608,0.018363386,3.6910706,-0.00020900823,525.2578
1971-04-11,125.796875,-11.886078,0.017375588,3.4209595,-0.00010026982,655.6211
1971-04-12,95.109375,-21.92595,0.03901434,3.1236877,-7.7462464e-05,690.46875
1971-04-13,24.671875,-23.909256,0.02210024,3.4375916,-0.00019531822,791.3125
1971-04-14,426.0547,-27.332901,0.011318266,2.7998657,-0.00021489628,1110.125
1971-04-15,625.21094,-26.748932,0.0040222704,2.9780884,-0.00020930062,1201.6172
1971-04-16,115.32031,-24.739487,-0.003221035,2.7601318,-0.00018771138,685.8281
1971-04-17,-126.0,26.860016,0.035613656,0.8798218,0.00024409404,149.71484
1971-04-18,666.22656,-22.921524,0.030141413,-0.32699585,-8.8773755e-05,782.89453
1971-04-19,939.1953,-24.047928,0.019010156,1.698822,-0.00018761154,1034.625
1971-04-20,629.9922,-14.461273,0.004764527,3.4911194,-0.00022679318,885.77734
1971-04-21,693.0,-9.025864,0.0012659729,2.86557,-0.0001606381,1118.5859
1971-04-22,749.875,-1.0418701,-8.0794096e-05,3.9394836,-0.00016025448,1308.25
1971-04-23,-55.117188,39.219894,0.045876205,1.2909851,0.0012697662,478.03906
1971-04-24,-1217.1172,33.13858,0.07100412,-0.2685547,0.00052529137,-920.46484
1971-04-25,-1003.125,1.3596191,0.036703706,0.51049805,-0.000230398,-751.97656
1971-04-26,-489.4922,9.863571,0.017690808,0.0064697266,-0.00021190588,-530.9453
1971-04-27,-408.04688,26.625916,0.0603891,-1.4912415,0.00081430865,-610.70703
1971-04-28,-331.6797,-24.07846,0.05341029,0.65756226,-1.6209975e-05,-423.20312
1971-04-29,387.03906,2.9206238,0.04343465,-2.60141,-7.139421e-05,147.83984
1971-04-30,65.015625,46.28859,0.05203381,-1.8588562,0.00025423337,67.95703
1971-05-01,-621.8281,18.308548,0.075517625,-2.721527,0.0011618335,-508.42578
1971-05-02,-458.10938,5.884262,0.06117642,-1.1986084,3.8117054e-05,-520.53125
1971-05-03,-262.3203,31.457138,0.060458153,-1.9282532,0.00019335643,-450.97656
1971-05-04,15.1953125,13.402771,0.052978516,-1.8402405,9.9974146e-05,-388.9297
1971-05-05,161.88281,7.27092,0.047658622,-1.1578369,-7.196977e-05,-401.10547
1971-05-06,403.75,-33.659912,0.02470839,0.7886963,-0.0002418646,473.1875
1971-05-07,200.60938,-13.439804,0.0063426197,2.8823242,-0.0002453478,809.5508
1971-05-08,197.90625,-24.446808,-0.0046625733,4.4190674,-0.0002489123,971.4883
1971-05-09,608.0547,-32.986343,-0.0074543357,5.1896667,-0.00024020608,1313.3047
1971-05-10,515.7422,-15.346542,-0.0022648573,5.119751,-0.00016268855,1335.2773
1971-05-11,582.60156,11.82811,0.040555477,1.9640503,0.0002887615,643.6758
1971-05-12,444.8047,-12.625397,0.019314945,3.0674438,-0.00020494584,598.45703
1971-05-13,154.05469,-16.492645,0.004078716,2.668335,-0.00013576081,439.47266
1971-05-14,23.960938,7.850662,0.02104628,1.9072266,0.00017267317,288.0078
1971-05-15,-124.796875,8.398941,0.034945816,2.0326233,0.00017073113,128.03516
1971-05-16,-246.44531,-12.097046,0.035800308,2.1115417,-0.00018756678,174.21875
1971-05-17,-214.73438,-28.930908,0.02084589,3.4110718,-0.00024237507,411.7578
1971-05-18,-146.03125,33.002182,0.032213926,2.3442078,0.00020717048,489.91406
1971-05-19,-132.75,14.947464,0.035682857,3.2189636,-0.00015321675,440.5547
1971-05-20,-230.96875,11.460724,0.029688686,1.5869751,0.00035238522,82.03125
1971-05-21,-405.60156,16.428192,0.06741339,0.23223877,0.0007148164,-466.23047
1971-05-22,-778.3672,27.824005,0.059266537,-1.615448,0.00035337597,-996.8594
1971-05-23,-1185.2656,37.17212,0.06470296,-2.6142273,0.00038793904,-1457.9023
1971-05-24,-1061.8047,33.61557,0.07186648,-2.6315613,0.0009182996,-1414.7383
1971-05-25,-747.53125,28.502655,0.075647,-3.1485596,0.0006193666,-1318.6641
1971-05-26,-684.8203,6.481476,0.065787315,-2.712616,0.0002303123,-1457.6484
1971-05-27,-858.71094,30.27031,0.07474062,-4.1243286,0.0004694842,-1789.7109
1971-05-28,-926.58594,16.073624,0.0577285,-4.1174927,1.3274679e-05,-1838.0742
1971-05-29,-514.7969,10.004028,0.045448154,-3.0943909,-0.00016711082,-1394.7109
1971-05-30,-249.13281,-5.6858215,0.024476647,-1.4406433,-0.00020866239,-764.41406
1971-05-31,-185.86719,37.17061,0.038020074,-0.60943604,-5.9748854e-05,-278.16406
1971-06-01,-147.53125,3.731079,0.037980795,1.4312134,2.340843e-05,-74.75781
1971-06-02,85.27344,1.2776184,0.049259275,-0.78030396,-0.00013981813,-112.83594
1971-06-03,-33.6875,0.4892578,0.031732917,0.26669312,-0.00018570248,-127.16406
1971-06-04,-414.3047,-8.205017,0.026970357,1.6142578,-0.00012894577,-271.07422
1971-06-05,-806.5547,25.2453,0.04484719,-0.4402771,0.00023198717,-683.4492
1971-06-06,-1086.3984,60.582108,0.076642156,-2.2994385,0.0007942524,-1235.4258
1971-06-07,-918.5,59.63951,0.07787922,-1.598053,0.00019644471,-896.5586
1971-06-08,-754.60156,32.271988,0.060465276,-0.08572388,4.049296e-05,-715.0625
1971-06-09,-654.85156,48.730164,0.08089998,-2.16156,0.0014358992,-996.8906
1971-06-10,-733.8594,42.91858,0.09122339,-2.7496643,0.0012346774,-1372.8711
1971-06-11,-849.90625,53.8873,0.08642438,-5.2852783,0.0008054734,-1800.418
1971-06-12,-511.8672,-3.9040222,0.062282413,-2.93161,-0.0002128268,-1432.7656
1971-06-13,-51.304688,-20.955063,0.040070653,-2.140564,-0.00023595773,-756.7969
1971-06-14,-101.78906,14.868011,0.03933841,-4.290558,0.00020377297,-670.6211
1971-06-15,-494.04688,22.62413,0.090222776,-4.5907593,0.0010611108,-1303.7188
1971-06-16,149.77344,-12.050186,0.06307247,-2.192871,-0.00021886805,-823.03906
1971-06-17,481.5,1.5981445,0.06310055,-4.1512146,3.2955853e-05,-523.15234
1971-06-18,277.91406,-5.736328,0.051445007,-2.7236633,-0.00023101694,-800.66406
1971-06-19,120.03906,4.8385925,0.037353516,-3.9282532,-0.00020249102,-124.86719
1971-06-20,-89.71094,-19.022507,0.02395913,1.8366089,-0.00024483207,254.36328
1971-06-21,-168.40625,-28.256546,0.0128518045,2.2285461,-0.00023664108,170.36719
1971-06-22,-190.03906,-25.46312,0.007648945,2.0180054,-0.00022227292,240.66016
1971-06-23,-279.9922,-19.226212,-0.0047937334,2.6461792,-0.00023683203,214.0
1971-06-24,-365.85156,61.33017,0.06290001,-1.5132751,0.00089362584,-285.73047
1971-06-25,-387.0703,21.600876,0.06281638,-0.70529175,0.00021372458,-361.64062
1971-06-26,-374.39062,25.518158,0.080355525,0.044555664,0.00040564092,-439.35156
1971-06-27,-384.96094,6.2431946,0.074117094,0.76971436,0.00013736561,-473.0547
1971-06-28,-177.39844,-7.371338,0.059645504,-1.2589111,-0.00012721578,-309.46094
1971-06-29,-225.91406,-16.450027,0.04187897,-0.5907898,-0.00023331244,-582.51953
1971-06-30,-367.4922,13.511993,0.028779775,-3.6355896,-0.00018741687,-1227.543
1971-07-01,-89.78125,-27.572174,0.019043505,-1.6714478,-0.00022738492,-842.10156
1971-07-02,67.546875,-26.406754,0.005934298,-1.4796448,-0.00023033396,-492.66797
1971-07-03,-126.53906,-23.2229,-0.0044590235,-0.6970215,-0.00023739302,-190.59766
1971-07-04,-318.08594,-25.017288,-0.015392244,0.25338745,-0.0002351044,-162.01562
1971-07-05,-229.47656,20.055786,-0.00654757,0.85388184,5.9333106e-05,-161.1836
1971-07-06,378.1797,13.536316,0.034745604,1.1316223,0.00014967572,188.54688
1971-07-07,842.8281,-20.138016,0.041432828,1.8301392,-0.00021662017,783.4375
1971-07-08,699.0625,-26.18814,0.016532004,2.7818604,-0.0002123633,1112.0156
1971-07-09,479.9922,-20.797028,0.0026079416,2.8827515,-0.00021282984,980.0469
1971-07-10,455.92188,-15.679291,-0.008720934,3.0542297,-0.00017811738,945.98047
1971-07-11,563.3203,21.109818,-0.013618737,3.8032837,-0.0001992989,964.4961
1971-07-12,499.5703,5.1417847,-0.019341975,3.2166138,-0.000117935735,751.0664
1971-07-13,209.74219,28.92134,-0.024161905,1.8715515,-0.00016323135,346.96484
1971-07-14,331.14844,-1.8566589,-0.028304726,1.4008484,-7.7966506e-05,303.42578
1971-07-15,119.66406,-29.345016,-0.022046179,2.1078796,-0.0001964647,327.3672
1971-07-16,0.03125,1.4290009,-0.008405834,1.5909729,-6.801261e-05,209.85156
1971-07-17,-191.52344,47.10132,0.047874242,-0.5397339,0.0005083521,-139.44531
1971-07-18,-698.2969,36.82759,0.09806147,-0.46850586,0.00097141904,-713.70703
1971-07-19,-610.78125,17.133835,0.08012885,-0.84506226,0.00028026407,-834.6328
1971-07-20,-137.0,13.85791,0.09410924,-2.7832336,2.6800524e-05,-1007.8125
1971-07-21,75.42969,-8.860687,0.070286274,-2.5049438,-0.00015719212,-700.4531
1971-07-22,6.9609375,14.011734,0.06803623,-2.5377502,-9.825187e-05,-814.4453
1971-07-23,-122.14844,19.204834,0.06015697,-2.1358032,-0.00012373016,-704.9219
1971-07-24,-167.41406,2.8849182,0.05910939,-0.057891846,-9.4524694e-05,-536.59766
1971-07-25,296.32812,-11.848175,0.040973485,0.443573,-0.00018790683,315.92188
1971-07-26,595.4531,-12.75444,0.022155255,2.44516,-0.00019180025,774.1797
1971-07-27,552.5156,-23.839005,0.011948973,2.7089233,-0.00018366682,769.6719
1971-07-28,190.44531,-8.744202,0.0023788512,2.0065613,-0.00013157455,382.96875
1971-07-29,106.34375,-34.703995,-0.0048364103,3.2601624,-0.00019106026,370.19922
