,msl,olr,sm1,t2m,tp,z500
1950-03-09,-341.6172,-36.94026,0.025433391,6.2487793,-9.8708915e-05,1253.8945
1950-03-10,-645.2031,-31.819412,0.021230131,1.418396,-9.618363e-05,30.167969
1950-03-11,-316.14062,-25.68605,0.013672799,0.54122925,-0.00010407297,-92.00781
1950-03-12,-844.4375,-28.245758,0.012688011,0.3536377,-0.00010534565,-288.1289
1950-03-13,-598.9297,-23.815704,0.0093688965,0.054229736,-0.00010831089,-538.35156
1950-03-14,77.921875,-25.25064,0.009291053,-0.26239014,-0.00011416669,119.0
1950-03-15,539.9375,-7.965042,0.0070792437,0.7123718,-0.0001200964,708.6953
1950-03-16,666.4453,23.585907,0.005889356,1.1822815,-0.000114059396,847.64844
1950-03-17,823.03906,5.3683014,0.006067872,2.114441,-0.0001242419,1213.4453
1950-03-18,878.0078,-11.086807,0.004189521,2.7351074,-0.00011296094,1242.6445
1950-03-19,381.6875,6.8013916,0.014260024,2.180481,-2.4627581e-05,546.0547
1950-03-20,233.52344,-12.531113,0.01528427,1.1044922,-0.00011054238,421.41406
1950-03-21,-137.82812,42.42363,0.03612122,0.5027466,0.00020392412,-165.5625
1950-03-22,285.14844,-7.983246,0.04285112,2.086914,-9.256968e-05,243.77734
1950-03-23,902.60156,-23.445557,0.02455017,2.4388428,-0.00015114289,1064.0547
1950-03-24,818.2031,-11.385361,0.016549796,2.9823914,-0.0001545661,1183.9023
1950-03-25,189.58594,-32.77098,0.009272546,3.15036,-0.00016042992,659.4922
1950-03-26,222.32812,-12.260437,0.0032846332,-0.28799438,-6.155346e-05,-115.00391
1950-03-27,664.0781,-4.605377,0.033891886,-0.48080444,2.4959809e-05,-10.53125
1950-03-28,513.84375,-21.647888,0.016197115,0.07324219,-0.00017600578,291.73047
1950-03-29,-261.70312,-15.143768,0.008199692,0.17861938,-0.00017506508,-235.0625
1950-03-30,-896.8828,14.130463,0.011765778,-0.34429932,-0.00016492046,-726.9922
1950-03-31,-374.6953,-11.348801,0.0058660507,1.024231,-0.00018235561,-184.6211
1950-04-01,-223.28125,-26.313538,-0.00019207597,1.0888977,-0.00018652104,-90.390625
1950-04-02,-1153.8516,8.119446,0.016487718,-0.18954468,0.00033610486,-854.84375
1950-04-03,-2024.4766,41.971558,0.06947836,-2.2381592,0.00053554133,-2037.125
1950-04-04,-1209.8438,-25.526337,0.041403234,-1.1864014,-0.00020300392,-1300.0469
1950-04-05,-369.4375,-19.237564,0.028963268,-0.3824768,-0.00020800147,-603.58203
1950-04-06,118.375,-23.73619,0.020462692,0.26046753,-0.00020931575,46.476562
1950-04-07,686.53125,-26.369537,0.013082653,0.8808594,-0.00021276885,848.0117
1950-04-08,752.2422,-29.38861,0.008304596,2.2586365,-0.00021060352,1399.1406
1950-04-09,100.5625,-30.088379,0.0043728054,2.7434387,-0.00019735006,1110.7852
1950-04-10,-594.52344,-26.749985,0.001722455,1.1288147,-0.0001974721,280.8672
1950-04-11,-853.16406,-20.533096,-0.004300326,-0.18841553,-0.00020720219,-337.03125
1950-04-12,-764.91406,10.82045,0.014472216,-1.4697266,0.0005847343,-461.38672
1950-04-13,-993.8906,4.0274963,0.07428256,-0.78009033,0.0006183699,-734.6992
1950-04-14,-1019.10156,17.636673,0.07390314,-2.294342,0.0013090976,-947.83984
1950-04-15,-997.6953,17.198486,0.07460934,-2.6966858,0.00064714113,-1306.3359
1950-04-16,-549.35156,45.477127,0.06616077,-2.2905579,0.00030174223,-1177.6875
1950-04-17,-176.4375,-15.339066,0.041134715,-1.7305603,-0.00014250728,-875.8008
1950-04-18,-420.6328,46.515396,0.06420097,-5.030884,0.0013304229,-1155.1992
1950-04-19,-664.1875,47.376328,0.069985,-4.8688354,0.00090378197,-1077.6367
1950-04-20,-414.35156,28.007355,0.07077262,-2.8512878,0.0004941444,-467.5664
1950-04-21,-341.03125,52.91896,0.0658412,-1.8002319,0.00022138996,-57.14453
1950-04-22,-177.42188,-3.283081,0.06682256,-0.92578125,-7.2375566e-05,-336.40625
1950-04-23,-883.8047,27.208939,0.052415192,-2.5941467,-0.000111318885,-815.89844
1950-04-24,-1266.9297,15.592072,0.0575324,-2.5413818,0.0004688637,-1513.3203
1950-04-25,-1224.5703,-5.8855896,0.04978493,-6.274536,-0.00020620403,-2339.1328
1950-04-26,-164.50781,-6.509018,0.035145074,-6.326294,-5.9068625e-05,-1423.8711
1950-04-27,61.34375,-19.084366,0.03397879,-4.687958,-0.00023387256,-1097.207
1950-04-28,456.9453,-27.575668,0.020443797,-2.6300354,-0.00023584758,-400.625
1950-04-29,782.8203,-22.340149,0.011394173,-1.1755981,-0.00023880813,638.1992
1950-04-30,1038.3828,-30.806168,0.00072291493,0.9099121,-0.00023871289,1046.6641
1950-05-01,1008.53125,-33.367676,-0.008659691,1.9431458,-0.00022597802,1139.1211
1950-05-02,586.25,-34.252487,-0.014666021,2.5913086,-0.00021750615,927.4219
1950-05-03,71.24219,-6.713684,0.0071813166,1.1502686,0.00013452269,228.0625
1950-05-04,-138.8125,11.377853,0.016137749,-0.7447815,-1.615836e-05,-356.33203
1950-05-05,-7.0859375,-29.480698,-0.0012596846,-0.12225342,-0.00022737436,-263.03125
1950-05-06,134.14844,-24.539932,-0.01109463,-0.28100586,-0.00022529063,-8.5546875
1950-05-07,-1.3359375,-2.9412231,-0.0058976114,-1.1659546,-9.376883e-05,-241.1836
1950-05-08,-27.960938,-18.497421,0.0015503466,-0.29244995,-0.00019027299,-125.828125
1950-05-09,17.804688,-9.152512,-0.013424933,1.554596,-0.00025009486,297.8203
1950-05-10,79.72656,7.826828,-0.011938214,0.27874756,-0.000111857415,260.0664
1950-05-11,265.8828,7.524658,0.019165158,-0.36480713,0.00021662633,178.20312
1950-05-12,381.25,-25.44458,0.025647491,1.5656128,-0.00020924404,444.4414
1950-05-13,80.609375,-31.169724,0.0037581623,2.147461,-0.00023541761,379.6914
1950-05-14,-44.1875,-10.6306305,0.005466938,-0.27435303,-5.5763798e-05,-125.28125
1950-05-15,-205.03906,-24.100204,0.0017166734,0.34762573,-7.378931e-05,-168.64844
1950-05-16,-359.5078,-3.238678,0.021700919,-0.38009644,-2.8592971e-05,-272.1914
1950-05-17,-361.47656,6.6173553,0.033105433,-1.4199829,1.1364245e-05,-353.14844
1950-05-18,-558.2969,32.934006,0.078380436,-0.85757446,0.0018858812,-479.77734
1950-05-19,-130.15625,0.48132324,0.06414303,0.98117065,0.0003498213,-50.9375
1950-05-20,583.16406,-2.7318268,0.037810683,2.8623352,-0.00020665117,1023.78125
1950-05-21,621.8281,-28.291016,0.022784412,4.4951477,-0.00022189926,1475.4414
1950-05-22,481.66406,-7.8365784,0.012886763,3.552948,-0.0001735242,1173.4883
1950-05-23,283.16406,-39.369644,0.0039553344,4.0529785,-0.00019862024,849.39844
1950-05-24,366.82812,-20.05104,0.0049675107,2.7955627,-0.00012006552,630.60156
1950-05-25,337.60938,-27.406708,0.0005083084,3.2127686,-9.4086034e-05,844.8828
1950-05-26,-103.24219,-2.4793549,0.064187735,-0.57962036,0.0013572242,-69.85156
1950-05-27,79.21094,5.5532074,0.074578375,-1.3771667,0.00041590468,-490.53906
1950-05-28,260.6328,-19.827576,0.050548255,-1.2409363,-0.00022024981,-237.0664
1950-05-29,1068.6094,-41.407394,0.030404538,-0.24105835,-0.00023792076,965.9844
1950-05-30,884.6328,-15.642685,0.017578244,1.2998962,-0.00023706198,1098.6016
1950-05-31,526.5,-1.9528656,0.0077809393,1.5722046,-0.00023835852,784.04297
1950-06-01,348.6172,2.3524475,0.008374572,1.5149841,-0.00017620948,398.28906
1950-06-02,494.6875,-19.26123,0.010405958,1.093689,-0.00015323694,635.21094
1950-06-03,680.2344,-9.650299,0.018520415,1.8754578,2.4575493e-05,843.76953
1950-06-04,936.72656,-13.695618,0.036676854,1.8924255,3.9477454e-06,1022.14453
1950-06-05,1079.1016,-14.409988,0.037474573,1.8960266,-0.00020299069,1056.6289
1950-06-06,977.1328,-26.09201,0.017125785,2.6195068,-0.00022062288,1029.6289
1950-06-07,765.9844,-16.439453,0.0049149096,2.58432,-0.00021577302,1004.48047
1950-06-08,266.3125,-38.498764,-0.0057641864,5.0214233,-0.00023470548,797.97266
1950-06-09,-194.89844,-21.824387,-0.016240746,4.0565796,-0.00020211368,489.17188
1950-06-10,70.17969,-31.63475,-0.024766982,4.181488,-0.00022911649,688.0039
1950-06-11,442.67188,-20.145905,-0.03609845,4.367462,-0.00022723718,1085.0781
1950-06-12,447.90625,19.788864,-0.02031532,2.2674255,8.172254e-06,905.2031
1950-06-13,174.25781,12.339401,0.020265192,1.3291016,0.00018393736,457.17578
1950-06-14,-143.26562,14.9095,0.04848817,0.061431885,4.6195055e-05,142.14453
1950-06-15,170.49219,-15.726212,0.030237168,-0.0519104,-9.277837e-05,309.10938
1950-06-16,71.234375,-1.9185028,0.040341824,-0.87008667,-8.516149e-05,165.61719
1950-06-17,-190.71094,25.145401,0.06754097,-2.131073,0.0006877109,-261.65234
1950-06-18,-134.39062,11.055191,0.074919224,0.29135132,0.00016078193,-239.46094
1950-06-19,375.29688,-19.26239,0.050191402,1.4028625,-0.00021936915,354.9453
1950-06-20,258.2578,-34.525864,0.03398007,1.9031982,-0.00024205573,502.125
1950-06-21,-155.95312,21.169281,0.04197374,-0.80630493,0.00045444837,-28.664062
1950-06-22,-268.41406,-27.218704,0.064346015,0.48669434,-0.00020983037,-355.3164
1950-06-23,-27.414062,-16.89064,0.056964666,0.06643677,-6.458003e-05,-70.01953
1950-06-24,37.015625,-26.939072,0.03619197,1.5119324,-0.00023945743,188.19531
1950-06-25,277.25,-11.022217,0.02690342,0.34817505,-0.00018696532,76.5
1950-06-26,284.4375,-5.136917,0.016635925,1.3132324,-0.00022566319,144.14453
1950-06-27,592.3203,-27.245453,0.0010719001,1.8568115,-0.00022953837,912.70703
1950-06-28,582.60156,-23.568588,-0.009021997,2.9180908,-0.00023263087,1322.1641
1950-06-29,466.4922,-43.81279,-0.020171314,5.035431,-0.00023334984,1470.3164
1950-06-30,396.9297,-37.96846,-0.032399803,6.9945374,-0.00022895665,1490.7812
1950-07-01,294.96875,-7.6810913,-0.033825457,5.7380676,-0.0001988894,1259.0938
1950-07-02,155.85938,-2.62323,-0.027644455,3.8456726,-0.00020075461,867.4531
1950-07-03,135.13281,-24.924225,-0.03601393,4.6883545,-0.00023955066,877.8008
1950-07-04,161.72656,-38.970627,-0.05264926,6.9786377,-0.00023964094,1209.0781
1950-07-05,-46.882812,-11.69902,-0.06536238,5.6637573,-0.00022603312,819.46484
1950-07-06,-408.8203,-19.594986,-0.07427265,3.7924805,-0.00022522431,22.65625
1950-07-07,-358.5703,-22.395065,-0.08360113,2.9770203,-0.00022031806,10.1484375
1950-07-08,110.734375,-42.41339,-0.095287964,3.2649841,-0.00021831229,506.78516
1950-07-09,411.3203,-40.119324,-0.10491918,3.124176,-0.00022056291,950.84375
1950-07-10,-92.09375,-1.4471588,-0.08368938,1.7111816,-0.00015420132,217.47266
1950-07-11,-311.5078,-34.693634,-0.031594634,1.3749695,-0.00021122891,-179.92578
1950-07-12,-249.92188,-32.90085,-0.053436488,1.9888916,-0.00020439413,33.3125
1950-07-13,-30.851562,-26.329742,-0.07047391,3.1727295,-0.00019876736,299.38672
1950-07-14,-140.54688,26.601501,-0.053925887,1.0418091,0.00027924473,83.94922
1950-07-15,-376.97656,-31.486435,-0.0069545805,1.0424194,-0.00019021056,-405.3711
1950-07-16,-271.0,-30.835266,-0.033314288,1.0397949,-0.0002001898,105.37891
1950-07-17,-75.21094,-15.159256,-0.05419974,2.9882507,-0.0001944571,296.85156
1950-07-18,422.41406,-20.481583,-0.06810765,4.5484924,-0.0001789684,726.89844
1950-07-19,599.7656,-6.6735077,-0.075025275,3.3984375,-0.00016642355,889.9922
1950-07-20,359.47656,1.1599274,-0.050327227,2.5050354,3.84929e-05,513.125
1950-07-21,94.46094,-27.343567,-0.053501844,4.1072693,-0.00018042605,473.27734
1950-07-22,-33.507812,-7.154602,-0.058191195,3.7216797,-0.00012851908,363.8125
1950-07-23,-372.66406,-5.61467,-0.061140046,2.9370728,-0.0001784501,194.82422
1950-07-24,-357.7578,-41.398163,-0.074468136,3.879547,-0.0001886773,350.19922
1950-07-25,163.29688,-30.372955,-0.08775188,2.091278,-0.0001911424,632.59766
1950-07-26,67.546875,-3.9198914,-0.08092907,2.9361267,-0.00013969695,415.6953
1950-07-27,-116.97656,-24.27806,-0.054934785,3.1858826,-0.00017491193,271.6797
1950-07-28,-8.203125,-5.1654816,-0.07259157,2.8501282,-0.00016747169,335.7422
1950-07-29,-339.29688,-0.33792114,-0.08686201,2.9949646,-0.00015813397,-73.22656
1950-07-30,-76.09375,-23.83934,-0.09795399,0.4864807,-0.00019093676,-193.25
1950-07-31,-190.07812,-4.7106323,-0.107124776,1.9603271,-0.00018425794,-198.26562
1950-08-01,-169.65625,11.076538,-0.099194154,2.132965,2.7000686e-05,-50.234375
1950-08-02,-507.40625,57.607697,0.0834243,-2.0060425,0.0025391772,-472.26562
1950-08-03,-802.53906,-20.262589,0.067738354,-3.0708313,-0.00017749416,-1533.7227
1950-08-04,-486.76562,-21.029495,0.041345686,-4.67157,-0.0001859164,-1354.1836
1950-08-05,-389.7422,-32.724518,0.022177964,-1.6350403,-0.00019302638,-494.72656
1950-08-06,-225.79688,-26.700272,0.0058041513,-0.35437012,-0.00019879066,-102.30469
1950-08-07,-590.02344,-1.8433838,-0.0036740303,0.85461426,-4.4562315e-05,-486.19922
1950-08-08,-519.2578,-1.1373291,-0.0054018795,0.5492859,-0.000120113094,-487.0664
1950-08-09,-177.75,-23.106903,-0.01106739,1.5942383,-0.00019704945,61.765625
1950-08-10,20.046875,-10.9483795,-0.02015102,2.975769,-0.00015617142,327.45312
1950-08-11,263.5,21.15863,0.013374984,1.1559753,0.00029217557,344.25
1950-08-12,262.21094,57.89177,0.07040718,0.41522217,0.00024500582,113.59375
1950-08-13,16.039062,3.9057617,0.043863118,0.23742676,-7.294062e-05,-158.17969
1950-08-14,-16.25,20.622269,0.044809222,-0.29022217,-2.2674023e-05,-211.38281
1950-08-15,-42.007812,2.7096863,0.0411458,-0.39401245,7.662151e-06,-320.07812
1950-08-16,-374.67188,1.9928436,0.034432262,0.18511963,-0.00016962693,-474.08594
1950-08-17,-673.3672,53.764526,0.06359509,-1.4237366,0.0013067254,-811.7539
1950-08-18,-667.0469,4.245117,0.09532985,-2.0699768,0.00042631227,-931.97266
1950-08-19,40.523438,-14.236603,0.06662777,-1.1891785,-0.00014764356,-414.54297
1950-08-20,559.4922,-32.09198,0.04112658,0.14324951,-0.0002345204,520.09766
1950-08-21,763.3125,-34.636154,0.022124648,2.1028442,-0.00023060777,1059.6523
1950-08-22,703.6719,-14.365814,0.011178374,3.247223,-0.00023862792,1067.8203
1950-08-23,459.9922,-26.321808,-0.0036519766,4.3635864,-0.00023776382,1017.25
1950-08-24,182.13281,-22.895416,-0.017055184,3.6817322,-0.00023604036,788.1953
1950-08-25,135.29688,-1.7298737,-0.028256893,3.2934875,-0.0002355368,590.52344
1950-08-26,63.679688,-22.965164,-0.034455925,3.4196167,-0.0002346481,452.79688
1950-08-27,-60.84375,-28.740097,-0.037810087,2.8541565,-0.00023446896,425.4414
1950-08-28,-147.72656,-34.58194,-0.045409232,2.7138977,-0.00023454805,371.42188
1950-08-29,-35.296875,-29.771713,-0.052574635,1.8616333,-0.0002381547,256.82812
1950-08-30,260.09375,-27.144257,-0.057025254,2.1528625,-0.00024576546,580.5039
1950-08-31,-364.03906,1.1291504,-0.066383034,1.3239441,-0.00014739163,-91.53516
1950-09-01,-1077.4375,43.505722,0.02192375,-2.4532776,0.000324312,-1400.8438
1950-09-02,-782.0,6.5127563,0.022703916,0.040496826,-0.00017492523,-832.41406
1950-09-03,-226.10156,28.377579,-0.006704867,-0.3902588,-0.00024011714,-571.4258
1950-09-04,-97.69531,0.9881439,-0.027962118,-0.72195435,-0.00024028461,-407.8086
1950-09-05,137.14844,-18.501328,-0.043442428,0.9378662,-0.00023980274,320.73828
1950-09-06,117.84375,26.289139,-0.04244396,0.80685425,-0.0001617595,161.11719
1950-09-07,122.16406,-16.265594,-0.048855066,0.8400574,-0.00024724484,574.64453
1950-09-08,133.10938,-9.110794,-0.05732584,0.89959717,-0.00025024897,684.8594
1950-09-09,120.53906,-31.920197,-0.065161616,1.9774475,-0.0002540739,855.6914
1950-09-10,181.73438,-35.976913,-0.07401645,4.040985,-0.00025822088,1155.3242
1950-09-11,188.38281,-24.308533,-0.08272377,5.386017,-0.00026766324,1106.8008
1950-09-12,52.898438,-23.007172,-0.09136437,5.8923035,-0.00025445523,937.8867
1950-09-13,221.96875,-26.977127,-0.08808382,3.776245,-0.0001256428,944.2344
1950-09-14,-85.890625,-8.402634,-0.047782987,4.522827,-0.0001097255,491.02344
1950-09-15,-653.75,3.5873413,0.004509479,2.44339,0.0009525966,-183.97266
1950-09-16,-632.6797,1.5032959,0.044179082,-2.6364746,-0.00012294544,-1221.9766
1950-09-17,-130.19531,-5.6979065,0.014071584,-2.253418,-0.00026497748,8.65625
1950-09-18,20.8125,-12.052444,-0.00071153045,0.48394775,-0.00026690334,12.125
1950-09-19,-345.97656,17.69249,-0.007017821,0.5875244,-0.00017087243,-479.58594
1950-09-20,-780.8906,6.4868317,0.041606277,0.6187744,0.00020235125,-843.10547
1950-09-21,-800.6172,5.9974976,0.06661624,-1.6742249,0.000914416,-1354.9219
1950-09-22,281.84375,-24.825592,0.03760144,-2.0674438,-0.0002785487,-739.16016
1950-09-23,659.60156,-11.457443,0.019247442,-0.8798523,-0.00027845785,-76.91016
1950-09-24,476.9453,-9.200577,0.0057400465,-0.5880432,-0.00027602323,326.1328
1950-09-25,56.804688,-2.8838959,-0.0011460185,0.42126465,-0.00025576493,-21.984375
1950-09-26,-306.5625,19.955933,0.0206033,-0.94607544,5.817777e-05,-600.1719
1950-09-27,130.53906,-9.140472,0.036697447,0.8369446,-7.874619e-05,-293.7578
1950-09-28,536.9219,-19.252869,0.019768387,-0.4661255,-0.0001763897,28.425781
1950-09-29,31.867188,-31.710693,0.007000059,0.7311096,-0.00027314486,208.63281
1950-09-30,-170.82031,-13.672714,-0.0033575594,-0.22033691,-0.00023819071,73.59766
1950-10-01,-478.1328,-0.11477661,0.017124355,0.83651733,-7.644882e-05,-413.92578
1950-10-02,131.39062,-20.007935,0.00027179718,0.88357544,-0.00027909616,-32.94922
1950-10-03,372.45312,-17.595291,-0.014502108,1.6088867,-0.00028370318,268.71875
1950-10-04,1026.0859,0.76963806,-0.01884085,-0.36242676,-0.00027705022,808.7617
1950-10-05,854.0547,-20.74002,-0.025449455,0.8826904,-0.0002788456,1038.1172
1950-10-06,695.125,-37.525406,-0.03108713,1.3333435,-0.00028135517,1115.8438
1950-10-07,436.1172,-41.161987,-0.03810054,2.9435425,-0.00027587204,891.97266
1950-10-08,65.91406,-20.98819,-0.04509905,3.033905,-0.00027093373,491.33984
1950-10-09,122.09375,13.293579,-0.047112882,2.518341,-0.00026184382,468.45312
1950-10-10,320.21875,25.757828,-0.052998155,3.1997986,-0.0002587184,560.91016
1950-10-11,608.03906,-10.18222,-0.05386278,3.710968,-0.00024580956,1001.5078
1950-10-12,924.14844,-26.05191,-0.057358295,2.3223572,-0.00024347489,1307.4961
1950-10-13,813.46875,-18.69159,-0.05470586,0.83187866,-0.00020469163,1089.5664
1950-10-14,296.89844,-23.742065,-0.047733665,2.1046448,-0.00023873872,698.2383
1950-10-15,401.92188,-15.3272705,-0.049078166,1.7720947,-0.00023219439,447.6211
1950-10-16,597.0156,13.580048,-0.050344527,3.0539856,-0.00023207876,643.7422
1950-10-17,517.0703,-11.047226,-0.053171366,3.448639,-0.00022912335,765.39453
1950-10-18,143.84375,0.584198,-0.05746883,4.488098,-0.00022136963,1159.0195
1950-10-19,71.22656,-37.79721,-0.06284645,5.187134,-0.00021569896,1246.5273
1950-10-20,313.6328,-32.609467,-0.067135006,3.211029,-0.00021299688,1192.1406
1950-10-21,213.05469,-23.115082,-0.069809645,3.2518616,-0.00020537399,891.26953
1950-10-22,493.1328,-14.804016,-0.07059899,3.2079468,-0.0001783941,759.65625
1950-10-23,455.0625,3.0115051,-0.06107083,1.9956055,-0.00016274083,502.98438
1950-10-24,-142.82031,18.761703,-0.05907446,0.72283936,-0.00020951965,-15.300781
1950-10-25,-1464.8281,22.801514,-0.061000496,0.491333,-0.00020985905,-1107.7812
1950-10-26,-1697.375,-17.251053,-0.059735507,-2.2094116,-0.00020470898,-2193.4844
1950-10-27,-1077.2109,-16.637024,-0.06426388,-2.615387,-0.00019586748,-2318.3555
1950-10-28,-855.78906,13.559982,-0.06667727,-3.06958,-0.00017263509,-2476.8828
1950-10-29,-593.7031,7.0096893,-0.06561574,-4.682892,-0.00019253482,-2346.2578
1950-10-30,-647.3672,-14.58049,-0.06827021,-3.1958008,-0.00019816551,-1534.1523
1950-10-31,-145.28125,-21.45108,-0.07181314,-0.74975586,-0.00019942486,-195.7539
1950-11-01,-3.59375,-0.5820923,-0.07386282,0.23123169,-0.00019664541,-22.660156
1950-11-02,-323.5547,-13.042419,-0.07551512,0.90270996,-0.00019466567,-546.02734
1950-11-03,-1312.2969,30.436874,-0.025494844,-1.9541626,0.00028521367,-1714.9375
1950-11-04,-1737.375,-9.495651,-0.019489348,-3.460968,-0.00017435971,-2621.8867
1950-11-05,-1351.4766,6.426544,-0.033757567,-3.1869202,-0.00018642576,-2062.6445
1950-11-06,-942.9375,-2.1620026,-0.041278064,-4.6831055,-0.00018789021,-1814.9922
