,sstNorth_Atlantic_cluster1,sstNorth_Atlantic_cluster2,sstNorth_Atlantic_cluster3,sstNorth_Atlantic_cluster4,sstNorth_Atlantic_cluster5
1969-06-09,0.2321167,-0.99679565,-0.2588501,0.6167908,-1.3499451
1969-06-10,0.19506836,-1.061615,-0.16842651,0.6883545,-1.1964111
1969-06-11,0.1572876,-1.1272278,-0.075653076,0.73095703,-1.0187683
1969-06-12,0.09725952,-1.1938782,0.03164673,0.7364197,-0.8157654
1969-06-13,0.034179688,-1.2614136,0.0920105,0.68865967,-0.6683655
1969-06-14,0.0030212402,-1.3280945,0.07409668,0.60214233,-0.61883545
1969-06-15,0.00061035156,-1.3958435,0.025543213,0.5015259,-0.6226196
1969-06-16,0.027008057,-1.4838867,9.1552734e-05,0.41012573,-0.63827515
1969-06-17,0.07888794,-1.5691528,0.039520264,0.35128784,-0.6315613
1969-06-18,0.14526367,-1.6493225,0.13192749,0.34317017,-0.64608765
1969-06-19,0.21066284,-1.728241,0.22805786,0.37628174,-0.7103882
1969-06-20,0.26913452,-1.8028564,0.31347656,0.43945312,-0.77008057
1969-06-21,0.30877686,-1.8768616,0.37039185,0.5116577,-0.76812744
1969-06-22,0.32470703,-1.9500732,0.3826599,0.5782471,-0.66030884
1969-06-23,0.3003235,-2.021515,0.3453064,0.6138611,-0.47924805
1969-06-24,0.2454834,-2.0856323,0.27059937,0.61828613,-0.29916382
1969-06-25,0.17370605,-2.1463623,0.17440796,0.60717773,-0.134552
1969-06-26,0.103393555,-2.2036438,0.071624756,0.5985718,-0.001373291
1969-06-27,0.052368164,-2.25354,-0.016418457,0.60583496,0.0769043
1969-06-28,0.04638672,-2.2983704,-0.029846191,0.63150024,0.016448975
1969-06-29,0.081848145,-2.3374329,0.039215088,0.66015625,-0.17739868
1969-06-30,0.1298523,-2.3503113,0.11550903,0.6792908,-0.39520264
1969-07-01,0.15722656,-2.1585388,0.12420654,0.67404175,-0.52575684
1969-07-02,0.13705444,-2.1544495,0.0016479492,0.6357727,-0.46600342
1969-07-03,0.0675354,-2.1462402,-0.21322632,0.5654297,-0.23587036
1969-07-04,-0.019683838,-2.1310425,-0.42941284,0.4861145,0.0546875
1969-07-05,-0.10195923,-2.1115417,-0.6296692,0.41262817,0.35455322
1969-07-06,-0.1519165,-2.0864563,-0.7964783,0.36532593,0.6130371
1969-07-07,-0.15042114,-2.0549316,-0.911438,0.3598938,0.77749634
1969-07-08,-0.09005737,-2.0205688,-0.9301758,0.41262817,0.7810669
1969-07-09,0.005126953,-1.9822083,-0.8504944,0.5062561,0.6360779
1969-07-10,0.11135864,-1.9400635,-0.70480347,0.6036682,0.40905762
1969-07-11,0.20202637,-1.8961792,-0.5312805,0.6739197,0.1685791
1969-07-12,0.258667,-1.8500366,-0.36853027,0.6828003,-0.021606445
1969-07-13,0.24978638,-1.8001709,-0.26080322,0.6304016,-0.07751465
1969-07-14,0.1845398,-1.7472839,-0.21469116,0.5432434,-0.015289307
1969-07-15,0.09240723,-1.6949463,-0.21029663,0.43518066,0.08377075
1969-07-16,0.01159668,-1.6643372,-0.2341919,0.32147217,0.13827515
1969-07-17,-0.029144287,-1.695404,-0.2677002,0.21575928,0.07992554
1969-07-18,0.007507324,-1.6128235,-0.31289673,0.15704346,-0.026367188
1969-07-19,0.10031128,-1.5396729,-0.37435913,0.15454102,-0.10321045
1969-07-20,0.19683838,-1.4799805,-0.43804932,0.18399048,-0.19851685
1969-07-21,0.24319458,-1.4276428,-0.49795532,0.22201538,-0.3587036
1969-07-22,0.200531,-1.3790283,-0.5391846,0.24612427,-0.6222229
1969-07-23,0.08798218,-1.3344727,-0.57159424,0.25738525,-0.87179565
1969-07-24,-0.03933716,-1.2831421,-0.5912781,0.26519775,-1.0074768
1969-07-25,-0.17581177,-1.2385864,-0.5835571,0.26882935,-1.0900574
1969-07-26,-0.31158447,-1.210907,-0.5340271,0.26412964,-1.1842957
1969-07-27,-0.43902588,-1.1858215,-0.43093872,0.25024414,-1.333313
1969-07-28,-0.5038147,-1.1539917,-0.330719,0.22787476,-1.4306641
1969-07-29,-0.48361206,-1.0267944,-0.27108765,0.20202637,-1.4022827
1969-07-30,-0.41949463,-1.0238342,-0.21478271,0.17980957,-1.3394165
1969-07-31,-0.34710693,-1.0538635,-0.12597656,0.1675415,-1.3335266
1969-08-01,-0.30664062,-1.4419861,0.021606445,0.17037964,-1.4657288
1969-08-02,-0.31610107,-1.4546204,0.15551758,0.1968689,-1.6849976
1969-08-03,-0.35186768,-1.4680786,0.21426392,0.23864746,-1.8842163
1969-08-04,-0.3899231,-1.4753723,0.2420044,0.27844238,-2.054779
1969-08-05,-0.4041748,-1.4798279,0.27661133,0.29922485,-2.1848755
1969-08-06,-0.37353516,-1.4816284,0.355011,0.2843933,-2.2615051
1969-08-07,-0.32141113,-1.480835,0.4206848,0.23831177,-2.2419128
1969-08-08,-0.27618408,-1.4806519,0.42477417,0.18170166,-2.123352
1969-08-09,-0.22994995,-1.4772034,0.4072876,0.122924805,-1.9548035
1969-08-10,-0.16934204,-1.4708862,0.41067505,0.071746826,-1.7880554
1969-08-11,-0.089416504,-1.4632568,0.47210693,0.03427124,-1.6746521
1969-08-12,-0.040008545,-1.4570007,0.5583801,0.03237915,-1.6709595
1969-08-13,-0.043029785,-1.4522095,0.62176514,0.06591797,-1.7552185
1969-08-14,-0.062042236,-1.4481506,0.6725464,0.111816406,-1.8642578
1969-08-15,-0.057434082,-1.4510803,0.7224121,0.15164185,-1.9289246
1969-08-16,0.003479004,-1.5487976,0.7788086,0.16720581,-1.8943176
1969-08-17,0.09240723,-1.5778503,0.8423462,0.16671753,-1.796051
1969-08-18,0.15948486,-1.5778809,0.8887329,0.16622925,-1.6960449
1969-08-19,0.21105957,-1.5708923,0.8968811,0.15130615,-1.5780334
1969-08-20,0.24508667,-1.561615,0.84368896,0.110443115,-1.4273071
1969-08-21,0.2597351,-1.5540466,0.71417236,0.034454346,-1.2359314
1969-08-22,0.25286865,-1.5456238,0.5549011,-0.052215576,-1.1080322
1969-08-23,0.21987915,-1.5379944,0.41000366,-0.119506836,-1.0943909
1969-08-24,0.16763306,-1.5310669,0.27734375,-0.17095947,-1.1105042
1969-08-25,0.09829712,-1.5266724,0.15045166,-0.21020508,-1.0718689
1969-08-26,0.015716553,-1.522644,0.032409668,-0.23916626,-0.9085388
1969-08-27,-0.052642822,-1.5193176,-0.018859863,-0.23736572,-0.7016907
1969-08-28,-0.09140015,-1.5123596,0.020721436,-0.20019531,-0.55233765
1969-08-29,-0.106292725,-1.4995117,0.1026001,-0.14382935,-0.42855835
1969-08-30,-0.10501099,-1.4795532,0.17770386,-0.09118652,-0.30184937
1969-08-31,-0.087768555,-1.4427795,0.20043945,-0.060791016,-0.14993286
1969-09-01,-0.046661377,-1.3993225,0.174469,-0.06454468,-0.05380249
1969-09-02,0.015197754,-1.3341675,0.13195801,-0.09439087,-0.06427002
1969-09-03,0.078125,-1.2649841,0.08105469,-0.13275146,-0.12261963
1969-09-04,0.120025635,-1.1910706,0.02734375,-0.1595459,-0.1652832
1969-09-05,0.12219238,-1.1126099,-0.02420044,-0.16036987,-0.13690186
1969-09-06,0.07260132,-1.0353394,-0.062469482,-0.12863159,-0.050872803
1969-09-07,-0.0073242188,-0.9607849,-0.08203125,-0.083099365,0.035095215
1969-09-08,-0.08807373,-0.8904724,-0.080200195,-0.036834717,0.106781006
1969-09-09,-0.14099121,-0.8208313,-0.053771973,-0.0013122559,0.1529541
1969-09-10,-0.13748169,-0.7501831,-0.0011291504,0.012756348,0.1592102
1969-09-11,-0.07208252,-0.6777344,0.05770874,0.00592041,0.10336304
1969-09-12,0.030517578,-0.6074829,0.10534668,-0.013336182,-0.005554199
1969-09-13,0.14221191,-0.5392456,0.1503601,-0.047454834,-0.123168945
1969-09-14,0.23703003,-0.49209595,0.19802856,-0.095703125,-0.20773315
1969-09-15,0.28799438,-0.61654663,0.25268555,-0.15756226,-0.21932983
1969-09-16,0.28289795,-0.73321533,0.29345703,-0.21557617,-0.13885498
1969-09-17,0.23461914,-0.8821106,0.30126953,-0.25308228,-0.0048828125
1969-09-18,0.15774536,-0.9473877,0.28790283,-0.2725525,0.13464355
1969-09-19,0.0642395,-0.956604,0.2642517,-0.27722168,0.23464966
1969-09-20,-0.028533936,-0.8944397,0.24389648,-0.26504517,0.24987793
1969-09-21,-0.086364746,-0.76782227,0.2434082,-0.24584961,0.17285156
1969-09-22,-0.097351074,-0.6084595,0.2583313,-0.22207642,0.034851074
1969-09-23,-0.086883545,-0.4437561,0.26278687,-0.1864624,-0.12762451
1969-09-24,-0.07434082,-0.29940796,0.23406982,-0.13116455,-0.28527832
1969-09-25,-0.07788086,-0.20199585,0.15670776,-0.050476074,-0.4036255
1969-09-26,-0.08151245,-0.17269897,0.059143066,0.019134521,-0.43389893
1969-09-27,-0.0708313,-0.21032715,-0.01928711,0.053131104,-0.37991333
1969-09-28,-0.05883789,-0.29415894,-0.09060669,0.07382202,-0.29177856
1969-09-29,-0.063568115,-0.4081421,-0.16360474,0.09991455,-0.22009277
1969-09-30,-0.094573975,-0.5383301,-0.24139404,0.15100098,-0.20266724
1969-10-01,-0.12554932,-0.6906738,-0.29516602,0.20214844,-0.21609497
1969-10-02,-0.13916016,-0.75756836,-0.3026123,0.22616577,-0.2300415
1969-10-03,-0.1560669,-0.78967285,-0.2781372,0.23620605,-0.27313232
1969-10-04,-0.19830322,-0.79922485,-0.23800659,0.24334717,-0.3767395
1969-10-05,-0.28207397,-0.7915344,-0.19342041,0.26211548,-0.5635376
1969-10-06,-0.37060547,-0.7555847,-0.16461182,0.27713013,-0.7375183
1969-10-07,-0.42965698,-0.6892395,-0.15115356,0.27441406,-0.8374634
1969-10-08,-0.47027588,-0.6148071,-0.1348877,0.26638794,-0.9176636
1969-10-09,-0.50601196,-0.558197,-0.102386475,0.2651062,-1.0386047
1969-10-10,-0.5431824,-0.54489136,-0.041229248,0.27801514,-1.2449646
1969-10-11,-0.5782471,-0.5954895,0.013244629,0.306427,-1.4382629
1969-10-12,-0.5953369,-0.6871948,0.035949707,0.33874512,-1.5297546
1969-10-13,-0.5847473,-0.7825012,0.05545044,0.36636353,-1.5709534
1969-10-14,-0.5378113,-0.84576416,0.10079956,0.379364,-1.606842
1969-10-15,-0.44631958,-0.8413391,0.19696045,0.36740112,-1.6771545
1969-10-16,-0.32861328,-0.77111816,0.30541992,0.32720947,-1.7578125
1969-10-17,-0.21884155,-0.67648315,0.37963867,0.2715454,-1.7953796
1969-10-18,-0.1289978,-0.67266846,0.43545532,0.21777344,-1.7868652
1969-10-19,-0.07531738,-0.6355896,0.4888916,0.18371582,-1.7320251
1969-10-20,-0.07626343,-0.60198975,0.5525818,0.18371582,-1.6330566
1969-10-21,-0.15820312,-0.5695801,0.6086426,0.22735596,-1.5261841
1969-10-22,-0.30526733,-0.53738403,0.6340027,0.29501343,-1.4384155
1969-10-23,-0.45617676,-0.50720215,0.6271057,0.3701172,-1.35495
1969-10-24,-0.55267334,-0.47583008,0.58740234,0.43215942,-1.2601929
1969-10-25,-0.54107666,-0.44467163,0.5177002,0.46298218,-1.1454468
1969-10-26,-0.42565918,-0.41470337,0.43017578,0.4489441,-1.0769958
1969-10-27,-0.26306152,-0.38562012,0.34432983,0.39743042,-1.0884705
1969-10-28,-0.078186035,-0.3581543,0.2723999,0.33319092,-1.1228638
1969-10-29,0.10107422,-0.3294983,0.2227478,0.2774048,-1.1274109
1969-10-30,0.24490356,-0.29748535,0.2069397,0.25247192,-1.0541992
1969-10-31,0.29956055,-0.28933716,0.24295044,0.275177,-0.9272766
1969-11-01,0.25857544,-0.5293884,0.3199768,0.33114624,-0.81347656
1969-11-02,0.1578064,-0.50289917,0.41174316,0.39468384,-0.7182617
1969-11-03,0.04309082,-0.47906494,0.4958191,0.4407959,-0.6536255
1969-11-04,-0.048339844,-0.4567871,0.54486084,0.44735718,-0.63064575
1969-11-05,-0.085754395,-0.4359436,0.5607605,0.41400146,-0.670105
1969-11-06,-0.082733154,-0.41836548,0.5522461,0.36273193,-0.76474
1969-11-07,-0.058044434,-0.40112305,0.51556396,0.30249023,-0.8798523
1969-11-08,-0.039916992,-0.38232422,0.44625854,0.24136353,-0.9819946
1969-11-09,-0.04925537,-0.35733032,0.34521484,0.19213867,-1.0337524
1969-11-10,-0.081726074,-0.32766724,0.25576782,0.17596436,-1.011261
1969-11-11,-0.11450195,-0.29486084,0.20687866,0.19558716,-0.934021
1969-11-12,-0.14285278,-0.2614746,0.17230225,0.23098755,-0.8400879
1969-11-13,-0.15664673,-0.2241211,0.12704468,0.26757812,-0.764801
1969-11-14,-0.14865112,-0.18637085,0.05267334,0.2874756,-0.7406616
1969-11-15,-0.095214844,-0.15219116,-0.01260376,0.28048706,-0.7684021
1969-11-16,-0.009124756,-0.10205078,-0.028808594,0.25909424,-0.8246155
1969-11-17,0.06707764,0.112213135,-0.023132324,0.23712158,-0.90356445
1969-11-18,0.09136963,0.09906006,-0.022369385,0.22729492,-0.9988098
1969-11-19,0.023101807,0.08532715,-0.047180176,0.24227905,-1.1030884
1969-11-20,-0.12451172,0.07369995,-0.06576538,0.26748657,-1.1856384
1969-11-21,-0.29647827,0.058898926,-0.05291748,0.2887268,-1.2279358
1969-11-22,-0.46148682,0.018737793,-0.040252686,0.31732178,-1.2399597
1969-11-23,-0.5883484,-0.00390625,-0.056365967,0.36328125,-1.2284241
1969-11-24,-0.6446533,-0.029693604,-0.12991333,0.43481445,-1.2060242
1969-11-25,-0.5965576,-0.058441162,-0.21664429,0.5112915,-1.197937
1969-11-26,-0.46084595,-0.08984375,-0.2776184,0.5687866,-1.2053833
1969-11-27,-0.2902527,-0.124053955,-0.33255005,0.6045227,-1.1907349
1969-11-28,-0.13394165,-0.16012573,-0.40249634,0.6213684,-1.1212463
1969-11-29,-0.03918457,-0.19659424,-0.5028076,0.6105652,-0.9684143
1969-11-30,-0.04626465,-0.20080566,-0.59643555,0.57284546,-0.7843323
1969-12-01,-0.13223267,0.12261963,-0.6411438,0.5141907,-0.6329651
1969-12-02,-0.25125122,-0.064331055,-0.65219116,0.44674683,-0.50823975
1969-12-03,-0.35961914,-0.20587158,-0.64663696,0.386261,-0.40582275
1969-12-04,-0.41119385,-0.31988525,-0.6376343,0.34536743,-0.3251953
1969-12-05,-0.3819275,-0.4046631,-0.61203,0.35787964,-0.331604
1969-12-06,-0.29916382,-0.46017456,-0.560791,0.41622925,-0.4352417
1969-12-07,-0.19970703,-0.47540283,-0.50549316,0.4822998,-0.56777954
1969-12-08,-0.11883545,-0.46624756,-0.46603394,0.5124512,-0.65231323
1969-12-09,-0.08694458,-0.44778442,-0.45928955,0.47180176,-0.6246643
1969-12-10,-0.12194824,-0.42767334,-0.47665405,0.37039185,-0.5079651
1969-12-11,-0.19869995,-0.40841675,-0.50231934,0.25509644,-0.36587524
1969-12-12,-0.2886963,-0.38934326,-0.543396,0.13665771,-0.20663452
1969-12-13,-0.3630371,-0.37228394,-0.60458374,0.035583496,-0.036865234
1969-12-14,-0.39056396,-0.35705566,-0.6925659,-0.032562256,0.13070679
1969-12-15,-0.36502075,-0.34127808,-0.78707886,-0.04260254,0.23458862
1969-12-16,-0.3034973,-0.32073975,-0.85980225,0.002960205,0.25003052
1969-12-17,-0.21911621,-0.29736328,-0.9003906,0.088409424,0.19476318
1969-12-18,-0.13504028,-0.27508545,-0.90774536,0.17828369,0.13192749
1969-12-19,-0.060791016,-0.25360107,-0.8720093,0.25601196,0.08190918
1969-12-20,-0.0211792,-0.23306274,-0.81539917,0.29318237,0.05343628
1969-12-21,-0.0178833,-0.21359253,-0.74850464,0.29052734,0.032592773
1969-12-22,-0.03955078,-0.19534302,-0.6663208,0.26870728,0.014556885
1969-12-23,-0.0718689,-0.1786499,-0.5569153,0.24850464,-0.004272461
1969-12-24,-0.10284424,-0.16293335,-0.4139099,0.24890137,-0.027282715
1969-12-25,-0.13583374,-0.14782715,-0.28414917,0.26062012,-0.03729248
1969-12-26,-0.16769409,-0.13442993,-0.20553589,0.26937866,-0.027435303
1969-12-27,-0.19003296,-0.12194824,-0.16842651,0.2755432,-0.013305664
1969-12-28,-0.19006348,-0.11126709,-0.15872192,0.28274536,-0.009857178
1969-12-29,-0.15927124,-0.101989746,-0.16705322,0.29412842,-0.032470703
1969-12-30,-0.12295532,-0.093566895,-0.20843506,0.29086304,-0.07470703
1969-12-31,-0.09539795,-0.085754395,-0.28292847,0.26766968,-0.11804199
1970-01-01,-0.055725098,-0.08001709,-0.37005615,0.24734497,-0.15802002
1970-01-02,0.019226074,-0.07183838,-0.44570923,0.2501831,-0.18347168
1970-01-03,0.15197754,-0.063446045,-0.4845276,0.29599,-0.1822815
1970-01-04,0.2645874,-0.056121826,-0.49490356,0.36471558,-0.15258789
1970-01-05,0.3267517,-0.04949951,-0.4842224,0.42926025,-0.09637451
1970-01-06,0.36535645,-0.04385376,-0.4444275,0.48721313,-0.038360596
1970-01-07,0.405365,-0.038482666,-0.37036133,0.5373535,-0.006439209
1970-01-08,0.4699707,-0.033325195,-0.25286865,0.5786438,-0.021820068
1970-01-09,0.53564453,-0.028717041,-0.12567139,0.59747314,-0.07537842
1970-01-10,0.57055664,-0.023101807,-0.01977539,0.58566284,-0.14346313
1970-01-11,0.57528687,-0.018310547,0.052215576,0.55178833,-0.22195435
1970-01-12,0.5541992,-0.014465332,0.08718872,0.5022278,-0.31314087
1970-01-13,0.5091553,-0.010955811,0.076416016,0.44247437,-0.408844
1970-01-14,0.45111084,-0.008483887,0.02319336,0.39224243,-0.47695923
1970-01-15,0.38861084,-0.00579834,-0.06188965,0.35842896,-0.4960327
1970-01-16,0.32788086,-0.0033874512,-0.17538452,0.32925415,-0.4762268
1970-01-17,0.2821045,-0.0025024414,-0.30496216,0.31289673,-0.46627808
1970-01-18,0.2592163,-0.0024108887,-0.44580078,0.2982788,-0.47128296
1970-01-19,0.25942993,-0.002960205,-0.5426636,0.2986145,-0.4736023
1970-01-20,0.2816162,-0.0028076172,-0.5706787,0.31915283,-0.4600525
1970-01-21,0.32702637,-0.002166748,-0.5638733,0.34506226,-0.44848633
1970-01-22,0.39868164,-0.0032348633,-0.5543213,0.36444092,-0.46420288
1970-01-23,0.4942932,-0.003692627,-0.5708313,0.36306763,-0.523407
1970-01-24,0.57424927,-0.0038146973,-0.6026306,0.32803345,-0.5996399
1970-01-25,0.6147461,-0.0054626465,-0.6179199,0.27172852,-0.66278076
1970-01-26,0.6387329,-0.006286621,-0.6213074,0.22351074,-0.72247314
1970-01-27,0.6679077,-0.006866455,-0.6174927,0.21142578,-0.7880249
1970-01-28,0.7185364,-0.0069885254,-0.60891724,0.26223755,-0.86654663
1970-01-29,0.7743225,-0.0062561035,-0.5900879,0.36654663,-0.92089844
1970-01-30,0.8088684,-0.0062561035,-0.563324,0.4882202,-0.9275818
1970-01-31,0.82025146,-0.0063171387,-0.53637695,0.6057739,-0.91256714
1970-02-01,0.8044739,-0.006866455,-0.5171814,0.69641113,-0.9082947
1970-02-02,0.76364136,-0.0061950684,-0.5108032,0.7391052,-0.935791
1970-02-03,0.71606445,-0.006164551,-0.5123291,0.70977783,-0.98739624
1970-02-04,0.6767273,-0.006164551,-0.5159912,0.62023926,-1.0314941
1970-02-05,0.63272095,-0.0061950684,-0.5283203,0.5058594,-1.0690308
1970-02-06,0.5775757,-0.0061950684,-0.55963135,0.40115356,-1.0944519
1970-02-07,0.50375366,-0.006225586,-0.61242676,0.3418274,-1.1055908
1970-02-08,0.441864,-0.006225586,-0.6728821,0.36309814,-1.1268921
1970-02-09,0.4184265,-0.0061950684,-0.7189636,0.4423523,-1.1572876
1970-02-10,0.418396,-0.006134033,-0.75027466,0.53948975,-1.1593933
1970-02-11,0.42199707,-0.0061035156,-0.77111816,0.60736084,-1.0952148
1970-02-12,0.41778564,-0.0061035156,-0.78201294,0.6041565,-0.9372864
1970-02-13,0.41958618,-0.0063476562,-0.772583,0.5322571,-0.75634766
1970-02-14,0.44439697,-0.0069885254,-0.7367859,0.42965698,-0.62249756
1970-02-15,0.47180176,-0.007659912,-0.69210815,0.31811523,-0.50250244
1970-02-16,0.48391724,-0.008331299,-0.64779663,0.21722412,-0.36901855
1970-02-17,0.46270752,-0.008972168,-0.61486816,0.15109253,-0.19284058
1970-02-18,0.42630005,-0.0095825195,-0.60324097,0.14013672,-0.03704834
1970-02-19,0.39398193,-0.0101623535,-0.6109619,0.18087769,0.03543091
1970-02-20,0.35928345,-0.010650635,-0.62783813,0.25411987,0.040985107
1970-02-21,0.31549072,-0.010864258,-0.6467285,0.33917236,-0.006439209
1970-02-22,0.25549316,-0.009185791,-0.65908813,0.41448975,-0.08929443
1970-02-23,0.19628906,-0.009521484,-0.65838623,0.46505737,-0.17282104
1970-02-24,0.1552124,-0.00793457,-0.64889526,0.49316406,-0.25042725
1970-02-25,0.14480591,-0.0076293945,-0.6383972,0.49777222,-0.33877563
1970-02-26,0.16494751,-0.0066833496,-0.63409424,0.48043823,-0.46377563
1970-02-27,0.22149658,-0.0050354004,-0.6408386,0.44500732,-0.6387634
1970-02-28,0.28851318,-0.0058898926,-0.66845703,0.39630127,-0.82650757
1970-03-01,0.3557434,-0.0054016113,-0.6976929,0.34384155,-0.9642639
1970-03-02,0.4213562,-0.0061950684,-0.7294922,0.2925415,-1.0441589
1970-03-03,0.49691772,-0.0065307617,-0.7368469,0.2574768,-1.038269
1970-03-04,0.59365845,-0.006439209,-0.70703125,0.2480774,-0.93185425
1970-03-05,0.67663574,-0.0074157715,-0.64590454,0.2692566,-0.7595825
1970-03-06,0.72106934,-0.007293701,-0.5767822,0.31375122,-0.5633545
1970-03-07,0.7317505,-0.007873535,-0.5071106,0.37020874,-0.3595581
1970-03-08,0.71276855,-0.008666992,-0.44702148,0.4290161,-0.15353394
1970-03-09,0.6749573,-0.008758545,-0.4069519,0.47912598,0.03427124
1970-03-10,0.62661743,-0.008758545,-0.410614,0.5128479,0.13723755
1970-03-11,0.57598877,-0.008666992,-0.45898438,0.5282593,0.122680664
1970-03-12,0.52371216,-0.008117676,-0.51953125,0.52178955,0.035461426
1970-03-13,0.4628296,-0.008758545,-0.56365967,0.48880005,-0.07852173
1970-03-14,0.39453125,-0.008514404,-0.5609131,0.42797852,-0.17538452
1970-03-15,0.34591675,-0.007751465,-0.5024719,0.3633423,-0.21426392
1970-03-16,0.33425903,-0.0064086914,-0.41470337,0.31607056,-0.2112732
1970-03-17,0.34222412,-0.005706787,-0.3291626,0.27175903,-0.2013855
1970-03-18,0.35873413,-0.0056152344,-0.27929688,0.21600342,-0.22116089
1970-03-19,0.3715515,-0.004852295,-0.2925415,0.13851929,-0.30111694
1970-03-20,0.36721802,-0.0037231445,-0.36572266,0.07922363,-0.426239
1970-03-21,0.35812378,-0.00390625,-0.4692688,0.060028076,-0.54696655
1970-03-22,0.35546875,-0.003753662,-0.5859375,0.061187744,-0.64019775
1970-03-23,0.37783813,-0.0037231445,-0.7027283,0.06149292,-0.68032837
1970-03-24,0.43795776,-0.0036315918,-0.7982178,0.041107178,-0.6485901
1970-03-25,0.5214844,-0.0030822754,-0.8392029,0.01663208,-0.55874634
1970-03-26,0.59939575,-0.0036315918,-0.8187866,0.009613037,-0.4378357
1970-03-27,0.66018677,-0.0029907227,-0.7660217,0.006591797,-0.29623413
1970-03-28,0.6925659,-0.0029907227,-0.70751953,-0.005279541,-0.13943481
1970-03-29,0.68688965,-0.0029907227,-0.66897583,-0.03463745,0.022155762
1970-03-30,0.6405029,-0.0029296875,-0.6578064,-0.0725708,0.12918091
1970-03-31,0.5701294,-0.0028076172,-0.66171265,-0.10308838,0.15301514
1970-04-01,0.48516846,-0.0026550293,-0.6744995,-0.12478638,0.12826538
1970-04-02,0.39874268,-0.0021972656,-0.6958008,-0.1390686,0.08609009
1970-04-03,0.32363892,-0.0017700195,-0.7177429,-0.1449585,0.061553955
1970-04-04,0.29177856,-0.001373291,-0.7281189,-0.15316772,0.075805664
1970-04-05,0.30804443,-0.0014343262,-0.72647095,-0.16140747,0.105407715
1970-04-06,0.3475952,-0.00036621094,-0.7267761,-0.15594482,0.12219238
1970-04-07,0.3857422,-0.0008239746,-0.738678,-0.121032715,0.09326172
1970-04-08,0.4005432,-0.0008544922,-0.7795105,-0.046173096,-0.0040893555
1970-04-09,0.38500977,-0.0008239746,-0.85028076,0.04525757,-0.10397339
1970-04-10,0.35531616,-0.0002746582,-0.9369507,0.124176025,-0.16104126
1970-04-11,0.3234253,-0.00036621094,-1.0024109,0.18832397,-0.22009277
1970-04-12,0.3065796,-0.00012207031,-1.017456,0.23626709,-0.33047485
1970-04-13,0.3139038,-0.0004272461,-0.9543152,0.2685852,-0.52648926
1970-04-14,0.3588562,-0.0006713867,-0.82315063,0.2763672,-0.7305603
1970-04-15,0.42575073,-0.00088500977,-0.67437744,0.2555542,-0.8637085
1970-04-16,0.48449707,-0.001159668,-0.527771,0.20742798,-0.94351196
1970-04-17,0.51049805,-0.0025634766,-0.40475464,0.13360596,-0.99121094
1970-04-18,0.4798584,-0.0026550293,-0.32699585,0.038269043,-1.0229797
1970-04-19,0.3985901,-0.002166748,-0.32388306,-0.046020508,-1.0163879
1970-04-20,0.29699707,-0.0022888184,-0.39102173,-0.099609375,-0.9533386
1970-04-21,0.19186401,-0.0019226074,-0.5036011,-0.13452148,-0.8529358
1970-04-22,0.10284424,-0.0026245117,-0.6364136,-0.15957642,-0.73794556
1970-04-23,0.04171753,-0.0026550293,-0.7600403,-0.18551636,-0.6251831
1970-04-24,0.034606934,-0.002319336,-0.85220337,-0.19274902,-0.5253601
1970-04-25,0.07733154,-0.002746582,-0.9064026,-0.1722107,-0.45080566
1970-04-26,0.15234375,-0.0038757324,-0.91799927,-0.13790894,-0.4217224
1970-04-27,0.23669434,-0.004272461,-0.88739014,-0.106048584,-0.4569702
1970-04-28,0.31097412,-0.0049743652,-0.8143921,-0.093170166,-0.57369995
1970-04-29,0.3449707,-0.0061950684,-0.71847534,-0.10531616,-0.7513733
1970-04-30,0.3388977,-0.0067443848,-0.6209717,-0.1362915,-0.93807983
1970-05-01,0.31552124,-0.008850098,-0.52563477,-0.16842651,-1.1052551
1970-05-02,0.2996521,-0.010498047,-0.4357605,-0.18682861,-1.2235718
1970-05-03,0.30908203,-0.011962891,-0.35830688,-0.17822266,-1.2668762
1970-05-04,0.33270264,-0.013336182,-0.3328247,-0.13943481,-1.2166443
1970-05-05,0.34909058,-0.014923096,-0.37112427,-0.08425903,-1.0936279
1970-05-06,0.36669922,-0.01739502,-0.4378357,-0.029571533,-0.92129517
1970-05-07,0.39328003,-0.019317627,-0.4960327,0.008972168,-0.7288208
1970-05-08,0.43722534,-0.022155762,-0.5114441,0.015319824,-0.54315186
1970-05-09,0.49645996,-0.023590088,-0.48757935,-0.021026611,-0.43203735
1970-05-10,0.5548096,-0.025177002,-0.44924927,-0.08618164,-0.41638184
1970-05-11,0.58883667,-0.027862549,-0.40274048,-0.15475464,-0.45095825
1970-05-12,0.5786133,-0.030975342,-0.34783936,-0.20544434,-0.4900818
1970-05-13,0.5050049,-0.036132812,-0.2892456,-0.21786499,-0.4933777
1970-05-14,0.3876953,-0.04147339,-0.24255371,-0.18850708,-0.46835327
1970-05-15,0.26171875,-0.048553467,-0.21890259,-0.13583374,-0.44940186
1970-05-16,0.14355469,-0.057495117,-0.21643066,-0.06726074,-0.4352417
1970-05-17,0.039154053,-0.07168579,-0.23171997,0.008422852,-0.42617798
1970-05-18,-0.0362854,-0.086883545,-0.26132202,0.085998535,-0.42163086
1970-05-19,-0.03491211,-0.10546875,-0.28778076,0.12890625,-0.40734863
1970-05-20,0.045013428,-0.12606812,-0.30688477,0.131073,-0.38519287
