,t2mEurope_cluster1,t2mEurope_cluster2,t2mEurope_cluster3,t2mEurope_cluster4,t2mEurope_cluster5
1960-06-13,-0.35025024,0.3059082,-0.91348267,1.0925598,-1.610321
1960-06-14,-1.0281982,2.9938965,-1.6512451,4.1763916,-1.0021057
1960-06-15,-0.46170044,3.9888,-0.7785034,5.1873474,0.6687622
1960-06-16,0.9069214,2.320404,0.18310547,1.6749878,0.8906555
1960-06-17,0.9817505,-1.6504822,0.50823975,-1.3735657,0.8450928
1960-06-18,1.8500671,-0.7337036,0.11746216,-5.2173767,-0.59609985
1960-06-19,-0.038269043,0.25561523,-0.57333374,-1.9872742,-1.2776489
1960-06-20,-0.7146301,-0.4006958,-0.4232483,-0.886322,0.7655945
1960-06-21,-0.8789673,-3.439087,-1.3971558,-2.5445557,0.13497925
1960-06-22,1.2686462,-2.8385925,-1.4989014,-3.0803528,0.29940796
1960-06-23,2.437683,-0.71481323,-1.6203003,-4.7948,0.9220276
1960-06-24,-0.38546753,-1.5194092,-1.6457214,-5.386139,2.8717651
1960-06-25,-0.0005493164,-1.5902405,-1.5220032,-5.2872314,3.3712769
1960-06-26,0.77471924,0.26733398,-0.022979736,-2.4728394,1.5157471
1960-06-27,-1.7714233,2.3731995,0.5829773,0.48773193,1.6754761
1960-06-28,-2.3880615,-0.494812,1.3293457,1.4000854,-0.324646
1960-06-29,-3.1047058,-1.4251099,1.2486572,2.618927,-0.97320557
1960-06-30,-2.9161682,-1.0465393,1.4230347,3.7259521,-1.4169312
1960-07-01,-2.852478,-3.4429626,0.7691345,2.4589844,0.3046875
1960-07-02,-2.3363342,-5.112976,0.98287964,1.0188293,0.4128723
1960-07-03,-2.7355347,-4.5889893,1.5168762,-0.025970459,1.165863
1960-07-04,-0.520874,-3.1963806,1.326477,-0.22546387,0.17529297
1960-07-05,-0.1850586,-4.6156616,0.36172485,-1.253479,0.34033203
1960-07-06,-0.56329346,-4.3726807,-0.5064697,-0.100982666,1.2268982
1960-07-07,-0.6199341,-1.7584229,0.4336853,0.3373413,1.0904236
1960-07-08,-1.5369263,0.17227173,0.62142944,1.4751282,1.378479
1960-07-09,-1.1380615,2.4485168,0.159729,2.089325,0.487854
1960-07-10,-0.7791443,3.0856323,0.30203247,3.876068,2.3086853
1960-07-11,-0.8361511,2.0581665,-0.28527832,5.2564697,1.0219116
1960-07-12,-0.8659363,3.2853699,-0.1491394,5.608734,0.28475952
1960-07-13,-0.3753662,4.11026,-0.17218018,5.16745,0.6685486
1960-07-14,-0.33410645,3.1098633,-0.57562256,3.632965,0.8616638
1960-07-15,-1.1342163,2.7037659,-1.319519,3.1472778,1.0182495
1960-07-16,-1.2487183,2.7962646,-1.5227356,4.802826,1.3372803
1960-07-17,-0.61221313,1.4373474,-0.41983032,5.942993,2.3926392
1960-07-18,-0.68984985,3.0756836,0.3293457,6.53891,1.1954346
1960-07-19,-1.0449829,4.273834,0.3840027,5.1553955,0.17782593
1960-07-20,-1.7790222,6.1128235,0.9105835,1.6806641,0.8459778
1960-07-21,-1.8088684,7.0592346,0.6376953,-0.4396057,-0.30584717
1960-07-22,-2.6965637,6.3642883,0.19708252,-0.25335693,-1.072113
1960-07-23,-2.6306763,3.099701,0.14276123,-0.7135315,-1.3747864
1960-07-24,-1.366272,6.3511047,0.22363281,1.4028931,-3.3779602
1960-07-25,-0.607666,6.284851,-0.08798218,3.227417,-1.3008728
1960-07-26,-1.0308533,2.6362,-0.7885437,4.9294434,1.0309448
1960-07-27,-1.2715149,-1.0519104,-0.7082825,6.191803,1.901001
1960-07-28,-0.69091797,-1.723175,-0.3857727,7.4470215,4.4766846
1960-07-29,-0.30773926,-1.4689331,-0.053894043,6.199951,3.5013428
1960-07-30,-0.5910034,-0.022064209,-1.010437,4.433075,1.8612366
1960-07-31,-1.5941467,1.4615173,-1.3431091,3.9645996,1.5064697
1960-08-01,-1.5751648,4.543915,-0.8475647,3.2100525,3.54776
1960-08-02,-1.8883972,3.8413086,-0.7095947,2.6758728,1.2379761
1960-08-03,-1.1739502,3.8056335,-0.5751648,-4.5470276,-1.6570129
1960-08-04,-1.2449036,1.9672241,-0.06869507,-6.195343,-2.9118042
1960-08-05,-1.3646545,-1.8257446,0.32943726,-3.9991455,-0.36221313
1960-08-06,-1.4638672,-2.3225098,0.53414917,0.036895752,-0.15197754
1960-08-07,-1.5846558,-2.597229,0.60491943,1.7415771,-0.3647461
1960-08-08,-0.9043274,-4.11261,0.004486084,2.032837,0.6083679
1960-08-09,-1.6671448,-3.164032,-0.36224365,1.2019348,0.8798523
1960-08-10,-2.1141052,-1.733429,0.07168579,0.1404419,1.8562012
1960-08-11,-1.8043518,-1.7251282,0.40368652,-0.52038574,0.8703613
1960-08-12,-2.6910095,-0.008850098,0.61849976,1.2070312,-0.24435425
1960-08-13,-2.1289062,2.1929932,0.49127197,2.679657,-0.017059326
1960-08-14,-2.3082275,-0.57177734,0.68811035,2.5455627,0.7668152
1960-08-15,-1.8358765,-3.5849915,0.84552,2.0192566,2.5090637
1960-08-16,-1.2170105,-2.8564453,0.57977295,1.5469055,1.4554749
1960-08-17,-1.2192383,-5.305786,0.19989014,0.82455444,0.25576782
1960-08-18,-1.3241882,-3.7639465,-0.6673889,1.3363953,0.2444458
1960-08-19,-2.093567,-0.030944824,0.18109131,1.3509216,-0.19631958
1960-08-20,-0.76327515,-3.0161438,0.8413696,2.09964,0.8621521
1960-08-21,0.29330444,-2.930603,0.3640747,2.3347168,1.5600586
1960-08-22,1.4495544,-2.393036,-0.76208496,0.72302246,0.76904297
1960-08-23,0.59643555,-2.8472595,-0.29006958,1.4042664,1.2232361
1960-08-24,0.80215454,-3.3717957,-0.3060608,0.88565063,1.7156982
1960-08-25,0.47817993,-4.567993,0.22583008,0.16848755,1.6496582
1960-08-26,-0.04498291,-3.810669,0.28894043,0.4725952,1.2162781
1960-08-27,0.5219116,-1.8332214,0.50042725,1.2985535,1.4684448
1960-08-28,-0.026550293,-0.45666504,0.3986206,1.355133,0.9065552
1960-08-29,-0.3715515,2.1906738,0.107788086,-0.5577698,-1.601593
1960-08-30,-1.4367981,2.8953552,-0.09365845,-1.34198,-3.033081
1960-08-31,-1.0979614,1.1042175,-0.118927,1.8343201,-3.5839844
1960-09-01,-0.89849854,-1.455658,-0.01638794,0.75897217,-2.8655396
1960-09-02,-0.03213501,-0.20541382,0.33935547,-0.48718262,-1.3894958
1960-09-03,0.22613525,-2.5367432,-0.11099243,-0.2053833,-1.2540894
1960-09-04,-1.6893616,-0.77441406,-0.835907,-1.1425476,-1.4575195
1960-09-05,-2.019165,1.7668152,-0.57095337,-0.46432495,-2.708374
1960-09-06,-1.9541626,2.7540894,0.28707886,0.53634644,-3.201416
1960-09-07,-2.1194763,0.41055298,0.98013306,0.06112671,-1.8089294
1960-09-08,-0.61935425,-3.2590027,0.76123047,-1.5753479,-1.6045532
1960-09-09,-0.035614014,-3.5393677,0.90496826,-2.0754395,-2.4431152
1960-09-10,0.48062134,-3.3454285,1.5720215,-2.0280151,-1.6365662
1960-09-11,1.0289307,-2.2111511,1.4757385,-2.229187,0.2449646
1960-09-12,0.9854431,-4.1089783,1.4426575,-2.7576294,1.2773438
1960-09-13,0.3609619,-4.998535,-0.88864136,-3.1871033,1.7602234
1960-09-14,0.015563965,-4.597229,-1.5994263,-1.9865112,1.1873169
1960-09-15,-0.42562866,-4.402893,-1.3996277,-1.397644,1.3628845
1960-09-16,0.66659546,-2.7797852,-1.5675964,-3.7372437,2.3137512
1960-09-17,-1.1861877,-3.214386,-1.2260132,-0.25860596,2.5352173
1960-09-18,0.32131958,-3.933197,-0.874176,2.0994568,2.4749756
1960-09-19,-0.3607483,-2.269867,-0.076049805,1.2556152,2.0460205
1960-09-20,-1.1400757,-1.0081787,0.03503418,-1.2705078,1.4453735
1960-09-21,-1.6222839,-0.31829834,-0.5291443,-2.2446594,1.7839966
1960-09-22,-0.2692566,-3.6686707,-0.9476929,-1.4772034,2.569397
1960-09-23,-0.28497314,-3.5220032,-0.6994324,0.009979248,2.9865417
1960-09-24,-0.40966797,-3.9553833,-1.378479,0.05331421,3.5865479
1960-09-25,-0.5168457,-4.5030823,-1.6224976,0.54489136,1.7675171
1960-09-26,-1.0671387,-4.528839,-2.1045227,1.0157166,-1.4400635
1960-09-27,-2.0082397,-1.6144104,-2.0819092,0.4081421,-3.1643677
1960-09-28,-2.9577026,-1.617279,-2.0582886,0.30215454,-3.491211
1960-09-29,-2.6441345,-1.4088745,-2.0682373,-0.058746338,-2.9392395
1960-09-30,-2.7354126,-2.1433716,-0.97039795,-0.6495056,-1.7305908
1960-10-01,-1.9413147,-2.1671143,0.06567383,-2.5300293,-0.79525757
1960-10-02,0.9248352,-2.534027,0.29599,-0.8349304,-1.4666138
1960-10-03,1.269104,-2.1075134,0.6629944,-0.45785522,-0.60214233
1960-10-04,0.49160767,-2.8075256,0.71362305,0.3715515,-0.6581726
1960-10-05,0.6648865,-2.6790466,0.9334717,-1.6951904,-2.384552
1960-10-06,0.51483154,-0.25274658,0.074279785,-4.5342407,-2.5335083
1960-10-07,-0.1512146,0.51434326,-0.6447754,-3.8311462,-3.4605408
1960-10-08,-0.20889282,1.8753357,-0.07992554,-4.2642517,-3.5032349
1960-10-09,-1.2779236,2.2497559,-0.007537842,-3.223053,-2.1635132
1960-10-10,-1.0914612,3.3161926,0.14031982,-0.64624023,-2.7572327
1960-10-11,-1.9595032,4.107147,-0.29244995,1.914856,-3.2500305
1960-10-12,-2.431488,5.7987366,0.20645142,4.467407,-2.6203613
1960-10-13,-2.6207886,3.2059326,1.0157166,2.6453552,-4.9522095
1960-10-14,-2.4158325,1.9630432,2.1258545,-1.2124939,-5.073883
1960-10-15,-1.9356384,1.3218079,2.255005,-3.8072205,-5.1759033
1960-10-16,-2.2568665,2.224762,2.620697,-4.220001,-1.8343201
1960-10-17,-2.289917,3.1747131,2.221161,-1.9419861,-0.62402344
1960-10-18,-0.83950806,3.085022,2.0338135,-3.8749084,-3.098053
1960-10-19,-1.6650085,0.7885132,0.9126282,-4.891693,-4.990082
1960-10-20,-0.1798706,-0.7605896,-0.751709,-5.050049,-4.7325134
1960-10-21,-0.35308838,0.86520386,-0.5718689,-5.831848,-3.9143066
1960-10-22,-0.051208496,0.5821533,-0.35565186,-4.3432007,-4.68042
1960-10-23,0.5422363,-3.7372437,0.68307495,-4.9494324,-7.6524353
1960-10-24,1.2775269,-0.4441223,1.4567871,-5.152649,-7.0181274
1960-10-25,1.097229,4.0194397,1.4649048,-5.4074707,-6.9075317
1960-10-26,0.55895996,0.2987976,1.7792969,-3.5188904,-4.7759094
1960-10-27,0.46261597,3.1782227,3.5524292,-3.4854736,-3.1348572
1960-10-28,0.43075562,4.6449585,3.4873047,-4.784424,-6.4947815
1960-10-29,0.16418457,0.8421631,3.875824,-3.7983704,-7.2131042
1960-10-30,0.861084,7.188629,3.925415,-2.9996338,-5.6523438
1960-10-31,0.7813721,6.8566284,3.9816284,-4.63443,-11.54184
1960-11-01,2.7123718,4.2178345,2.2885437,-7.4127502,-9.682129
1960-11-02,0.8590698,2.8402405,-1.1108704,-10.342163,-4.158325
1960-11-03,0.71469116,3.3338013,-0.5444336,-6.3658752,-2.1810608
1960-11-04,0.70422363,4.146179,1.8059998,2.5297546,2.4404907
1960-11-05,0.114990234,3.170166,1.6820068,4.065277,3.662262
1960-11-06,-0.8027344,4.7908325,1.4914246,5.511139,1.4303589
1960-11-07,-1.8210449,5.9029236,1.5032654,5.1375427,-1.1887817
1960-11-08,-3.480011,6.2782288,1.4546204,3.7684326,-4.3594055
1960-11-09,-3.4465027,5.001465,1.7564087,3.757019,-1.9267883
1960-11-10,-2.408966,3.5207825,1.354248,3.6492615,2.502594
1960-11-11,0.23040771,5.1199646,1.1239929,1.3520203,1.8526306
1960-11-12,0.539917,7.025482,2.0955505,-5.9563293,1.7179565
1960-11-13,0.0854187,3.8287354,2.3589172,-7.3251343,0.6713562
1960-11-14,1.1763,4.5455017,2.538025,-5.7007446,-1.9013062
1960-11-15,0.9589844,6.3095093,3.028778,-2.2536926,-1.8761292
1960-11-16,0.39086914,7.264557,3.2139587,-2.685028,-0.5783081
1960-11-17,-1.0021057,2.4282227,0.84420776,-8.760468,0.3741455
1960-11-18,0.53585815,0.9510193,1.0866394,-9.70517,-0.020812988
1960-11-19,-0.2539673,-2.0291443,1.1081848,-8.695831,-2.8474731
1960-11-20,0.9701538,-1.4746704,0.18267822,-5.184326,-2.0012512
1960-11-21,0.43719482,-4.342682,0.855011,-2.828064,-3.1751099
1960-11-22,2.4311829,-4.979126,1.356781,-2.9085999,-7.0740967
1960-11-23,1.438446,-3.6669312,1.0297852,-0.8144531,-1.1781006
1960-11-24,2.4690857,-1.7093201,1.6282959,-0.38568115,2.553131
1960-11-25,3.065033,-2.3101807,2.2780762,2.1629333,4.8717346
1960-11-26,3.5739136,-1.4289856,0.41223145,2.5366516,4.082794
1960-11-27,2.3895264,1.3172913,-0.22250366,3.6663208,4.0302124
1960-11-28,0.15802002,2.7026672,1.4847412,1.7774048,3.6818237
1960-11-29,1.3765564,4.0968933,1.7115173,0.06359863,0.22692871
1960-11-30,2.2414246,1.961853,1.1271362,2.1352234,-3.720581
1960-12-01,2.2839966,1.1505432,1.4437561,-3.0111694,3.3839722
1960-12-02,2.1296997,3.05661,1.7077637,1.4693909,6.104431
1960-12-03,3.0006714,3.7615356,2.2085571,6.319397,3.9995117
1960-12-04,3.9079895,4.1300354,2.5124512,6.508667,4.677887
1960-12-05,1.1747437,5.6509705,1.4943542,6.7669373,3.7178345
1960-12-06,-0.20376587,4.6575623,0.93917847,7.125519,-1.8573608
1960-12-07,-1.3952026,6.7434998,0.57455444,2.9009094,-4.7903137
1960-12-08,-0.74920654,6.366699,2.067688,-0.12991333,-6.2897644
1960-12-09,-2.249878,4.1369934,2.2521362,4.9972534,-1.6726379
1960-12-10,-2.6313782,7.3547974,2.4940796,0.47842407,-2.2223816
1960-12-11,-1.4607239,6.8259277,2.981781,-3.819397,-2.1463013
1960-12-12,-0.79037476,4.539734,2.2305603,-4.9779663,0.8479309
1960-12-13,-2.5289612,3.8191223,3.0881042,-4.2059937,2.560852
1960-12-14,-4.3338623,5.207062,2.1495361,1.9337158,1.0592346
1960-12-15,-4.0013123,6.8007812,2.170044,2.6523132,4.09198
1960-12-16,-2.4260864,5.2868347,2.5164795,2.6601257,5.658844
1960-12-17,-1.7084045,4.0472717,1.6541138,5.765381,6.399414
1960-12-18,-3.3280334,3.890747,1.6494751,8.135101,4.4079895
1960-12-19,0.24606323,4.544281,1.8017883,1.1427917,2.3338013
1960-12-20,0.55462646,6.7198486,0.8887024,2.6154175,2.898407
1960-12-21,0.58691406,5.7565613,2.1319275,4.3624268,-1.9873962
1960-12-22,0.19036865,8.577118,1.538147,4.27417,-1.3482361
1960-12-23,-0.22872925,9.653046,1.4048157,5.1397705,-0.0018920898
1960-12-24,-0.5484619,6.691223,2.3937988,7.977417,0.25708008
1960-12-25,1.5579529,4.850281,2.9397278,7.320404,-1.9699402
1960-12-26,2.738556,6.711212,2.4509277,8.513916,6.1741333
1960-12-27,0.80648804,4.5352783,2.9829102,7.289673,7.1784973
1960-12-28,-1.4353638,6.253174,2.7597961,8.2664795,6.4497986
1960-12-29,-1.4877319,5.263336,2.6307678,7.6243286,5.3193665
1960-12-30,-0.21380615,5.1466675,1.718689,5.6581726,4.0480957
1960-12-31,1.2232666,4.0465393,2.3396606,4.059143,4.020172
1961-01-01,0.66937256,3.136139,0.4866333,5.874756,2.5166626
1961-01-02,1.0796509,2.828125,1.2714539,6.4358826,0.8587036
1961-01-03,0.44708252,4.7283325,1.68219,5.185974,3.4252625
1961-01-04,0.07199097,8.186188,0.6710205,5.1128235,3.8207397
1961-01-05,0.6508484,6.872101,0.60876465,9.136322,3.42865
1961-01-06,0.6777954,6.3667603,1.4724731,10.43457,0.12667847
1961-01-07,0.49417114,6.454376,1.0211792,8.677216,-1.0349426
1961-01-08,1.5639038,4.154419,1.0381165,5.355255,-2.8214111
1961-01-09,0.7352905,5.2394714,0.8334656,7.020996,-2.446289
1961-01-10,1.4500732,6.7052,-0.37615967,7.2719116,-1.1800537
1961-01-11,0.45178223,5.3927,0.4367981,7.4657593,-2.272522
1961-01-12,-0.27191162,5.20343,0.5797119,6.6539917,-4.428772
1961-01-13,1.0808716,4.1795044,1.2150574,5.2530823,-2.7680054
1961-01-14,1.3303223,3.90448,1.8638,5.360901,0.15283203
1961-01-15,-1.2288208,3.69339,-0.673645,5.356018,3.3814087
1961-01-16,-3.3510742,2.5146484,-0.05883789,-1.3639526,-3.7987976
1961-01-17,-3.5088806,-4.468567,1.3864746,-9.802811,3.5421143
1961-01-18,-2.8720703,-8.182648,1.6311951,-5.803589,2.8867188
1961-01-19,-2.0827332,-9.287811,0.01852417,-1.282196,2.9942322
1961-01-20,0.4003296,-7.98938,-3.0213928,-1.4379272,1.037323
1961-01-21,1.2507019,-9.529877,-4.7530212,-4.586609,0.5080261
1961-01-22,0.29489136,-9.074493,-2.2390442,-6.9590454,-0.8185425
1961-01-23,-1.3102417,-4.4622803,-1.0762329,-1.9608154,-0.6538391
1961-01-24,-4.454773,-5.881714,0.54537964,-4.6127014,-5.360199
1961-01-25,-6.1898193,-6.4140015,1.7219238,-6.601532,-4.9017944
1961-01-26,-8.174469,-10.5477295,1.8694763,-7.163513,0.58880615
1961-01-27,-4.282257,-5.4443665,1.2557678,-1.6646423,0.2741089
1961-01-28,0.05996704,-3.6628723,1.2886658,-2.1063843,5.3627625
1961-01-29,2.8995667,-5.708191,0.72366333,6.8026733,5.6647644
1961-01-30,2.8062744,-3.4131165,0.9350586,8.607208,4.2914124
1961-01-31,2.248108,2.3225403,0.64501953,10.035889,-0.2807312
1961-02-01,0.8291321,4.462616,0.605011,8.189484,-2.0228882
1961-02-02,-0.33398438,4.42334,0.73617554,8.63092,-0.40167236
1961-02-03,-0.064208984,4.2326355,1.4289856,9.600586,-0.658905
1961-02-04,0.8364868,3.499054,1.8586121,8.16275,-0.2354126
1961-02-05,1.3063354,2.6044006,2.7852478,7.4952087,-2.1539917
1961-02-06,2.925293,-0.7392578,1.2592773,4.303711,-3.9606323
1961-02-07,2.5023804,-2.2720337,0.08389282,3.3582458,7.22406
1961-02-08,2.8153076,-3.0874329,0.618042,2.316864,2.527008
1961-02-09,3.9884949,-2.2236023,0.77041626,3.1496887,2.5397644
1961-02-10,2.2645874,-0.8576355,-0.50717163,2.7784119,0.4026184
1961-02-11,3.5535278,-3.5003662,-1.0739441,4.453583,2.4128723
1961-02-12,3.1515808,-3.0063782,-0.98013306,6.9191284,2.979309
1961-02-13,3.2033386,-0.99664307,-0.6521301,5.992798,2.105896
1961-02-14,3.1040344,1.2998047,-1.2761536,4.484375,8.588959
1961-02-15,2.5171814,1.8013611,-1.5749207,7.8042603,6.1939087
1961-02-16,1.639679,3.6524963,-1.6369629,1.8843994,7.9821777
1961-02-17,2.403595,2.54245,-0.10769653,5.341278,9.550171
1961-02-18,2.3468018,3.8265686,-0.8656006,9.074127,10.496613
1961-02-19,2.2692566,4.2352295,-1.9208679,2.6846008,4.080902
1961-02-20,1.6462708,3.7687988,-1.8303833,2.8664856,9.9088745
1961-02-21,0.97424316,3.3642883,-1.4512329,8.12439,9.362701
1961-02-22,1.3815002,3.5453491,-0.23770142,7.728546,9.757751
1961-02-23,1.1268921,3.1750183,0.20861816,7.1221313,8.374207
1961-02-24,2.9563293,1.3274841,-0.55999756,3.5585938,3.7199402
1961-02-25,4.4494934,-0.97857666,-1.4371948,3.6577759,4.2591248
1961-02-26,4.722046,-3.2402954,-1.7571716,6.076538,6.842224
1961-02-27,3.2357178,-3.0391846,-5.6252136,5.944397,7.210327
1961-02-28,1.9594421,-1.5649414,-5.9773865,7.8345337,9.248352
1961-03-01,1.8306885,-0.13348389,-3.9907227,6.4494934,6.4694214
1961-03-02,2.7364807,2.467743,-2.455017,5.634796,4.213806
1961-03-03,1.6925964,2.5604858,-1.1300659,5.7676086,6.5133057
1961-03-04,1.697052,1.2837524,0.2881775,6.7723694,7.6448364
1961-03-05,1.7139282,1.5557861,0.4973755,5.94339,8.158295
1961-03-06,2.3390503,2.3931274,0.017242432,6.684143,10.414551
1961-03-07,1.8977051,1.4215088,-0.57873535,4.8674316,5.581726
