,t2mEurope_cluster1,t2mEurope_cluster2,t2mEurope_cluster3,t2mEurope_cluster4,t2mEurope_cluster5
1950-03-28,-1.2958984,-1.902771,-2.1216125,0.6543579,0.15768433
1950-03-29,-1.1067505,-2.9652405,-1.1716919,-0.5664978,0.14642334
1950-03-30,-0.79803467,-0.5137024,-1.1370544,-0.18060303,0.36819458
1950-03-31,-0.12564087,-0.6279907,-0.4524536,-0.021972656,-2.1751404
1950-04-01,1.3644409,-1.4954529,1.4842834,2.4093933,2.303772
1950-04-02,0.7261658,-0.5086975,2.3143616,3.515686,1.3852539
1950-04-03,-0.70111084,1.7839355,2.8377075,5.315399,1.9117432
1950-04-04,-0.45669556,2.7649536,0.32348633,4.304413,1.2085876
1950-04-05,0.22817993,1.5699768,-0.28497314,2.7400818,0.062408447
1950-04-06,0.49325562,0.25506592,-0.6095886,1.517334,1.4803162
1950-04-07,1.5055847,0.94918823,-2.044464,-0.5651245,-0.9567871
1950-04-08,2.3599548,0.44140625,-3.145813,-1.7490234,0.3471985
1950-04-09,1.0454407,-0.75997925,-3.3551025,-0.63119507,2.3052979
1950-04-10,-0.3100586,-1.1558533,-2.6209106,0.6588745,2.1140442
1950-04-11,-0.43536377,0.014892578,-1.6257935,0.56085205,1.8616638
1950-04-12,-1.2131042,0.28225708,-0.8289795,-0.08847046,2.2884216
1950-04-13,-1.569519,0.78323364,-0.93170166,1.3597717,1.249176
1950-04-14,-1.6239014,2.0132751,-0.97387695,2.8609924,1.3765259
1950-04-15,-1.2189636,1.6423645,-0.6951599,3.89151,2.3390808
1950-04-16,-1.89151,2.5837708,0.1300354,2.8105774,1.4886475
