,z500Europe_cluster1,z500Europe_cluster2,z500Europe_cluster3,z500Europe_cluster4,z500Europe_cluster5
2005-06-28,-1409.5308754151374,-330.45365433003053,645.3543105284998,203.9024460783403,374.7598052819929
2005-06-29,-1553.688254539476,-489.43355154347216,951.0649458637744,-38.200389227344914,-808.5171566246734
2005-06-30,-1337.3655951729747,-314.0302943934165,669.9234066533224,-99.39763740887057,-1230.0198273301737
2005-07-01,-697.4058109490693,-117.01068099149285,264.5214346545629,178.29767934952125,124.28133204893349
2005-07-02,-80.29460472897307,-166.4793671691891,364.05787887409036,445.1789778804976,684.5296105666412
2005-07-03,431.65278170801685,-374.8846393492205,373.2914238293728,365.9088224715711,-594.428290657827
2005-07-04,419.45513166518765,-454.04465782892834,173.10575585960825,85.62174740857354,-1220.0311444799095
2005-07-05,213.88271402731715,-496.0191457389622,426.7318360372501,-39.30716642117423,-688.2444420297045
2005-07-06,-32.44955873825137,-449.306012989539,381.4235796051623,-161.06504182929638,-257.4789306390439
2005-07-07,-24.890805965278854,-187.75700898454386,952.4465967266045,-326.49863738827764,373.84927957087194
2005-07-08,544.6361312415905,124.42308665607726,1638.303905705315,-368.53123045037734,944.3701219178731
2005-07-09,1002.0180457284941,308.4774965589252,1716.1739107373978,-220.99738913957697,1634.872112559426
2005-07-10,1164.4077894490524,435.03190777333015,2124.542362775651,-30.569179001332152,2511.134133330266
2005-07-11,1570.6727694577237,536.0495886660192,2501.169256364743,242.11102977076175,2946.857368074466
2005-07-12,1435.7780298379412,462.74474346325684,1267.8808712024893,320.4225339848237,2736.548667767978
2005-07-13,588.4800947264939,147.14881538500026,-28.2144375090625,236.98744438901596,1920.9485269285335
2005-07-14,190.8929205201238,-42.863207917068465,-387.2685560857897,304.7274974889832,1027.46622286208
2005-07-15,332.64864048312296,-53.44614594978929,-149.3193142988908,553.6408473730803,787.7433570598607
2005-07-16,93.50263081531277,-121.49865196815412,67.92081474642019,522.6206567152809,910.4100094723466
2005-07-17,-50.5216045438656,-89.45854708303249,-30.192861604353613,325.9339965353434,378.4305667679792
2005-07-18,62.32641315323647,125.4832505909612,-295.5508729877658,207.1995156968825,-568.3336116786296
2005-07-19,111.2732419462427,556.4563181377217,-232.6177628577432,480.9381374445185,153.77335432049338
2005-07-20,-328.4899721586676,456.68257533134596,588.7547492713938,722.99281494332,1079.063771480141
2005-07-21,-703.0822580187646,-3.097931899063866,1166.3983834153366,312.0159026544356,1199.164536055466
2005-07-22,-994.6194426547844,-210.55577108277907,1008.2185101818983,-170.92842626812669,241.96792375042793
2005-07-23,-1049.258075865832,-161.48779482865373,601.1083959466889,-452.2046809050853,-1094.5619345127247
2005-07-24,-781.5874751989476,-160.38138272903362,-37.026786165994324,-328.0102787290843,-1504.0546379499372
2005-07-25,-320.2832453279658,-33.264142403328044,-450.0321509718917,-267.68259394176806,-1247.3010386763278
2005-07-26,-154.48529640294262,199.86627165762357,-461.16895771815234,-316.86044428463686,-1048.7645932484766
2005-07-27,-51.89054235637785,425.49890287678966,-362.63607622968544,-206.46366123913967,-1159.7402182004084
2005-07-28,245.70669943444977,530.1001852581358,-10.11813215005817,-3.2923877003573363,-1088.2092713496445
2005-07-29,335.7068117310866,429.34119570118844,398.5329759700325,99.97886330131197,-872.8236225692515
2005-07-30,166.8463389163849,303.86630744452896,426.18366993848394,-42.549881758399614,-746.7200192761444
2005-07-31,101.03193154287835,272.060589802882,128.07129375937959,-179.17147964328402,-729.4073095661029
2005-08-01,23.983074672972236,218.40676399307486,21.51357838304118,-152.44571363073553,-59.08476754785957
2005-08-02,16.51477381700559,163.94999752386067,-263.66155231270756,-8.122048055207399,683.5435026305073
2005-08-03,231.52573968167647,134.54669905922643,-956.7097514435213,220.92388650900716,648.0410617622181
2005-08-04,389.64118744505606,-35.25365940489655,-1355.9342883492232,304.4047266873478,999.9377738272527
2005-08-05,280.5134960940523,-167.03548674822468,-1289.8715610479817,368.1453433026794,991.0227543932178
2005-08-06,40.29988269510796,-240.9777386450444,-551.9531392628301,123.27485680790674,945.5540345792648
2005-08-07,61.824952618587616,-295.5236010064017,549.6811626689821,-313.69288090276933,717.9956189162061
2005-08-08,359.9874033193582,-297.22700258067334,824.237360847764,-497.08520456428937,589.8800645634313
2005-08-09,-14.0387098661094,-78.51545166162487,1102.5039318888898,-455.88319145876756,205.48587762812588
2005-08-10,-290.52730767308617,37.93644746911771,779.8534301379965,-333.828971984462,307.8254891740435
2005-08-11,-439.58435348371165,44.43682712626965,70.279508812595,-275.3428329011772,224.6665350482517
2005-08-12,-501.87232365568354,140.99170279906267,-311.6215326291172,-207.80710487966323,37.5264036636637
2005-08-13,-413.34702132990105,265.00253883058707,-229.67157541785537,46.46669611376,274.09181422727477
2005-08-14,-236.32341658806823,206.33802575985723,176.8715187871244,159.37645865282485,928.5626197835488
2005-08-15,-112.77765316901257,91.71249145267298,-50.06250516444026,-63.489358950276376,1407.2843922271218
2005-08-16,27.357320827616448,92.28112064926697,41.64597318026115,-214.47609923671467,1032.9272406475868
2005-08-17,148.18918202331562,210.74632537243042,393.2872930947266,-67.19679413155782,784.6874551939693
2005-08-18,769.7985265807923,350.26613297343386,343.0677299747289,50.12454758353775,116.05249551816779
2005-08-19,1431.985090102253,387.39053408682884,773.3640786010844,94.20412518453816,355.7730804003241
2005-08-20,1549.4890675744111,215.89557322634332,1537.741877747957,-13.474199726725061,1317.1728051427276
2005-08-21,1223.8297922198906,228.76293315995807,1202.2206420893085,-260.65996506981094,1631.1673824503296
2005-08-22,1242.1202966647475,254.41138187965745,-83.2668436718675,-297.54308961996696,701.135288668529
2005-08-23,1206.0461299219933,71.51885687858444,-998.4871601519891,-218.83465603221168,236.32802035296857
2005-08-24,1121.634402838582,-50.397212150615815,-1727.9487136706557,-93.84794720248586,-890.0302426603663
2005-08-25,1115.3127474598439,-20.911714742334034,-2540.4917166819837,-0.5671639226288417,-2000.9685835954158
2005-08-26,771.9995260063674,173.94880105617045,-2609.226375975616,178.46096113214233,-1182.570188497808
2005-08-27,311.7038970855532,322.71232016860785,-2090.671748688607,279.2105128939872,39.399424275155546
2005-08-28,392.35527994930095,457.2367426441952,-1352.0147222754015,438.0647775969662,1420.4260628080162
2005-08-29,682.1655298475137,588.52427237335,-1414.1875299729634,642.0965558417871,1595.6106445500818
2005-08-30,567.6483980496687,486.9623300202799,144.55042490890216,652.6423709094099,1741.9101727175291
2005-08-31,646.5812084840594,89.13353273166146,784.1018267744987,270.49029189338677,223.20524925226192
2005-09-01,1407.5615959950114,-277.6557298858375,693.5394258156491,141.45857995478045,-494.5291882719158
2005-09-02,1925.4036469418525,-170.86296656969822,594.2938821465369,511.68201406020717,565.5205076401868
2005-09-03,1833.7215998645436,-174.96041415662236,1267.435913722962,839.443615567167,1383.432815625574
2005-09-04,1299.490417808083,-279.11425836058595,1127.2931176353263,733.0248170984144,709.7407813718922
2005-09-05,408.71726664214003,-247.21080434740617,808.8610403403035,189.58149825930911,-113.49927511527709
2005-09-06,470.60707129157703,-25.955781190513196,-11.95880678828587,-346.56142837743675,-278.40995234263477
2005-09-07,831.4230267179902,306.9821260257212,-1302.9007232888448,-267.57782014088286,381.6176479087709
2005-09-08,717.5654353638528,478.89787533974027,-1521.9829147107216,4.1350636255740385,-172.58999204737339
2005-09-09,630.5929161795798,400.248665234312,-276.45746371110266,23.717682273844737,-858.3825312724719
2005-09-10,563.7102330164861,85.33734677994002,357.7728096236492,-128.90980833038506,-327.28583019801846
2005-09-11,531.9443873108427,-76.75091275391483,-117.24740995204098,-393.77567303283433,676.329713951151
2005-09-12,120.78439868577505,88.2700210282408,-22.46470239106793,-373.78371958513554,1582.4689548019628
2005-09-13,119.52676246021443,459.6337190589621,-142.29600611185936,166.87774773329676,2249.637970782218
2005-09-14,77.48804406681563,454.8373690107067,-1238.13434789967,649.0849101758621,2443.513680328956
2005-09-15,-1407.573537440697,-70.59588679499058,-1453.4840981896111,750.195409462679,1388.0891323854612
2005-09-16,-2241.597618560089,-274.703665059423,-1136.8288400633446,-52.08479466381438,-227.74921693065733
2005-09-17,-1718.9058316903197,36.36558223006406,-499.3615702430975,-616.1117410660404,744.6162898900938
2005-09-18,-441.13774762936055,571.0103245773847,222.8728148237726,-178.20551930302253,1562.581194532079
2005-09-19,1030.6868525247523,626.1899553029185,192.20071191536084,270.3992100892966,1361.671939096128
2005-09-20,1439.338027508937,177.0163827699629,-767.4289766293604,241.9849008544341,1449.6611697507042
2005-09-21,1128.7203422633884,49.22908433833947,0.7944251657109884,96.59766474871147,1115.7684401707509
2005-09-22,1474.6554579583612,146.62313921804574,496.0175121924942,177.97627006919404,719.6630038120868
2005-09-23,1863.9737958658827,52.097612631527184,-155.50099985567465,185.2829248469403,190.47140935547802
2005-09-24,1815.7777956531936,-75.93843522525397,-772.8827341325414,68.03464705502566,52.49773917936201
2005-09-25,1830.5166168387266,-39.40207792247193,-298.00646391543995,-116.70985976255304,-126.09141607631427
2005-09-26,1917.235933014456,247.78448131722064,-446.76166279350787,151.43087357424363,406.80028372069245
2005-09-27,1962.4134035544562,323.20112961868006,-1514.812867590761,361.94353055613715,-297.2037171517471
2005-09-28,1438.1572561011296,153.112911240788,-1803.9009172189203,491.23989682033806,-226.17382693138717
2005-09-29,727.0981590256777,-70.77610283159068,-1058.8233577001738,509.53592369583686,1138.0969436029404
2005-09-30,1023.6180110463226,-132.33774658141294,-697.7548678004192,533.7704924532195,1332.5971962850738
2005-10-01,1843.3645452673213,117.9298309888452,-615.0307079470786,425.2494798428834,408.9739805233843
2005-10-02,1920.7492407855714,303.37364333735377,114.17753556498793,81.95551271241604,1851.084069125296
2005-10-03,1849.741864108243,504.7190792146349,1092.658866272225,148.36417491815766,2462.0858299081233
2005-10-04,1959.815161819269,435.19856342807134,2495.336121795874,214.5920099959704,2526.322084724877
2005-10-05,2519.8833343218535,247.16428374780773,2118.7229386555177,266.63818927881977,2633.500506651116
2005-10-06,2555.0914713407637,139.23186103711225,2005.517666758134,158.78886266747188,2234.4036359088723
2005-10-07,3251.1654648248586,339.70575994203296,1502.503247219208,55.91989401399302,1286.2862198401617
2005-10-08,3527.4028511178203,283.7633181863171,87.88112325598482,235.68407996183717,354.9927140658437
2005-10-09,3111.4724776341495,107.91913222851264,-875.218448883083,478.1472873982063,815.7020967129674
2005-10-10,3302.5780712596347,145.26063134984966,-101.95823360248181,346.22852998059835,329.3071202885302
2005-10-11,3942.2151037708936,141.49589990034343,763.9345738975052,51.28816685875302,-181.00309405104855
2005-10-12,3586.9729266771446,152.48458317872957,1305.1192021909826,-147.7695473836481,-346.049049236463
2005-10-13,2842.598477347661,269.39840798196497,1104.2745189775355,-145.58267896855887,1256.033856178839
2005-10-14,1519.3971576818747,308.7927082579759,1819.5848109917254,155.2572825898763,2492.5521745463657
