,mslEurope_cluster1,mslEurope_cluster2,mslEurope_cluster3,mslEurope_cluster4,mslEurope_cluster5
1950-04-28,-1076.915495308397,208.63954797368822,-824.2934749931396,290.98800384673297,217.8614542229893
1950-04-29,-858.372059918631,246.6841078708572,-332.61502953026087,417.66848751007575,134.3918074609636
1950-04-30,-541.397945628051,256.20112842004994,-667.8810430628482,220.47712209133934,553.6056532979122
1950-05-01,-24.734188486728243,270.85178953524473,-1264.12469028337,64.79270971998329,1174.72489087249
1950-05-02,448.4838559731723,58.20872031922583,-1220.6597819937997,454.51136381013447,1168.3146055247882
1950-05-03,319.8553621682032,-186.74140035607928,656.3832738237367,891.0961212289487,1077.7515560799604
1950-05-04,979.9805159840971,-237.56610406315275,1843.7957244190923,1115.4341249489378,984.8768953751054
1950-05-05,2186.9684315229188,-164.31923923530502,2483.5905396406483,983.3748963074005,767.9674751232175
1950-05-06,2095.729834348496,-124.1734349948233,2903.964538366904,990.7500591972816,845.647057199877
1950-05-07,1909.1021535649459,-160.6203087156228,2772.1083148324374,1162.002446572461,494.24164747997446
1950-05-08,1832.3406134741979,-304.66508910692954,2903.789625032307,938.2127372069187,595.4985619895725
1950-05-09,1533.766372306321,-336.1226888520497,3127.6050546692018,775.1172729240586,713.9132998274241
1950-05-10,1077.777564316706,-274.99896223424673,3251.888666516656,1020.1747279445378,704.7157775556865
1950-05-11,693.8110330774718,-253.64521308731645,2747.853060303052,904.2096848385243,432.49031636110533
1950-05-12,503.27105142396914,-344.9736622033595,2323.4838319749583,587.6750679319339,73.15506484272748
1950-05-13,-383.2505023449925,-441.2739299843022,2225.7510880239483,286.22366569973985,122.49570624081952
1950-05-14,-1000.8258712483573,-427.6289879589792,2475.225519600494,183.61937641284953,-339.5669244784382
1950-05-15,-558.5126289546258,-376.9528059265667,2313.669072421428,316.97866319935986,-815.3345143279962
1950-05-16,-707.3300990501194,-377.6198720828991,1247.3452150158123,-82.25975789096796,-684.1394494750671
1950-05-17,-805.4937637368745,-454.0846856490478,401.7222864581901,-988.3878142752293,-193.44712790352932
1950-05-18,-469.947287421072,-377.16896690985504,-103.94108168713699,-1273.8673073387295,161.42975046263598
1950-05-19,-169.48675083034456,-223.72797230573204,136.89712089073262,-1103.7623752424572,329.8421397815661
1950-05-20,441.0792338614168,-63.118738637704034,838.5631693125387,-1117.762090673145,616.0947442473548
1950-05-21,740.9264024589495,96.74985791053152,1268.1517737575502,-1347.9137895219271,668.8360920833238
1950-05-22,610.6382582443624,209.1248110005699,1143.378652112236,-601.4046109371948,255.28961059103432
1950-05-23,-267.51021311102085,66.15846523593142,1578.46543072722,-245.71478590584314,-317.9402623406418
1950-05-24,-626.3692644722145,134.90351730850918,1831.7935695932947,93.8119856124036,-647.4513296496652
1950-05-25,-736.4519414320105,347.54230122778705,946.8843823141605,35.96095681272215,-423.0043160247389
1950-05-26,-1317.2254958909975,384.86071058177566,-724.2622297425158,-56.523989268674406,-410.5034380147853
1950-05-27,-1407.0299791287455,367.2635651206455,-2200.180223942308,-227.5618782133911,-686.2339422120195
1950-05-28,-810.9364473190625,447.85733833479696,-1721.3891817788792,373.87028814721276,-231.83225867905568
1950-05-29,-994.4979142545648,499.8251208036982,-1745.1187616910138,1124.9146687438817,176.22464159489832
1950-05-30,-1928.9824838190107,317.2299889082301,79.0974279499327,948.9659431043497,65.98806023900465
1950-05-31,-941.3616743204321,158.3066527638424,831.787725942123,775.0358834316622,-367.50947383904224
1950-06-01,222.5712572705159,139.85092448048067,425.0548099151542,620.2574471558551,338.04871354408095
1950-06-02,565.3433450673682,197.97223494768068,31.758813653650805,510.34392038546787,1346.30599924301
1950-06-03,887.3563993679066,237.9895377165732,-335.1623981042604,545.9471931645421,1610.3402907496265
1950-06-04,768.2769721410363,367.4956428253975,-240.92066780339385,753.9007999656154,1629.7899834317852
1950-06-05,832.5215712416906,563.2045048774685,740.6097133044337,985.5180581033616,1310.809352764592
1950-06-06,725.258970169336,584.621893020738,529.7719354771606,745.2290649862705,622.7818009605438
1950-06-07,-552.1769197459429,325.7015861564696,-1008.4245298595013,567.3330422736454,208.04393861698253
1950-06-08,-2044.1275098997728,-31.226131090828225,-1106.4969309483165,109.10163227168117,-131.07440330765527
1950-06-09,-2135.1537365959525,-192.8533736156708,-679.442417390114,36.7627254069462,-666.3751037857235
1950-06-10,-1340.8366663291167,80.10753774289851,166.60003014573377,339.15045819215163,-581.6246707101204
1950-06-11,151.9121711534066,329.1955621039382,1226.5373822725,507.0052981973459,-394.4049183421791
1950-06-12,164.57379773513554,322.02742600605353,914.912301869145,282.3349589681183,-333.3716115185102
1950-06-13,-326.9793936352707,211.00320678891103,140.55222171512992,-145.188712050173,-500.87396010560656
1950-06-14,-439.8545356291907,16.748955457046787,-484.1780859005781,-759.2883721689642,-525.5122841979032
1950-06-15,-174.84630155635128,-25.942589263245427,-1177.837596045809,-812.2121190131274,-312.09576776750754
1950-06-16,-301.7633094140955,-57.75423323606821,-1642.4175841780193,-742.1374599305353,-180.5116377502135
1950-06-17,-307.38708408211363,-18.08626700475341,-1474.6932882883884,-624.0296719280728,-86.28013187038614
1950-06-18,-168.97363818379222,-69.73778566912118,-1033.8690351244425,-564.9375178942702,-420.46109728458697
1950-06-19,-254.31890120279832,-111.71199413832598,-937.5665087990661,-258.67196483407946,-529.9052374708233
1950-06-20,-128.77070323263402,-166.4756357133405,-1396.6214299561132,-861.2565899084634,-388.71560453897513
1950-06-21,153.57162566013483,-240.10525145577614,-1587.06469363135,-1433.7439839357974,-356.42928861131855
1950-06-22,-162.46535127297258,-157.58090669988383,-1317.3248186348933,-817.4097356390638,-560.3950030436974
1950-06-23,-529.0089191713079,-88.94036634897523,-1065.22743626961,-422.361611974348,-443.8037185247148
1950-06-24,-181.09052136710426,-20.72693508509259,-617.6123650252737,-84.80919633414604,-434.02381469127056
1950-06-25,156.0597199162783,125.30671554194844,43.13472342005751,321.4947707622742,-209.2754636091785
1950-06-26,94.46727465594157,89.9327925358009,-1029.7294589805363,522.9956832178389,56.23610438372224
1950-06-27,-79.73296191455158,105.91370297153634,-1247.6343397070607,458.906012007303,194.71938375200432
1950-06-28,-492.0390337025245,197.98868246904107,-1181.1862868160028,36.111791975436,-2.694888674365725
1950-06-29,-736.9327573238022,252.1976292436419,-1922.8595182101244,-484.8248769204882,-583.0394296665439
1950-06-30,-1031.0397484428518,245.87225345053827,-1770.6240087330602,-27.61235287664343,-761.2478285398514
1950-07-01,-1467.8341362453282,64.3229643955767,-464.86013153669774,474.9531370295114,-565.2065293190468
1950-07-02,-1040.8884306219736,-242.71323318596419,592.3198501410025,-8.435788380284045,-213.9246776413837
1950-07-03,-259.46593215877306,-226.66893617782773,1539.6997810984512,-388.1563836813293,-53.273704794637936
1950-07-04,393.92857542168986,-103.99731261066994,1622.549950517316,-316.5868743119463,-106.86684957626974
1950-07-05,766.0807052694049,-106.63446064956175,1551.685518925455,-422.43724649202267,-7.040747804438805
1950-07-06,685.131704121572,-177.63703412715586,1167.3446423181413,-345.7698117853064,-124.82754312262465
1950-07-07,375.41654815579955,-190.90960744426144,978.985644073895,-186.81159490535143,-354.49677143129713
1950-07-08,228.60640604433618,-183.8603245510254,555.7065552852129,-134.8250103483077,-188.01311636524215
1950-07-09,226.07551427382475,-111.11185219201195,-216.61915348321992,-440.8385213030591,-91.97360568438187
1950-07-10,-103.81765799403438,-166.30564045717188,-1188.3534867889541,-664.7534519915137,-660.0982821412128
1950-07-11,-423.76575915933427,-208.3179746650143,-1542.8538322732013,-636.6511190931315,-920.3484727857248
1950-07-12,23.353564699031345,-141.519170953642,-880.4347301067295,-461.07837587872,-634.9432061814024
1950-07-13,878.0521178571946,-17.30121209694327,-47.05496125223581,-652.7523411502864,-467.8195726931972
1950-07-14,1260.6331634083333,-31.75431733069472,-116.32153304537776,-767.0841243179943,-476.21387116124754
1950-07-15,1350.744170752411,-196.9258078668169,-321.558509732062,-1203.6629149259124,-412.6968159772874
1950-07-16,1109.7879432816455,-319.3117776086604,-924.1852470190486,-1540.5722217082234,-219.78740886689238
1950-07-17,585.0446416989388,-188.51348860170734,-1103.2553475793093,-746.2084769388896,61.614871287398074
1950-07-18,195.59908908766164,151.40664385857485,-258.4735134283928,221.30828708569697,550.24190031098
1950-07-19,-170.762928856631,255.6010572187225,498.6403282428047,774.5517004488713,340.61264014694683
1950-07-20,149.95780452129696,21.801077576544284,151.80739699263134,256.15208942168823,-202.7186990140579
1950-07-21,528.5143560396984,-157.52655455388367,-634.3050802835543,-527.1602643222994,-128.2701355279389
1950-07-22,358.8627997844636,-138.08690392496575,-1373.3239388847155,-1107.03526671635,162.06709755025037
1950-07-23,-142.67183210727305,-97.17287871995504,-1646.8596213460107,-1170.9459099763908,47.441023952492
1950-07-24,-799.7628281918229,-76.48372578468936,-1417.3017432412555,-382.2661345909465,-484.0048618517232
1950-07-25,-927.5428465549815,-110.60523485222198,-1632.7418330484618,-125.19086876403809,-669.8512775621476
1950-07-26,-827.9624870014205,-178.2322524683314,-1416.5602121844365,8.291548516462385,-661.7458183697827
1950-07-27,-681.6447967841415,-239.86109466494057,-443.22607340398366,110.78133834020083,-548.5862207327298
1950-07-28,-519.4681885721415,-190.169463160069,310.3656695755732,2.8229222441805737,-354.280279953649
1950-07-29,-202.99754266433837,-203.7994520462921,589.943367834627,222.1669218032456,-397.4721967704997
1950-07-30,122.57190561723175,-126.30896562510515,-119.0000849236446,-224.25924088439186,-319.8569041646205
1950-07-31,194.53547016933186,-140.1073266007243,-834.6351364802936,-622.5272116327509,-372.49500524032555
1950-08-01,154.5672552272444,-122.21196691172534,-902.4802795839803,-914.1064951619418,-358.85523988759036
1950-08-02,31.07530457099339,-223.18106337791795,-561.7191251243213,-815.242214873686,-564.0929668550509
1950-08-03,-3.1569998996531887,-333.09628774380343,-57.43346373035708,-328.26271311713646,-1058.2478452767687
1950-08-04,241.45938510617245,-531.7251371687352,5.367591195958525,-172.38029494778024,-1315.9373650828704
1950-08-05,765.4311588499446,-540.6354018488094,-474.6719682671246,-269.96135740671826,-1188.0778903956693
1950-08-06,1092.6716349199226,-405.6413119070119,-739.1396260771103,-294.2641707953128,-1013.7506536575331
1950-08-07,1177.8879650547128,-460.09945815798216,-226.78163635061875,-589.7320951288608,-933.5732828308538
1950-08-08,963.14038874521,-441.4471491631591,-613.10893661699,-1341.9961221664853,-737.6913149272327
1950-08-09,827.3709020015373,-298.9886204260943,-2233.3099742225336,-1302.4582968507239,-115.98523669556023
1950-08-10,844.9572016727922,-124.51783615657148,-2470.0758908024213,-82.47241047153503,406.2242044273752
1950-08-11,798.8978125913144,1.4226953119311658,-1637.6321678670215,631.0536352294981,470.1204011567017
1950-08-12,490.8121681347919,-16.26338168963691,-782.4036934957816,561.8490610209251,243.97564980333294
1950-08-13,226.62335100238124,-23.5732331493624,-285.0486950763097,536.7079842555866,-195.47545574278917
1950-08-14,-152.5514135030966,24.232069958249028,-1037.0825689596468,492.43866577000813,-395.2139765390729
1950-08-15,-301.1139251967399,29.43273150085417,-2288.461314191795,-411.2226733968577,-265.9225954261179
1950-08-16,-155.20085002333155,-225.26641737941907,-3052.185917797439,-1121.325740902797,-360.3821528015111
1950-08-17,295.6631066883932,-427.89861495700586,-1951.0674752787666,-1541.581088720302,-399.19631637120006
1950-08-18,566.4739803532191,-371.9618587815642,-1312.03629520626,-1482.2304967526848,-237.18502485493616
1950-08-19,595.2510422342011,-132.26125606107047,-1177.0605558875736,-773.3569041606128,281.40595881201705
1950-08-20,519.7480560514081,2.1316902029955807,112.3442815954059,-523.607257230726,621.4454626348381
1950-08-21,466.95227624849286,128.87562908916985,507.4550226809906,-117.67515183020936,600.5023947415665
1950-08-22,769.6553040195873,239.5275903838198,1659.6344899512771,-322.66255381714126,463.23368264103107
1950-08-23,1031.7274789839046,226.29078856213283,1012.670351381543,-671.5510383916123,379.42861164528955
1950-08-24,1224.530418138846,29.554688344395355,-182.89803917830952,-910.7075471173773,-50.238364721906315
1950-08-25,1114.024644327877,-39.96951205414594,-824.3613161192592,-931.1772228066682,351.82534463885594
1950-08-26,871.5310529695803,-11.859116747175905,-1098.2892723754478,-1191.8227048134554,600.257513022812
1950-08-27,312.2439003016526,-125.07507577572449,-1652.6420241343067,-953.5706532638197,473.9652080168285
1950-08-28,-206.20262965517833,-171.1729410788193,-1057.2256296265666,-896.1951044851855,478.42382911623616
1950-08-29,-491.3336500394421,48.68184819088674,70.00821862331185,-454.06078698255703,210.94505202745555
1950-08-30,-857.8425397332906,203.63362289084637,926.7211139267114,117.31073269108046,-215.89129018747633
1950-08-31,-650.6046857102169,-32.02420452356694,1071.5918608145546,63.85728317786672,-526.466787048113
1950-09-01,-60.240645303080896,-371.5139491528313,-11.436149233445098,-41.160670585948175,-711.2148624608155
1950-09-02,271.64307059027414,-312.20618255926223,-703.6740179589713,80.39931931313531,-761.1365590587011
1950-09-03,348.02173256849505,-14.440880558190065,-820.1613945909507,-216.13707246912196,-721.0055256117374
1950-09-04,553.9368168644685,-17.913683090298036,-2446.857321443129,-380.1601367913987,-575.0611598823975
1950-09-05,487.17651472367254,-122.01582933539224,-3096.912754349249,-143.69357158933636,-333.8960710257774
1950-09-06,376.47671585467606,-71.75684564560629,-3148.7689673678,-1082.4673234681572,-142.9446903237989
1950-09-07,-591.2305079954742,124.02706908155186,-4298.444482651203,-1050.7286719714941,-148.8564065708446
1950-09-08,-1714.2615742323385,185.32039573096637,-3098.934806213751,-282.2588691726582,-572.7144871562735
1950-09-09,-1916.8289815003664,70.89908898412794,-2061.062767395953,-374.74482448266633,-943.035199936279
1950-09-10,-1567.402949784927,94.71991359732118,-1667.6333060430607,-245.9351476404264,-772.3617794390653
1950-09-11,-1412.2130956312465,159.05715584418107,-1256.3781378786305,-446.2257004890706,-534.7217677659485
1950-09-12,-1528.4722590304452,96.3011214052883,-1686.925084606742,-89.55180439228961,-849.1803094111107
1950-09-13,-1592.203992072869,-91.07679037196012,-2524.9641492254423,-967.026802397953,-890.5047640648334
1950-09-14,-1029.06444407226,-258.32115267555866,-5091.347668391914,-1644.5439296568345,-551.2060771735396
1950-09-15,-1007.3829321649167,-324.14551982882523,-3820.5720560981385,-1578.9932436301951,-37.07480028292379
1950-09-16,-1110.7505485042534,-199.5910500831752,-2517.187176245444,-1533.6686873859996,47.45769899224986
1950-09-17,-1007.3123112735457,-10.188324402872365,-3505.435592681717,-1147.4907404058072,162.98489536768034
1950-09-18,-749.567372813269,63.48386078136185,-2829.6113103394055,-350.1701001141543,-232.08807622193962
1950-09-19,-1012.6723876235145,-147.60416495441524,-1803.4404039755623,-618.532314432912,-739.814777982219
1950-09-20,-1414.838593233221,-375.42620542535695,-1668.599881684806,-870.1699852343916,-776.6280321595228
1950-09-21,-1323.1268999864142,-279.7700113095662,-1109.1700005478194,-290.91426886175344,-649.3582413822911
1950-09-22,-798.820212309398,183.73901408097282,-579.2898261942635,700.5084550034713,-600.2802237754469
1950-09-23,-591.1228692162913,461.2721958845752,603.5774217177454,1035.108999674008,-364.62589841471635
1950-09-24,-699.2113908113047,257.88705983274144,489.7497644032146,-165.76519275311037,-474.9723541209879
1950-09-25,-452.09857692452795,43.887826670399555,997.3903559094824,-932.3696601196788,-327.3360585501485
1950-09-26,-261.88130668520444,68.85391601400741,1069.5651101233764,310.9488720556136,173.48181933513385
1950-09-27,-1269.0525109879327,290.36002798498663,-1871.809356302277,961.8241974830368,-199.950362282951
1950-09-28,-2963.2921745187336,230.32119919786462,-3328.0451220956957,362.98644567276995,-718.9488783988854
1950-09-29,-3291.648327211872,-62.63762123841068,-1889.9159171928927,-221.60956307924445,-978.0753334250238
1950-09-30,-1784.569086474082,-123.88586252683189,-967.5154861945721,-1350.4328439049966,-347.2928697068603
