,t2mEurope_cluster1,t2mEurope_cluster2,t2mEurope_cluster3,t2mEurope_cluster4,t2mEurope_cluster5
1984-05-29,-4.790375121640773,1.0966174539285087,-2.9033001720490117,5.230527426277486,7.7773490694096274
1984-05-30,-4.461544859169223,1.174998539396564,-2.448669861561534,7.829746564060902,7.808443012790672
1984-05-31,-2.7559805137485904,1.2463271450732734,-1.7247877043482618,9.241102789846968,7.875462123022737
1984-06-01,-2.0074151846175208,1.0051487252429856,-1.4596625699919394,7.604598008733932,7.732942024063583
1984-06-02,-0.6808166955934319,0.863909645066092,-1.6056718999520747,3.0224023365252584,7.826375270794634
1984-06-03,-0.9630537110378511,0.8954909726119142,-2.899959230805711,5.618234044672768,7.1164997036583575
1984-06-04,-2.239510602516641,1.8924182376183756,-2.4721275588610063,7.557531115511761,5.965081832255831
1984-06-05,-3.0965322347338633,2.2423019374891844,-1.1684366676900337,6.174581671648583,3.1454025827517302
1984-06-06,-3.9912952949948233,2.488656781585534,-0.7386066563805763,1.4652167229363888,3.299829765245974
1984-06-07,-4.5886915070866925,2.1037436754607755,-0.49500871864629453,-0.5682024151878441,-0.10366206324192041
1984-06-08,-4.190725565664204,0.33651864792006997,-0.22900273810731364,-3.97228285231486,-3.8261710028241205
1984-06-09,-3.477888155335226,-1.5866590993171805,-0.4969691762160141,-6.000159466151594,-5.408052376502291
1984-06-10,-2.7418996159036904,-4.121176374659533,-1.2776668850339903,-9.929753518954591,-6.389771159557959
1984-06-11,-2.6850228135954137,-4.869636203596173,-1.476979363577734,-9.277610445291518,-4.442608421138268
1984-06-12,-2.5579762773183847,-6.325784393200317,-1.6693662450292075,-7.898283001675234,-2.202051452783798
1984-06-13,-1.1302020581929222,-6.502031309270794,-2.227391955022341,-6.0640445625850585,-1.1341264010391578
1984-06-14,0.40471854918933914,-5.435710607277093,-2.9162648544260934,-4.905532786125624,-0.24017769713608494
1984-06-15,-0.7747443332063161,-3.7305665418091385,-2.2132907233215597,-4.589797836498388,0.2996788844588458
1984-06-16,-1.5779016846308547,-3.374314492604729,-1.4287621320956483,-3.8991168153090348,0.23774935311372405
1984-06-17,-1.2033566067939703,-2.855428856297446,-1.3949976615210897,-2.59712748750656,0.7470755544696102
1984-06-18,-0.09353333643241109,-2.7279014208103556,-1.1425641357771943,-1.4440130789051477,1.859030085498591
1984-06-19,1.4103993073200682,-2.833146513732809,-1.2934089772600987,0.29827873030953317,1.0738106929263775
1984-06-20,2.5637997175301654,-2.473050426733405,-1.9928673517943947,0.7359227966236294,-0.027991528498541366
1984-06-21,1.3517486476321976,-1.4472872433154327,-2.0554946487988692,0.12897697235799194,0.19407601268158808
1984-06-22,-0.6917740634607239,-0.7163534860068163,-1.3057942243182619,2.3614639970549947,0.6079333020892921
1984-06-23,-2.203900357036802,-0.006295906064966157,-0.6456663501801316,2.7417947589498635,0.12387006169001415
1984-06-24,-4.7502080098438135,-0.644042627436307,0.010664591614770735,2.9856878907051287,-0.09808907612466222
1984-06-25,-4.218667710318326,-1.5187098163116872,-0.1989652422268316,2.7143827390193613,-1.2847398072452634
1984-06-26,-2.439997023803733,-2.0447028679991943,-0.7589490295887059,1.5241505125029555,-0.652444890059688
1984-06-27,-1.2191387096388133,-2.89449849926275,-0.8744692858129629,-0.9587608481682421,-1.1116650510573762
1984-06-28,-1.9047554838279264,-2.024865333752315,-0.922634906175279,-3.358395877857704,-1.6851059774613322
1984-06-29,-3.6507716321278307,-0.5376515762622244,-0.3497941352462228,-3.8077107664011427,-2.1618038429431876
1984-06-30,-3.4198990659369812,-0.5108338427369797,0.37934206547669486,-3.8173142730866036,-2.699367070970191
1984-07-01,-2.397706650677331,-2.540079031598707,0.6439642067879252,-4.920346836163229,-3.4173753595897494
1984-07-02,-2.4813380544508044,-4.174191102908884,0.27210018825241566,-4.89909455645483,-3.751204918055023
1984-07-03,-4.451996012317416,-3.2368209706297253,0.48969793432034764,-4.335490670662486,-3.4101084124142433
