,mslWorld_cluster1,mslWorld_cluster2,mslWorld_cluster3,mslWorld_cluster4,mslWorld_cluster5
1955-05-12,-598.9922,1000.39844,1464.8281,422.91406,-35.570312
1955-05-13,-1452.0781,1163.4062,1120.9688,605.4375,7.2734375
1955-05-14,-699.5,506.60938,978.8672,180.99219,55.414062
1955-05-15,-132.96094,-175.95312,818.8047,559.0156,93.84375
1955-05-16,138.48438,-187.69531,559.4922,-514.6406,-6.2109375
1955-05-17,389.0625,367.9922,933.28125,-296.0703,-13.7109375
1955-05-18,916.5078,-65.046875,1401.5938,-1186.4141,42.835938
1955-05-19,1190.7812,601.4844,1484.375,-1326.2188,29.007812
1955-05-20,628.5703,252.1875,1277.3125,-1241.8594,-98.10156
1955-05-21,748.53125,478.1172,830.53125,-632.3594,-71.50781
1955-05-22,693.0078,536.8047,379.2578,-949.1172,-65.32031
1955-05-23,1307.5234,785.2656,-734.71094,-613.25,37.429688
1955-05-24,1794.875,1096.5078,-1244.3906,-1573.5703,30.78125
1955-05-25,1510.7266,651.39844,-944.4453,-780.5625,84.44531
1955-05-26,1154.2109,298.07812,-295.78906,166.6875,126.83594
1955-05-27,983.4453,356.03906,-867.7656,1072.2656,114.58594
1955-05-28,721.3906,-129.41406,-1044.3516,1949.5547,53.203125
1955-05-29,282.8125,-561.14844,-1007.1875,1800.6484,70.03125
1955-05-30,138.07812,-141.16406,-1039.7578,2511.875,16.570312
1955-05-31,-787.09375,716.1953,-801.85156,2937.0547,-38.828125
1955-06-01,-2028.9297,932.03125,-564.6797,2136.9531,67.24219
1955-06-02,-1752.5469,746.1094,-465.54688,1052.2656,18.28125
1955-06-03,-873.77344,363.91406,-236.17188,303.875,35.0625
1955-06-04,-584.96094,297.52344,409.34375,760.28906,83.359375
1955-06-05,-535.65625,814.22656,1074.1016,1150.5625,37.179688
1955-06-06,-284.67188,1242.4375,1179.2812,952.21094,-80.90625
1955-06-07,202.28125,1167.5938,1208.8828,897.7969,-53.429688
1955-06-08,209.5,609.58594,1181.4062,1811.5156,-7.3515625
1955-06-09,-34.023438,-274.60156,826.4219,2250.1719,48.398438
1955-06-10,-358.4922,-558.7031,388.16406,1412.5312,71.28125
1955-06-11,-702.8203,-18.523438,75.55469,1081.7578,27.125
1955-06-12,139.70312,-241.26562,-46.6875,-600.52344,55.710938
1955-06-13,-47.4375,-756.46875,-62.101562,-1333.4531,93.77344
1955-06-14,113.22656,-1076.0547,-48.382812,-1240.3594,96.99219
1955-06-15,817.89844,-610.6406,30.890625,-1317.0469,60.382812
1955-06-16,953.15625,602.46094,247.48438,-1110.4531,-32.46875
1955-06-17,1087.9766,775.21875,435.4375,187.99219,26.039062
1955-06-18,590.90625,848.83594,284.17188,1592.8203,2.1171875
1955-06-19,202.20312,324.17188,456.4375,2199.6719,-107.1875
1955-06-20,185.85156,-1107.7656,361.65625,888.2031,-118.328125
1955-06-21,30.6875,-1256.7188,-495.6875,352.47656,-52.5
1955-06-22,380.9297,-816.0703,-346.34375,-1428.7656,4.125
1955-06-23,1143.2656,-1141.75,-645.5469,-647.6875,80.453125
1955-06-24,843.0,-641.1172,-826.2031,156.9375,75.890625
1955-06-25,404.51562,-284.21875,-290.25,-722.125,17.804688
1955-06-26,239.49219,581.4297,481.08594,-1981.5469,-83.39844
1955-06-27,212.41406,227.625,657.7969,-83.8125,-24.640625
1955-06-28,-39.015625,-218.33594,480.45312,999.14844,-15.3671875
1955-06-29,-358.6953,-0.015625,710.33594,-46.5,-54.882812
1955-06-30,110.42969,-672.2031,848.3203,-543.85156,-38.15625
1955-07-01,-59.039062,-1180.4141,623.91406,-462.8828,-67.640625
1955-07-02,56.171875,-1596.8438,237.28906,597.9375,-95.25
1955-07-03,152.67188,-1979.3125,-161.69531,1156.7734,-87.265625
1955-07-04,-124.9375,-1856.5938,-212.67188,657.16406,-153.23438
1955-07-05,-68.16406,-1033.2344,-755.28906,683.53125,-117.83594
1955-07-06,116.390625,-732.6719,-2083.1094,1096.2266,-93.0
1955-07-07,172.91406,-538.8125,-1222.5469,742.875,-157.84375
1955-07-08,-53.859375,-347.40625,-445.96094,-2723.0078,-133.63281
1955-07-09,-92.125,353.375,-395.95312,-1803.1016,-29.289062
1955-07-10,1.7578125,372.60156,-454.25,-1340.2969,-32.742188
1955-07-11,-398.3047,151.78125,-824.3594,-2328.9062,-57.46875
1955-07-12,-1130.7891,-452.21875,-899.9922,-3348.6875,-73.39844
1955-07-13,-1262.3594,297.53125,-510.07812,-2486.6484,50.570312
1955-07-14,-171.86719,520.5078,-60.820312,-835.77344,77.765625
1955-07-15,250.24219,998.2578,-340.875,-1662.0469,27.507812
1955-07-16,-508.91406,429.85938,-476.35938,-2266.4453,56.632812
1955-07-17,-329.9922,-427.64062,-427.33594,-1675.3984,24.273438
1955-07-18,464.70312,-834.5625,-609.91406,-396.35938,92.36719
1955-07-19,-169.47656,71.47656,-726.21094,-808.9922,49.453125
1955-07-20,97.9375,677.8281,-565.3594,-460.67188,75.05469
1955-07-21,402.09375,-96.234375,-434.8672,-1649.8984,15.1328125
1955-07-22,356.1328,-828.65625,-727.7344,-1563.0703,12.796875
1955-07-23,554.0547,946.4219,-351.65625,-390.15625,-8.6171875
1955-07-24,317.46094,1089.6172,66.89844,-340.21875,-74.171875
1955-07-25,-92.21875,563.625,338.82812,2064.0156,-22.867188
1955-07-26,-251.875,486.3047,-282.76562,426.72656,86.09375
1955-07-27,-273.01562,-230.17969,-821.1953,465.83594,104.796875
1955-07-28,-448.32812,-169.92188,-1726.375,-1690.8438,32.617188
1955-07-29,-254.78906,158.63281,-2047.0781,-2481.7266,-27.21875
1955-07-30,-136.57812,1052.9688,-1120.8906,-2030.0,-9.59375
1955-07-31,-310.59375,2198.9922,-258.1797,-1897.8906,50.132812
1955-08-01,-434.67188,2591.5,14.6796875,-2133.0703,102.83594
1955-08-02,-692.85156,2223.8906,21.84375,-1561.1406,73.359375
1955-08-03,-837.6953,1326.1172,123.90625,-970.46875,32.296875
1955-08-04,-650.16406,775.6328,-15.1015625,-176.54688,-9.953125
1955-08-05,-999.08594,866.83594,-191.50781,-960.91406,66.515625
1955-08-06,-693.0,486.51562,-303.54688,-2282.789,86.21875
1955-08-07,-636.7031,894.9844,-326.72656,-2579.0625,78.84375
1955-08-08,-523.84375,802.47656,-121.66406,-1497.9297,137.61719
1955-08-09,-1296.8359,819.6328,-154.30469,-451.0703,159.86719
1955-08-10,-702.5547,788.03125,-312.6953,-35.226562,72.796875
1955-08-11,-660.5547,1653.5234,-19.757812,-702.41406,66.39844
1955-08-12,-45.203125,1825.0,256.02344,-2083.2734,-50.570312
1955-08-13,-555.625,1827.7734,-77.86719,-1556.2891,-128.40625
1955-08-14,-708.6797,1666.0938,-778.0,-588.5078,-124.64844
1955-08-15,-809.5078,2433.3984,-1430.5625,409.9922,-71.58594
1955-08-16,516.83594,2643.3203,-1234.75,-2166.7188,-92.77344
1955-08-17,717.2422,2253.8047,-1133.3672,-2558.7031,-41.203125
1955-08-18,-710.6875,3441.539,-1148.5391,-428.95312,-3.9140625
1955-08-19,-799.8281,3842.3594,-1216.5938,911.0,-59.835938
1955-08-20,19.867188,3169.4531,-1047.0703,1344.1328,-82.125
1955-08-21,298.25,2322.8438,-1827.9219,612.0469,-122.53906
1955-08-22,371.07812,2876.0547,-1653.8047,383.04688,-103.60156
1955-08-23,710.5,3283.8203,-1062.4297,80.99219,-125.546875
1955-08-24,813.5,2126.2578,-957.0781,-517.8828,-126.015625
1955-08-25,192.375,2873.2578,-863.89844,1268.5547,-104.296875
1955-08-26,-590.6953,2537.7422,-190.22656,-247.39844,-32.398438
1955-08-27,-377.47656,2020.8125,79.16406,-1473.8125,-103.19531
1955-08-28,-440.3047,1978.0156,0.6484375,-273.4453,-117.67969
1955-08-29,-961.75,1289.5234,-0.6484375,664.9453,-131.25781
1955-08-30,-854.8672,392.8047,-241.23438,917.8594,-100.359375
1955-08-31,-372.21875,-679.9922,-969.1406,-1096.3203,-15.203125
1955-09-01,-448.02344,-891.90625,-1400.5156,-620.28906,47.976562
1955-09-02,-299.6875,39.78125,-752.1328,-580.5,-22.609375
1955-09-03,375.6875,332.91406,-246.51562,-470.5,-22.609375
1955-09-04,-95.21875,367.5078,-448.28125,-784.35156,97.25781
1955-09-05,-57.945312,484.6328,-989.85156,42.039062,207.0625
1955-09-06,497.96875,23.28125,-674.71094,-2360.9766,132.32812
1955-09-07,-205.03125,-117.6875,139.98438,-2050.7969,33.15625
1955-09-08,-425.39844,-11.21875,396.8203,-109.125,147.65625
1955-09-09,189.70312,-83.96094,412.39844,725.1406,157.53125
1955-09-10,1079.7344,-658.34375,-627.4922,911.78125,42.351562
1955-09-11,1275.4531,-2274.5078,91.703125,-297.5,-118.390625
1955-09-12,125.89844,-2482.7734,428.84375,-490.5,-87.0625
1955-09-13,-576.77344,-1760.4062,562.83594,297.42188,114.75781
1955-09-14,-33.953125,-1754.1016,688.66406,9.3046875,165.21875
1955-09-15,-231.10938,-1766.2188,214.77344,-745.71094,-47.125
1955-09-16,-175.5625,-1287.1641,938.83594,-535.8594,-14.3203125
1955-09-17,-137.6875,-560.35156,1357.8359,1294.6953,106.1875
1955-09-18,-447.91406,-639.8047,980.7344,1964.0703,167.01562
1955-09-19,-809.22656,-1173.0781,984.9453,613.22656,37.3125
1955-09-20,-915.3594,-2225.3125,673.3594,-831.46094,26.34375
1955-09-21,-392.14062,-1143.2188,352.85156,-1183.0312,95.53125
1955-09-22,29.226562,28.585938,192.5625,-817.21875,91.71094
1955-09-23,507.65625,306.3203,541.7656,-143.17969,-54.421875
1955-09-24,431.625,-49.695312,161.03906,1031.3203,-131.11719
1955-09-25,38.84375,42.9375,-76.125,417.14062,-123.25781
1955-09-26,-706.53906,258.6328,288.08594,-1806.2109,-22.84375
1955-09-27,-1269.2109,702.9453,-166.10156,-3229.1016,85.703125
1955-09-28,-368.70312,203.75781,-497.27344,-2900.211,-1.4453125
1955-09-29,-2.3046875,-853.7031,-301.0625,-2384.875,-56.78125
1955-09-30,-326.53906,-1118.9844,352.45312,-245.52344,-46.078125
1955-10-01,545.66406,-971.2656,864.22656,-1000.0469,-59.632812
1955-10-02,1066.1328,-1091.8516,698.21875,-650.35156,57.21875
1955-10-03,1116.4844,-833.4219,-29.5,-1801.4766,58.40625
1955-10-04,342.85938,34.265625,-445.34375,-1865.8047,47.242188
1955-10-05,-397.5,302.59375,-1060.4531,-1285.9766,96.30469
1955-10-06,-905.6875,486.0703,-580.96875,-1121.3984,114.99219
1955-10-07,-785.3594,724.5703,-275.59375,431.89062,142.95312
1955-10-08,-1852.2578,1254.2109,-1603.7969,413.04688,67.515625
1955-10-09,-1200.3125,129.90625,-1925.3281,-727.59375,-0.1171875
1955-10-10,-906.10156,-826.3125,-1404.9375,-1856.3828,66.609375
1955-10-11,22.6875,332.02344,80.765625,-1620.4375,-41.117188
1955-10-12,-468.0547,687.08594,1347.6719,-1561.1094,-94.15625
1955-10-13,-1981.9688,-256.27344,1526.9219,-1335.3516,-10.6171875
1955-10-14,-1732.7188,255.09375,467.22656,-1469.4375,-6.15625
1955-10-15,-745.4844,975.2344,200.5,-1712.3672,38.9375
1955-10-16,-963.0547,1191.2969,-1192.7812,-2261.4688,-8.578125
1955-10-17,-636.4844,766.28125,-1341.0938,-1753.8438,38.140625
1955-10-18,-25.4375,723.7578,50.96875,-2906.25,211.02344
1955-10-19,-790.9297,1123.6719,-142.20312,-2068.7422,88.88281
1955-10-20,-1281.375,656.2422,-973.5703,630.21094,26.835938
1955-10-21,-438.39062,616.3125,-1207.6562,1593.8594,-15.71875
1955-10-22,-365.45312,616.625,-953.9453,289.7578,-32.320312
1955-10-23,-1128.2266,528.1719,-353.4453,-320.6172,2.265625
1955-10-24,-1745.1953,-544.71875,788.4453,371.71875,97.36719
1955-10-25,-1761.9609,-1318.6875,916.0547,1090.1406,137.54688
1955-10-26,-794.71875,-842.28125,690.8906,676.15625,96.71875
1955-10-27,-255.60156,-594.4453,-334.0625,866.8125,25.007812
1955-10-28,-241.4375,-740.46875,526.34375,218.67188,8.8203125
1955-10-29,108.24219,-861.375,878.4297,185.0625,-53.320312
1955-10-30,579.125,-535.375,1262.8672,225.75781,-63.84375
1955-10-31,714.72656,-65.59375,1240.3984,833.5547,-28.4375
1955-11-01,802.34375,-155.875,1879.0078,-365.08594,-101.78125
1955-11-02,1361.2891,-1136.1328,1975.7969,-722.4922,-83.53906
1955-11-03,1076.2812,-465.91406,1138.1406,-888.1797,64.65625
1955-11-04,901.0781,776.0547,296.4375,424.82812,171.13281
1955-11-05,609.7422,662.46875,-252.39844,946.5547,98.60156
1955-11-06,213.05469,932.2578,7.9140625,108.67969,1.8984375
1955-11-07,662.77344,2179.961,168.6875,524.72656,37.71875
1955-11-08,1017.4219,1560.1016,14.984375,1044.9922,34.054688
1955-11-09,458.4922,970.60156,-189.72656,-329.64844,-112.14844
1955-11-10,546.5469,610.8906,804.7031,476.64844,-238.39062
1955-11-11,397.4453,168.72656,1210.0547,878.4219,-107.078125
1955-11-12,321.48438,115.96094,571.02344,-44.4375,-62.953125
1955-11-13,611.33594,388.83594,-436.27344,-925.96094,-69.875
1955-11-14,860.91406,780.9531,-917.10156,-907.6953,-173.8125
1955-11-15,240.48438,952.72656,-1134.8828,-545.03906,-169.41406
1955-11-16,-569.84375,966.28125,-601.5703,249.71094,-161.28906
1955-11-17,-1731.875,1034.6406,756.6172,73.078125,-103.38281
1955-11-18,-771.8281,622.4844,1617.6094,-198.09375,-81.25781
1955-11-19,-1452.0703,760.375,1117.3203,338.91406,-29.976562
1955-11-20,-2016.1406,1571.0312,591.7344,410.10156,32.460938
1955-11-21,-1141.0,1043.1953,261.71094,-250.42969,19.140625
1955-11-22,-792.8672,681.03906,754.9844,-272.42188,-25.203125
1955-11-23,-373.76562,673.90625,1099.75,759.9844,-36.320312
1955-11-24,-124.64844,556.2031,785.59375,852.02344,-0.3046875
1955-11-25,-1506.2422,-55.054688,694.6406,701.0156,87.296875
1955-11-26,-965.1094,-272.95312,1613.7812,771.35156,50.046875
1955-11-27,102.765625,-573.3125,1902.0078,1045.6719,8.9140625
1955-11-28,-256.83594,158.73438,1647.7422,929.03125,28.320312
1955-11-29,-404.52344,278.7578,1755.8359,-552.5781,71.1875
1955-11-30,-872.90625,-202.76562,1022.0781,112.74219,158.5
1955-12-01,-1365.0391,145.16406,-163.15625,491.92188,144.71094
1955-12-02,-2066.2734,355.71875,-1596.4688,927.0703,-35.492188
1955-12-03,-1670.8828,-582.02344,-1490.0781,922.60156,-25.59375
1955-12-04,-499.98438,-752.4219,-507.6797,809.3828,19.476562
1955-12-05,107.4375,-470.26562,354.01562,439.08594,137.75781
1955-12-06,-434.3047,-244.30469,1529.1406,276.42188,121.71094
1955-12-07,-83.328125,-524.0547,2124.086,-80.16406,130.73438
1955-12-08,-611.28906,-225.32031,2394.0234,-838.8281,167.63281
1955-12-09,-1273.2422,-10.484375,1920.3047,-9.6484375,209.30469
1955-12-10,-940.08594,146.78906,2076.711,683.2578,132.66406
1955-12-11,-1236.1484,209.29688,2008.8984,866.1328,-4.9921875
1955-12-12,-1696.8906,580.65625,936.7578,284.375,-80.92969
1955-12-13,-634.96875,334.35938,263.1172,-237.39062,-37.851562
1955-12-14,678.3906,14.0078125,106.6875,-110.83594,15.34375
1955-12-15,1097.4844,12.875,325.21875,-369.6328,0.2265625
1955-12-16,770.6797,151.48438,1299.5547,-736.8594,-30.515625
1955-12-17,-596.0547,916.4375,2515.3203,-596.09375,35.328125
1955-12-18,-109.078125,1168.5781,2786.6953,640.09375,61.953125
1955-12-19,478.1953,835.3672,1777.3672,171.125,9.3203125
1955-12-20,-498.83594,869.0078,220.66406,-896.2031,-175.875
1955-12-21,171.17188,1042.9609,-625.625,-425.39062,-95.375
1955-12-22,1151.2188,904.28906,-825.53906,301.48438,-26.460938
1955-12-23,-253.04688,1269.1875,-805.4844,385.7578,99.75
1955-12-24,-1256.5,1874.0469,0.7109375,-887.375,160.05469
1955-12-25,-845.78125,2359.1094,630.7969,96.33594,-46.90625
1955-12-26,-365.23438,2261.2578,468.5547,247.875,-251.61719
1955-12-27,129.60938,1646.5234,-1004.625,-44.453125,-273.42188
1955-12-28,1052.1172,1161.5938,-1307.4141,-57.851562,-129.60938
1955-12-29,969.4219,1359.5312,-1008.6328,-525.375,-93.08594
1955-12-30,824.47656,1580.8984,-194.89844,-1405.9531,-259.10156
1955-12-31,2075.0078,1103.875,-47.929688,-1158.0391,-276.29688
1956-01-01,1254.0156,843.6094,-1375.7812,-625.3906,-147.35156
1956-01-02,450.1172,1042.8047,-2013.625,339.89062,-95.65625
1956-01-03,843.1172,1221.75,-896.2344,1204.9922,-195.83594
1956-01-04,926.33594,1131.5312,-139.19531,858.375,-337.5547
1956-01-05,449.3203,559.7344,102.10156,186.03906,-335.85938
1956-01-06,-178.84375,1011.1328,513.47656,-2019.2422,-243.13281
1956-01-07,-487.9922,1416.4375,1222.1953,-1209.3594,-307.1172
1956-01-08,-883.2422,1313.8125,1616.5469,-70.34375,-264.33594
1956-01-09,-1990.625,1325.9531,2888.5547,145.35156,-79.34375
1956-01-10,-1591.25,1260.0,3560.289,564.2578,-112.0625
1956-01-11,-1020.60156,544.47656,3118.0234,847.3594,-111.890625
1956-01-12,-761.52344,922.25,2658.7188,628.03906,-11.9921875
1956-01-13,-216.94531,842.65625,1393.8672,742.8828,94.49219
1956-01-14,508.48438,1006.4375,-696.25,1299.0547,-30.96875
1956-01-15,1341.1016,991.52344,-1350.3047,682.52344,-74.22656
1956-01-16,686.97656,1130.9609,0.3671875,753.89844,-97.625
1956-01-17,1505.0391,1260.5,1330.6719,769.21094,49.984375
1956-01-18,951.90625,676.34375,1502.8438,-16.59375,134.50781
1956-01-19,1028.0391,235.26562,1422.4688,432.85938,65.66406
1956-01-20,1093.4844,421.16406,1227.75,-518.2031,-94.0625
1956-01-21,238.07031,209.14062,288.2422,84.96094,-20.65625
1956-01-22,-100.58594,-302.77344,698.58594,1006.4375,24.476562
1956-01-23,68.90625,-224.19531,1273.125,13.171875,-56.703125
1956-01-24,-637.7969,-216.67188,1852.2188,-1690.9219,-109.484375
1956-01-25,-1189.6953,-422.64844,1498.5703,-1194.9766,-38.84375
1956-01-26,-895.09375,-68.203125,503.0625,-363.8047,-28.414062
1956-01-27,170.50781,361.10938,-68.32031,-250.11719,37.890625
1956-01-28,499.9453,190.96875,-295.78125,-729.4844,107.96094
1956-01-29,678.1406,180.16406,-1338.125,-112.796875,73.39844
1956-01-30,737.8203,-185.08594,-3476.4375,1039.2188,70.10156
1956-01-31,527.1328,-641.2031,-3353.414,-573.89844,88.94531
1956-02-01,-380.8125,-963.91406,-2822.3594,-1560.3203,113.171875
1956-02-02,-478.3047,-898.10156,-2735.1484,-807.8125,63.476562
1956-02-03,-377.97656,-55.867188,-2386.1484,666.6406,-61.890625
1956-02-04,301.78906,-193.01562,-1734.3516,1069.5078,-137.73438
1956-02-05,771.60156,-311.89062,-462.78125,435.5078,-91.40625
1956-02-06,1607.2109,-127.765625,-573.90625,6.8359375,94.640625
1956-02-07,2348.1094,-146.375,-1042.0234,363.9375,90.71875
1956-02-08,2286.461,1.03125,-2022.7422,884.0,49.585938
1956-02-09,2130.7422,5.0703125,-1135.7031,490.51562,-85.42969
1956-02-10,1754.5547,49.65625,-382.08594,-513.5156,-113.78906
1956-02-11,1703.8594,-66.52344,-5.984375,-204.46875,-88.17969
1956-02-12,1756.7812,-69.578125,-1260.7969,-1131.6406,33.046875
1956-02-13,1920.25,145.0625,-1233.625,-492.0547,-21.9375
1956-02-14,1451.0547,111.53906,1151.4219,157.75781,-114.21875
1956-02-15,719.3828,246.32031,2627.2812,923.71875,-137.875
1956-02-16,636.83594,24.398438,1549.8672,1052.9062,-116.38281
1956-02-17,811.96094,-184.98438,1121.0156,824.28125,-73.34375
1956-02-18,726.125,595.0,658.7031,1168.4844,-128.83594
1956-02-19,-6.3828125,867.875,712.46094,829.8281,-168.42188
1956-02-20,-570.71875,1112.9141,970.25,-233.53906,-169.53125
1956-02-21,-486.0078,998.0547,1214.4531,92.0625,-116.53906
1956-02-22,-850.375,939.3125,1394.5547,415.14062,-141.28125
1956-02-23,369.5078,985.8828,1871.2656,1823.6016,-75.13281
1956-02-24,445.4375,969.96094,1967.3281,2064.211,-23.96875
1956-02-25,1130.9297,596.3047,1190.2969,1563.7422,-0.90625
1956-02-26,2044.7188,774.6953,1039.75,1012.4375,-45.265625
1956-02-27,2408.8594,819.4453,700.4297,59.070312,-20.4375
1956-02-28,2269.914,981.25,239.70312,138.22656,78.796875
1956-02-29,1841.1875,1354.25,-1015.9453,410.7422,66.38281
1956-03-01,1536.5547,1361.4062,-1594.125,736.9297,-18.484375
1956-03-02,1173.3984,953.78906,-1674.7656,666.4922,-67.05469
1956-03-03,1466.1953,717.28906,-1407.9922,805.15625,-55.53125
1956-03-04,1495.1875,291.76562,-857.97656,764.09375,-1.125
1956-03-05,1579.0625,404.6875,-772.6797,446.84375,2.21875
1956-03-06,1526.6719,311.3828,-1175.125,661.77344,-111.88281
1956-03-07,1219.6094,1360.7344,-1071.6016,1638.0078,-177.17188
1956-03-08,1492.2031,577.64844,-1124.3047,1463.0312,-57.96875
1956-03-09,1261.7188,115.46875,-1294.2812,-24.117188,-7.609375
1956-03-10,-114.1875,-8.7109375,-1146.3359,47.09375,19.210938
1956-03-11,-980.9844,744.28125,-2138.375,-424.6953,4.4921875
1956-03-12,-1144.5156,429.5078,-1856.3281,-901.09375,47.828125
1956-03-13,-1034.9375,316.92188,-2025.9062,-500.70312,33.460938
1956-03-14,-729.52344,464.27344,-1725.1172,1025.3594,65.140625
1956-03-15,-591.3906,670.2969,-1522.2812,884.6094,93.99219
1956-03-16,15.84375,618.5469,-1704.7969,501.8828,99.21875
1956-03-17,137.99219,405.9297,-1037.0703,795.77344,112.44531
1956-03-18,-1207.0781,-54.609375,-130.51562,113.890625,164.0625
1956-03-19,-2219.0469,-245.5625,-1115.6562,733.3672,175.125
1956-03-20,-1364.7031,-58.195312,-1723.1953,1625.125,168.91406
1956-03-21,-259.92188,-1030.4062,-1124.5781,2829.0938,42.304688
1956-03-22,-242.71094,-1091.125,-984.33594,3542.1953,-15.3203125
1956-03-23,350.875,-1392.0938,-1165.6328,3656.625,-22.492188
1956-03-24,439.60938,-507.75,-584.2578,2760.4688,-39.96875
1956-03-25,-53.484375,1158.0938,-126.36719,1676.9922,-51.664062
1956-03-26,-328.59375,538.64844,-337.54688,1010.6953,9.3828125
1956-03-27,-136.54688,53.515625,-842.3828,593.3672,20.609375
1956-03-28,-741.5625,-228.92188,-289.39062,-398.16406,30.203125
1956-03-29,-820.3906,-936.0547,584.25,-538.21875,-32.796875
1956-03-30,-123.85156,-1349.6953,731.89844,35.375,-95.140625
1956-03-31,418.625,-1338.3984,1037.2969,396.71875,-44.804688
1956-04-01,387.54688,-1046.8984,937.8594,157.45312,17.515625
1956-04-02,455.1172,-503.59375,1248.5312,916.875,-3.390625
1956-04-03,445.40625,150.80469,1060.3906,-1748.2891,-25.859375
1956-04-04,708.66406,102.97656,670.0,-1533.375,56.492188
1956-04-05,1120.5156,82.94531,690.66406,-1405.7188,-30.546875
1956-04-06,812.03906,557.66406,548.28125,-569.5703,-115.59375
1956-04-07,97.171875,-27.132812,1233.1562,-2017.7109,-95.234375
1956-04-08,-148.77344,-88.60156,1099.8047,-1948.3125,-128.25781
1956-04-09,189.27344,209.89844,203.89062,-1316.5781,-104.38281
1956-04-10,318.53125,574.22656,-90.6875,-839.03125,-69.27344
1956-04-11,253.57812,986.6953,151.5625,-907.7344,28.320312
1956-04-12,65.5,1068.375,153.85938,-1197.0469,100.14844
1956-04-13,264.17188,949.3594,565.4453,-1767.8125,96.75781
1956-04-14,516.46875,1077.8281,491.0703,-1208.2891,129.95312
1956-04-15,652.3594,940.53125,158.95312,-723.7422,109.67969
1956-04-16,649.6797,513.8828,50.421875,-312.17188,4.0703125
1956-04-17,607.21875,1127.6172,-348.5625,608.46094,-3.0859375
1956-04-18,597.1172,1073.1406,-240.6875,498.03125,-156.20312
1956-04-19,234.07812,164.89062,277.5625,-1471.0703,-126.61719
1956-04-20,163.03125,-128.14062,127.42969,-766.6719,-52.429688
1956-04-21,427.85156,134.07812,-452.4453,404.625,24.328125
1956-04-22,513.125,-58.25,22.554688,355.58594,-37.257812
1956-04-23,221.94531,-742.8203,617.89844,77.265625,25.054688
1956-04-24,669.9531,-1820.8906,770.39844,149.66406,68.921875
1956-04-25,941.58594,-1321.2891,1151.1094,149.90625,77.47656
1956-04-26,751.4375,-720.65625,797.2031,90.80469,18.96875
1956-04-27,429.21875,-156.82031,-261.34375,-146.96094,2.7109375
1956-04-28,-992.15625,209.95312,-1595.875,-1335.6953,-46.351562
1956-04-29,-1000.7969,1296.1797,-198.51562,-2255.0078,-14.3984375
1956-04-30,-170.26562,1757.6953,-517.0703,-2594.9766,-47.710938
1956-05-01,195.375,1775.8438,-334.875,-2414.586,-23.445312
1956-05-02,670.1328,2126.375,-332.1797,-1454.0781,-71.30469
1956-05-03,884.2422,2863.711,-375.01562,-842.5781,-142.52344
1956-05-04,379.7578,2010.5938,-608.96875,-84.796875,-203.17969
1956-05-05,104.05469,535.28125,-551.2031,867.7031,-186.53906
1956-05-06,114.53125,654.77344,-578.7656,-687.84375,-115.671875
1956-05-07,-351.0078,924.1875,-1023.4297,-816.9375,-113.875
1956-05-08,-232.57031,310.92188,-574.3594,-2186.289,-163.72656
1956-05-09,-110.67969,30.765625,-432.1875,-1715.7188,-182.39062
1956-05-10,-416.59375,525.64844,-635.125,-1411.7891,-106.234375
1956-05-11,-365.4922,133.61719,-534.9922,-1180.7578,-42.070312
1956-05-12,-469.9375,-782.9844,-908.7031,-451.5547,-85.8125
1956-05-13,-598.4375,-1107.4609,-1104.4375,-27.9375,-65.88281
1956-05-14,-890.7578,-1356.0234,-701.78906,-195.00781,62.945312
1956-05-15,-584.2578,-515.9453,-17.914062,-125.07031,109.19531
1956-05-16,-257.6328,-31.023438,331.98438,-409.85938,109.36719
1956-05-17,-6.9296875,-215.82812,-464.3672,-2208.2266,178.61719
1956-05-18,71.86719,-187.82812,-1003.21875,-3261.1016,96.41406
1956-05-19,513.9844,-611.375,-1142.5391,-2570.2344,-43.671875
1956-05-20,715.6172,-1037.1094,-668.0469,-2585.1484,-79.72656
1956-05-21,520.5469,-516.47656,-67.25,-2628.5312,39.65625
1956-05-22,497.0703,-506.73438,-64.32031,-1852.7578,136.17188
1956-05-23,-525.08594,-1169.1953,-304.3125,-1460.3906,34.875
1956-05-24,-985.03125,-698.02344,-773.8203,-1582.7734,85.22656
1956-05-25,-762.2969,250.61719,-1221.9375,-1763.125,160.14062
1956-05-26,-360.6328,472.20312,-1389.6953,-1155.7422,59.09375
1956-05-27,-117.421875,533.8906,-1523.3281,-155.29688,-131.49219
1956-05-28,-218.65625,341.98438,-992.78125,413.0,-167.69531
1956-05-29,-339.125,-1098.3125,-79.546875,-198.28125,-12.1171875
1956-05-30,-409.20312,-1591.7891,147.58594,-1809.8672,-33.460938
1956-05-31,-310.1797,206.88281,-130.88281,-2237.5,-99.28125
1956-06-01,-49.625,1022.1094,44.015625,-1359.9844,-96.09375
1956-06-02,77.41406,492.5078,82.515625,-2295.6562,-80.16406
1956-06-03,-40.96875,-94.64844,-140.05469,-2758.7656,-97.75781
1956-06-04,-403.1328,-729.0156,-240.35156,-2269.1797,6.3671875
1956-06-05,344.875,-1170.8906,-130.32812,-679.28906,-42.367188
1956-06-06,767.97656,-1354.5938,-387.23438,-326.0547,-37.664062
1956-06-07,797.0625,-1399.2188,-575.7578,-2062.2656,63.429688
