,cluster,nodes_lat,nodes_lon
667,4,67.5,15.0
668,4,67.5,15.5
669,4,67.5,16.0
670,4,67.5,16.5
671,4,67.5,17.0
672,4,67.5,17.5
673,4,67.5,18.0
674,4,67.5,18.5
675,1,67.5,19.0
676,1,67.5,19.5
677,4,67.5,20.0
678,4,67.5,20.5
679,4,67.5,21.0
680,4,67.5,21.5
681,4,67.5,22.0
682,4,67.5,22.5
683,4,67.5,23.0
684,4,67.5,23.5
685,4,67.5,24.0
686,4,67.5,24.5
687,4,67.5,25.0
688,4,67.5,25.5
689,4,67.5,26.0
690,4,67.5,26.5
691,4,67.5,27.0
692,4,67.5,27.5
693,4,67.5,28.0
694,4,67.5,28.5
695,4,67.5,29.0
696,4,67.5,29.5
697,4,67.5,30.0
698,4,67.5,30.5
699,4,67.5,31.0
700,4,67.5,31.5
701,4,67.5,32.0
702,4,67.5,32.5
703,4,67.5,33.0
704,4,67.5,33.5
705,4,67.5,34.0
706,4,67.5,34.5
707,4,67.5,35.0
708,4,67.5,35.5
709,4,67.5,36.0
710,4,67.5,36.5
711,4,67.5,37.0
712,4,67.5,37.5
713,4,67.5,38.0
714,4,67.5,38.5
715,4,67.5,39.0
716,4,67.5,39.5
717,4,67.5,40.0
718,4,67.5,40.5
719,4,67.5,41.0
720,4,67.5,41.5
721,4,67.5,42.0
722,4,67.5,42.5
723,4,67.5,43.0
724,4,67.5,43.5
725,4,67.5,44.0
726,4,67.0,-16.0
727,4,67.0,-15.5
728,4,67.0,-15.0
729,4,67.0,-14.5
730,4,67.0,-14.0
731,4,67.0,-13.5
732,4,67.0,-13.0
733,4,67.0,-12.5
734,4,67.0,-12.0
735,4,67.0,-11.5
736,4,67.0,-11.0
737,4,67.0,-10.5
738,4,67.0,-10.0
739,4,67.0,-9.5
740,4,67.0,-9.0
741,4,67.0,-8.5
742,4,67.0,-8.0
743,4,67.0,-7.5
744,4,67.0,-7.0
745,4,67.0,-6.5
746,4,67.0,-6.0
747,4,67.0,-5.5
748,4,67.0,-5.0
749,4,67.0,-4.5
750,4,67.0,-4.0
751,4,67.0,-3.5
752,4,67.0,-3.0
753,4,67.0,-2.5
754,4,67.0,-2.0
755,4,67.0,-1.5
756,4,67.0,-1.0
757,4,67.0,-0.5
758,4,67.0,0.0
759,4,67.0,0.5
760,4,67.0,1.0
761,4,67.0,1.5
762,4,67.0,2.0
763,4,67.0,2.5
764,4,67.0,3.0
765,4,67.0,3.5
766,4,67.0,4.0
767,4,67.0,4.5
768,4,67.0,5.0
769,4,67.0,5.5
770,4,67.0,6.0
771,4,67.0,6.5
772,4,67.0,7.0
773,4,67.0,7.5
774,4,67.0,8.0
775,4,67.0,8.5
776,4,67.0,9.0
777,4,67.0,9.5
778,4,67.0,10.0
779,4,67.0,10.5
780,4,67.0,11.0
781,4,67.0,11.5
782,4,67.0,12.0
783,4,67.0,12.5
784,4,67.0,13.0
785,4,67.0,13.5
786,4,67.0,14.0
787,4,67.0,14.5
788,4,67.0,15.0
789,4,67.0,15.5
790,4,67.0,16.0
791,4,67.0,16.5
792,4,67.0,17.0
793,4,67.0,17.5
794,1,67.0,18.0
795,1,67.0,18.5
796,1,67.0,19.0
797,1,67.0,19.5
798,1,67.0,20.0
799,1,67.0,20.5
800,1,67.0,21.0
801,1,67.0,21.5
802,4,67.0,22.0
803,4,67.0,22.5
804,4,67.0,23.0
805,4,67.0,23.5
806,4,67.0,24.0
807,4,67.0,24.5
808,4,67.0,25.0
809,4,67.0,25.5
810,4,67.0,26.0
811,4,67.0,26.5
812,4,67.0,27.0
813,4,67.0,27.5
814,4,67.0,28.0
815,4,67.0,28.5
816,4,67.0,29.0
817,4,67.0,29.5
818,4,67.0,30.0
819,4,67.0,30.5
820,4,67.0,31.0
821,4,67.0,31.5
822,4,67.0,32.0
823,4,67.0,32.5
824,4,67.0,33.0
825,4,67.0,33.5
826,4,67.0,34.0
827,4,67.0,34.5
828,4,67.0,35.0
829,4,67.0,35.5
830,4,67.0,36.0
831,4,67.0,36.5
832,4,67.0,37.0
833,4,67.0,37.5
834,4,67.0,38.0
835,4,67.0,38.5
836,4,67.0,39.0
837,4,67.0,39.5
838,4,67.0,40.0
839,4,67.0,40.5
840,4,67.0,41.0
841,4,67.0,41.5
842,4,67.0,42.0
843,4,67.0,42.5
844,4,67.0,43.0
845,4,67.0,43.5
846,4,67.0,44.0
847,5,66.5,-16.0
848,5,66.5,-15.5
849,5,66.5,-15.0
850,5,66.5,-14.5
851,5,66.5,-14.0
852,5,66.5,-13.5
853,5,66.5,-13.0
854,5,66.5,-12.5
855,5,66.5,-12.0
856,5,66.5,-11.5
857,5,66.5,-11.0
858,5,66.5,-10.5
859,5,66.5,-10.0
860,5,66.5,-9.5
861,5,66.5,-9.0
862,5,66.5,-8.5
863,5,66.5,-8.0
864,5,66.5,-7.5
865,5,66.5,-7.0
866,5,66.5,-6.5
867,5,66.5,-6.0
868,5,66.5,-5.5
869,5,66.5,-5.0
870,5,66.5,-4.5
871,5,66.5,-4.0
872,5,66.5,-3.5
873,5,66.5,-3.0
874,5,66.5,-2.5
875,4,66.5,-2.0
876,4,66.5,-1.5
877,4,66.5,-1.0
878,4,66.5,-0.5
879,4,66.5,0.0
880,4,66.5,0.5
881,4,66.5,1.0
882,4,66.5,1.5
883,4,66.5,2.0
884,4,66.5,2.5
885,4,66.5,3.0
886,4,66.5,3.5
887,4,66.5,4.0
888,4,66.5,4.5
889,4,66.5,5.0
890,4,66.5,5.5
891,4,66.5,6.0
892,4,66.5,6.5
893,4,66.5,7.0
894,4,66.5,7.5
895,4,66.5,8.0
896,4,66.5,8.5
897,4,66.5,9.0
898,4,66.5,9.5
899,4,66.5,10.0
900,4,66.5,10.5
901,4,66.5,11.0
902,4,66.5,11.5
903,4,66.5,12.0
904,4,66.5,12.5
905,4,66.5,13.0
906,4,66.5,13.5
907,4,66.5,14.0
908,4,66.5,14.5
909,4,66.5,15.0
910,4,66.5,15.5
911,4,66.5,16.0
912,4,66.5,16.5
913,1,66.5,17.0
914,1,66.5,17.5
915,1,66.5,18.0
916,1,66.5,18.5
917,1,66.5,19.0
918,1,66.5,19.5
919,1,66.5,20.0
920,1,66.5,20.5
921,1,66.5,21.0
922,1,66.5,21.5
923,1,66.5,22.0
924,1,66.5,22.5
925,1,66.5,23.0
926,4,66.5,23.5
927,4,66.5,24.0
928,4,66.5,24.5
929,4,66.5,25.0
930,4,66.5,25.5
931,4,66.5,26.0
932,4,66.5,26.5
933,4,66.5,27.0
934,4,66.5,27.5
935,4,66.5,28.0
936,4,66.5,28.5
937,4,66.5,29.0
938,4,66.5,29.5
939,4,66.5,30.0
940,4,66.5,30.5
941,4,66.5,31.0
942,4,66.5,31.5
943,4,66.5,32.0
944,4,66.5,32.5
945,4,66.5,33.0
946,4,66.5,33.5
947,4,66.5,34.0
948,4,66.5,34.5
949,4,66.5,35.0
950,4,66.5,35.5
951,4,66.5,36.0
952,4,66.5,36.5
953,4,66.5,37.0
954,4,66.5,37.5
955,4,66.5,38.0
956,4,66.5,38.5
957,4,66.5,39.0
958,4,66.5,39.5
959,4,66.5,40.0
960,4,66.5,40.5
961,4,66.5,41.0
962,4,66.5,41.5
963,4,66.5,42.0
964,4,66.5,42.5
965,4,66.5,43.0
966,4,66.5,43.5
967,4,66.5,44.0
968,5,66.0,-16.0
969,5,66.0,-15.5
970,5,66.0,-15.0
971,5,66.0,-14.5
972,5,66.0,-14.0
973,5,66.0,-13.5
974,5,66.0,-13.0
975,5,66.0,-12.5
976,5,66.0,-12.0
977,5,66.0,-11.5
978,5,66.0,-11.0
979,5,66.0,-10.5
980,5,66.0,-10.0
981,5,66.0,-9.5
982,5,66.0,-9.0
983,5,66.0,-8.5
984,5,66.0,-8.0
985,5,66.0,-7.5
986,5,66.0,-7.0
987,5,66.0,-6.5
988,5,66.0,-6.0
989,5,66.0,-5.5
990,5,66.0,-5.0
991,5,66.0,-4.5
992,5,66.0,-4.0
993,5,66.0,-3.5
994,5,66.0,-3.0
995,5,66.0,-2.5
996,5,66.0,-2.0
997,5,66.0,-1.5
998,5,66.0,-1.0
999,5,66.0,-0.5
1000,5,66.0,0.0
1001,5,66.0,0.5
1002,5,66.0,1.0
1003,4,66.0,1.5
1004,4,66.0,2.0
1005,4,66.0,2.5
1006,4,66.0,3.0
1007,4,66.0,3.5
1008,4,66.0,4.0
1009,4,66.0,4.5
1010,4,66.0,5.0
1011,4,66.0,5.5
1012,4,66.0,6.0
1013,4,66.0,6.5
1014,4,66.0,7.0
1015,4,66.0,7.5
1016,4,66.0,8.0
1017,4,66.0,8.5
1018,4,66.0,9.0
1019,4,66.0,9.5
1020,4,66.0,10.0
1021,4,66.0,10.5
1022,4,66.0,11.0
1023,4,66.0,11.5
1024,4,66.0,12.0
1025,4,66.0,12.5
1026,4,66.0,13.0
1027,4,66.0,13.5
1028,4,66.0,14.0
1029,4,66.0,14.5
1030,4,66.0,15.0
1031,4,66.0,15.5
1032,4,66.0,16.0
1033,1,66.0,16.5
1034,1,66.0,17.0
1035,1,66.0,17.5
1036,1,66.0,18.0
1037,1,66.0,18.5
1038,1,66.0,19.0
1039,1,66.0,19.5
1040,1,66.0,20.0
1041,1,66.0,20.5
1042,1,66.0,21.0
1043,1,66.0,21.5
1044,1,66.0,22.0
1045,1,66.0,22.5
1046,1,66.0,23.0
1047,1,66.0,23.5
1048,1,66.0,24.0
1049,1,66.0,24.5
1050,4,66.0,25.0
1051,4,66.0,25.5
1052,4,66.0,26.0
1053,4,66.0,26.5
1054,4,66.0,27.0
1055,4,66.0,27.5
1056,4,66.0,28.0
1057,4,66.0,28.5
1058,4,66.0,29.0
1059,4,66.0,29.5
1060,4,66.0,30.0
1061,4,66.0,30.5
1062,4,66.0,31.0
1063,4,66.0,31.5
1064,4,66.0,32.0
1065,4,66.0,32.5
1066,4,66.0,33.0
1067,4,66.0,33.5
1068,4,66.0,34.0
1069,4,66.0,34.5
1070,4,66.0,35.0
1071,4,66.0,35.5
1072,4,66.0,36.0
1073,4,66.0,36.5
1074,4,66.0,37.0
1075,4,66.0,37.5
1076,4,66.0,38.0
1077,4,66.0,38.5
1078,4,66.0,39.0
1079,4,66.0,39.5
1080,4,66.0,40.0
1081,4,66.0,40.5
1082,4,66.0,41.0
1083,4,66.0,41.5
1084,4,66.0,42.0
1085,4,66.0,42.5
1086,4,66.0,43.0
1087,4,66.0,43.5
1088,4,66.0,44.0
1089,5,65.5,-16.0
1090,5,65.5,-15.5
1091,5,65.5,-15.0
1092,5,65.5,-14.5
1093,5,65.5,-14.0
1094,5,65.5,-13.5
1095,5,65.5,-13.0
1096,5,65.5,-12.5
1097,5,65.5,-12.0
1098,5,65.5,-11.5
1099,5,65.5,-11.0
1100,5,65.5,-10.5
1101,5,65.5,-10.0
1102,5,65.5,-9.5
1103,5,65.5,-9.0
1104,5,65.5,-8.5
1105,5,65.5,-8.0
1106,5,65.5,-7.5
1107,5,65.5,-7.0
1108,5,65.5,-6.5
1109,5,65.5,-6.0
1110,5,65.5,-5.5
1111,5,65.5,-5.0
1112,5,65.5,-4.5
1113,5,65.5,-4.0
1114,5,65.5,-3.5
1115,5,65.5,-3.0
1116,5,65.5,-2.5
1117,5,65.5,-2.0
1118,5,65.5,-1.5
1119,5,65.5,-1.0
1120,5,65.5,-0.5
1121,5,65.5,0.0
1122,5,65.5,0.5
