,z500World_cluster1,z500World_cluster2,z500World_cluster3,z500World_cluster4,z500World_cluster5
1962-04-07,-115.56641,-2562.2773,-557.59766,175.15234,-695.78906
1962-04-08,-108.265625,-1491.9102,-165.22656,-28.300781,-543.5547
1962-04-09,-66.765625,50.48047,-950.4844,-869.5742,-292.3203
1962-04-10,-69.01172,-311.77734,-1269.8203,-519.76953,160.73438
1962-04-11,-106.98828,-1314.9062,-2012.3867,-40.21875,167.25
1962-04-12,-141.15234,-794.97266,-2822.1133,261.46484,186.76172
1962-04-13,-130.71094,-2257.5938,-2448.3906,385.15625,-264.63672
1962-04-14,-137.92188,-1090.625,-1831.707,745.21875,-540.7344
1962-04-15,-145.91016,-477.29688,-1893.3711,352.875,-220.72656
1962-04-16,-110.578125,-2861.3086,-2395.914,-199.88281,136.01562
1962-04-17,-86.83203,-1818.5508,-1746.375,-105.26172,330.4375
1962-04-18,-43.101562,-458.6953,-1129.668,149.96484,-37.492188
1962-04-19,-62.29297,-803.73047,-335.45312,155.10547,-354.8164
1962-04-20,-102.86719,-2128.4023,234.6836,369.26562,-254.4336
1962-04-21,-85.375,-3255.6016,-366.5586,381.6797,-35.6875
1962-04-22,-56.48047,-1421.375,-1412.4844,646.8164,161.51172
1962-04-23,-49.429688,-1022.2383,-1672.0938,488.1211,107.39844
1962-04-24,-76.24609,-255.97656,-1397.1406,-342.60547,-119.30859
1962-04-25,-78.97266,-890.97266,-1200.1719,-1164.6992,94.47266
1962-04-26,-73.578125,-299.03516,-576.96484,-1188.8594,343.15625
1962-04-27,-69.40625,-468.5703,-87.40234,-510.17188,696.6836
1962-04-28,-115.73047,-1292.793,-632.2383,154.38281,393.51562
1962-04-29,-173.6289,-1038.1406,-614.77734,-48.25,380.95703
1962-04-30,-133.15625,-1068.6211,-565.5664,-133.13672,420.3125
1962-05-01,-178.38672,-990.72266,-283.07422,-708.65234,251.70312
1962-05-02,-216.19531,-1636.6211,-486.35938,-1060.4883,405.66797
1962-05-03,-102.26172,-1821.5742,-575.59375,-479.19922,607.71094
1962-05-04,-38.820312,-1462.3594,-1027.2344,743.2383,-554.47656
1962-05-05,-66.83203,-1265.4609,-711.59766,1352.4727,-349.67578
1962-05-06,-149.47656,-769.66406,-205.42578,1303.4453,-842.84375
1962-05-07,-148.97266,-241.4336,-586.4844,959.91016,-501.91797
1962-05-08,-102.34766,-296.375,-882.2617,947.09375,22.054688
1962-05-09,-108.79297,-626.40234,-990.6914,528.6992,-243.60547
1962-05-10,-125.95703,-1331.1016,-1062.7812,240.63281,-207.54297
1962-05-11,-94.97656,-1297.3984,-924.6211,-284.73828,915.75
1962-05-12,-61.796875,-730.33203,-194.4961,-180.88281,419.41406
1962-05-13,-88.984375,-488.3047,136.17578,-536.4375,8.0546875
1962-05-14,-118.421875,-930.70703,147.89062,-983.8672,138.5039
1962-05-15,-139.28125,-1506.9609,465.17188,-947.26953,331.1914
1962-05-16,-168.01562,-1100.9219,819.625,-1071.5195,90.61328
1962-05-17,-148.65625,-978.84375,1062.4258,-374.89844,160.09766
1962-05-18,-57.953125,-2249.8242,1110.2148,-510.91406,-249.30078
1962-05-19,52.28125,-3112.0,714.0703,-574.5039,-755.2383
1962-05-20,45.07422,-1817.3359,562.0469,302.83984,-1076.0742
1962-05-21,22.121094,-2099.5156,427.2539,593.4258,-1397.4141
1962-05-22,41.777344,-3353.4375,175.69531,566.65625,-1364.0117
1962-05-23,68.171875,-3166.082,456.9922,169.1289,-1426.8125
1962-05-24,80.10547,-3500.7266,462.72656,-258.0586,-1648.0391
1962-05-25,59.433594,-3859.2227,203.60156,-316.28125,-1912.3086
1962-05-26,-22.019531,-2951.1172,-191.7539,-238.47656,-1933.0273
1962-05-27,-137.91016,-816.125,-361.08984,233.29297,-612.4961
1962-05-28,-118.15234,-579.04297,-730.09375,612.5039,450.0547
1962-05-29,-7.359375,-87.1875,-1172.7031,567.29297,1117.1836
1962-05-30,31.722656,-2198.125,-1190.9453,1505.3086,1002.5156
1962-05-31,-59.816406,-1483.4102,-632.40625,1046.207,851.6836
1962-06-01,-101.640625,-2821.3867,-109.25,619.96094,-30.734375
1962-06-02,-87.51172,-4404.9375,-640.85156,920.1875,-441.1211
1962-06-03,-54.15625,-3233.8125,-665.2383,1288.457,201.90234
1962-06-04,-34.996094,-1552.2812,-1.2265625,1663.4688,447.15625
1962-06-05,-77.765625,-1634.1172,562.65234,2386.5234,685.5664
1962-06-06,-134.8711,-1150.1562,838.6836,2601.3984,844.46484
1962-06-07,-156.54688,-1036.5156,497.32422,2716.7617,1301.4258
1962-06-08,-172.84766,-1101.6406,335.59375,2600.3672,1411.6953
1962-06-09,-175.82812,-1230.957,323.5664,2255.9219,1096.5273
1962-06-10,-114.23047,-1538.9531,781.1289,1587.5547,750.7969
1962-06-11,-114.95703,-1407.1914,1072.1992,617.3086,318.41797
1962-06-12,-112.61719,-313.0078,1628.2461,598.76953,-22.65625
1962-06-13,-55.09375,474.35938,1339.3789,-98.69141,706.7383
1962-06-14,-44.53125,812.84766,901.29297,-408.71094,1221.9414
1962-06-15,-124.64453,-102.484375,807.2031,-462.1172,609.08984
1962-06-16,-134.60156,-607.0469,84.72656,-975.89844,549.72656
1962-06-17,-85.08594,364.01172,449.32422,-651.96875,764.03125
1962-06-18,-101.0,231.95312,551.8789,-553.26953,946.8203
1962-06-19,-74.12891,-250.65234,231.15234,-130.01953,402.35938
1962-06-20,-135.66016,-1230.3398,-352.89062,28.019531,-20.386719
1962-06-21,-177.27734,-980.70703,-53.695312,-158.40234,-429.96484
1962-06-22,-142.26953,-1777.2344,614.85156,565.39453,-614.5
1962-06-23,-140.5625,-1563.4023,746.33203,790.39844,-829.7656
1962-06-24,-169.53906,-1068.6992,470.5078,1186.7383,-556.71484
1962-06-25,-248.625,533.5469,191.76562,1327.9883,-428.2422
1962-06-26,-254.98047,767.3047,1182.7148,1174.0547,-159.65234
1962-06-27,-207.63672,-691.3789,1459.6367,980.1875,-731.72266
1962-06-28,-129.69531,-577.5039,1385.5898,861.25,-1100.1758
1962-06-29,-98.03906,1793.1719,1662.4531,1575.4414,-899.9883
1962-06-30,-157.83203,1077.5781,1333.8633,1382.8203,-819.02734
1962-07-01,-171.67969,-218.98438,309.61328,-238.45703,-980.7617
1962-07-02,-135.6836,516.35547,-436.35938,-776.46875,-719.3281
1962-07-03,-142.03516,947.3203,-402.16406,179.71484,-238.77734
1962-07-04,-166.08594,2149.0508,-221.01172,645.9883,-396.82422
1962-07-05,-187.09766,1927.082,388.9375,647.9453,-315.28516
1962-07-06,-77.44922,2416.3203,354.34766,-97.19922,114.08984
1962-07-07,-28.730469,3012.6406,487.4336,-418.3672,199.82812
1962-07-08,4.4414062,2618.707,268.72266,-361.92578,73.48828
1962-07-09,-28.933594,1392.7656,53.359375,-719.9453,275.03125
1962-07-10,9.597656,-503.46094,735.85547,-908.53125,840.9258
1962-07-11,44.246094,-546.33984,413.14453,-430.52344,845.72656
1962-07-12,29.707031,-932.4492,-439.3125,-194.27344,1384.4648
1962-07-13,-61.410156,-455.41016,-1195.6797,-700.59375,2029.9648
1962-07-14,-84.59766,-1076.8984,-1044.7969,-1513.7188,2297.1992
1962-07-15,-131.57812,-3272.625,598.3828,-2061.5742,2286.1523
1962-07-16,-115.24219,-2254.3125,729.6797,-1431.6836,2449.4297
1962-07-17,-109.76172,-2238.336,403.1289,-1277.3008,2169.1172
1962-07-18,-123.69531,-3399.4414,103.078125,-232.5625,1710.4297
1962-07-19,-75.80469,-2740.6836,-304.39062,-403.66797,1660.6758
1962-07-20,-24.828125,-4083.1055,-236.92578,-1485.7891,1795.8594
1962-07-21,20.011719,-2355.6016,187.71484,-1034.1367,1364.4531
1962-07-22,-12.496094,-2035.9258,-1.0390625,-827.1172,1171.0781
1962-07-23,-50.128906,-2052.4492,-1003.03516,-859.9844,1318.7148
1962-07-24,-105.90625,-582.1172,-1176.2617,-794.33594,1030.332
1962-07-25,-87.21094,-24.117188,-1586.7969,-698.6914,363.4922
1962-07-26,-30.152344,-1134.6172,-1755.043,-253.07031,250.125
1962-07-27,27.433594,-2406.9375,-2111.0625,-144.67188,91.52734
1962-07-28,17.578125,-2776.5977,-2411.5156,-840.46484,159.76953
1962-07-29,-27.601562,-2071.0664,-1230.6562,-1157.4102,261.65234
1962-07-30,-0.55859375,-1327.293,-285.29297,-1883.6641,559.58203
1962-07-31,49.41797,-2077.8906,963.5508,-2085.4688,1059.6523
1962-08-01,74.50391,-354.0625,1560.3633,-1018.58594,1103.3008
1962-08-02,85.03906,-789.1328,1797.2109,-271.6172,1355.9336
1962-08-03,-18.273438,-373.42188,1681.2422,731.7031,1928.7969
1962-08-04,-39.15625,229.04297,2303.5312,584.09375,2094.8047
1962-08-05,18.671875,1496.5156,2742.9219,-290.11328,2034.2852
1962-08-06,44.527344,1483.125,2420.8438,261.94922,1995.2773
1962-08-07,-22.289062,334.64453,2205.8281,393.84375,1223.5586
1962-08-08,-43.4375,-209.29297,1808.8633,466.58203,316.7539
1962-08-09,-64.32422,-690.1367,1434.9492,247.82812,-277.29688
1962-08-10,-84.453125,-1254.6758,1249.6797,-4.1835938,-127.01953
1962-08-11,-75.88281,-1021.08203,746.28906,434.03516,-62.78125
1962-08-12,-181.95312,183.19922,33.222656,831.8789,-553.5664
1962-08-13,-140.55469,-77.578125,-239.48828,236.46484,-1001.7422
1962-08-14,-13.3203125,2098.1523,-304.28125,61.20703,-905.1172
1962-08-15,20.71875,1793.6914,-79.90234,298.08594,-645.3125
1962-08-16,-21.667969,1800.4727,175.63281,24.0,-516.78125
1962-08-17,-57.277344,2549.7617,483.48438,200.23828,-1021.39844
1962-08-18,-65.36328,1223.1836,547.5469,-286.70312,-1524.2266
1962-08-19,-14.765625,-959.3047,365.7422,-292.2578,-1761.5977
1962-08-20,-3.625,-1115.4531,228.11328,-262.73828,-1861.9844
1962-08-21,8.703125,-1569.2148,33.183594,-559.1797,-1937.3203
1962-08-22,-65.79297,-2789.2734,59.972656,-1214.3555,-1594.9258
1962-08-23,-117.34375,-2402.4375,-212.77734,-724.03906,-1233.0039
1962-08-24,-104.11719,-2352.8906,-299.8125,16.179688,-757.6836
1962-08-25,-59.703125,-1939.25,37.328125,298.77734,-655.0117
1962-08-26,-70.07422,-1235.3125,348.41406,-560.1875,-747.5078
1962-08-27,-121.08203,-19.476562,473.90234,-318.85156,-966.21484
1962-08-28,-155.61719,-637.0703,411.3086,-719.9883,-707.9453
1962-08-29,-133.5,-897.875,94.78125,-524.91016,183.89062
1962-08-30,-99.60547,-166.79688,58.117188,34.76172,389.83203
1962-08-31,-94.74219,213.09375,323.6328,897.78906,556.10547
1962-09-01,-66.38281,-439.76172,270.63672,1226.5195,900.53516
1962-09-02,-59.75,-717.15625,163.75781,469.94922,595.26953
1962-09-03,-23.746094,-882.4453,-190.66016,-23.636719,890.2461
1962-09-04,-31.648438,-347.7578,-714.96094,-554.47656,310.66016
1962-09-05,-48.066406,211.14453,-1000.1172,-1425.543,-1042.6523
1962-09-06,-48.679688,31.585938,-363.8125,-1284.6484,-1348.7734
1962-09-07,-80.34766,-68.03516,-148.35547,-1024.7617,-749.8906
1962-09-08,-104.90625,1156.1641,-377.01562,100.47656,-119.44922
1962-09-09,-67.75781,1792.7812,315.9922,1339.7969,-356.61328
1962-09-10,-51.160156,1110.8867,-416.14844,1136.0938,-593.9297
1962-09-11,-30.609375,1800.1055,-558.3633,-107.04297,-1122.9453
1962-09-12,-17.304688,1187.4375,-80.45703,46.71875,-1454.8516
1962-09-13,-38.203125,114.69531,446.6172,479.6797,-1121.6758
1962-09-14,-110.796875,-1278.6211,1054.1172,-80.35156,-1456.2656
1962-09-15,-120.74219,-96.38672,1432.0469,-396.94922,-1740.4922
1962-09-16,-71.82031,-1084.9141,2113.789,252.16016,-2258.9844
1962-09-17,-46.40625,-331.3047,735.2344,755.41406,-2626.7656
1962-09-18,-38.941406,-533.8594,-812.9453,836.3281,-1742.3906
1962-09-19,-65.22656,-1388.8359,-2340.5273,606.6836,-1491.5039
1962-09-20,-82.90234,-1339.9141,-1660.0859,610.09766,-1244.1562
1962-09-21,-30.09375,-2390.668,-1924.207,214.80078,-2191.6094
1962-09-22,-6.5742188,-2020.6562,-2139.8672,107.69531,-2033.2461
1962-09-23,-19.015625,-1620.2812,-1890.9102,469.9375,-1710.6602
1962-09-24,-35.20703,-1717.6719,-2928.254,378.55078,-1751.4492
1962-09-25,-7.8398438,-1903.2578,-1652.8477,137.0586,-1257.5312
1962-09-26,3.1484375,-1970.3438,-1568.5859,-18.632812,-1633.7852
1962-09-27,-37.851562,-1714.7617,-3057.8086,-186.89062,-694.9219
1962-09-28,-67.78516,-1512.9531,-2417.3984,-332.70703,-244.5625
1962-09-29,-58.125,-1199.5117,-1361.9414,-78.48047,212.4336
1962-09-30,-49.316406,-2084.0195,-284.76953,437.16406,277.625
1962-10-01,-93.82031,-2614.4414,345.01953,687.9336,-278.70703
1962-10-02,-113.82422,-1849.7695,1612.0234,203.96484,-623.2578
1962-10-03,-72.97656,202.0664,1766.0977,-350.35938,-916.60156
1962-10-04,-69.47266,-151.11328,1513.582,-409.32422,-406.52344
1962-10-05,-70.60156,-1040.5898,1802.0703,1259.4336,352.65625
1962-10-06,-79.60547,-2045.1016,1653.168,2028.9102,417.52734
1962-10-07,-66.39844,-1823.8867,1628.9297,1219.0078,384.20312
1962-10-08,-86.69141,-1265.6875,1396.7773,656.16016,-148.9336
1962-10-09,-133.69531,507.38672,1103.6953,605.1289,-360.6875
1962-10-10,-121.546875,1414.5273,1221.4297,734.8789,-635.5742
1962-10-11,-150.20703,1263.9375,820.1289,1001.3086,-967.5625
1962-10-12,-158.57812,703.7422,458.54297,491.7461,821.6914
1962-10-13,-104.57422,450.60156,-568.60547,44.71875,915.8594
1962-10-14,-39.507812,1071.3789,-605.8164,-246.9414,302.42188
1962-10-15,-39.882812,-90.05469,-1051.7031,-716.5039,-733.8594
1962-10-16,-35.378906,-669.29297,-1410.5742,-904.0664,-1202.582
1962-10-17,-65.86719,-1197.4102,-1510.043,-941.7383,-1163.7578
1962-10-18,-102.3125,-796.71484,-974.20703,-756.83984,-1539.5938
1962-10-19,-30.480469,-1355.625,-293.42188,-504.7461,-1678.1602
1962-10-20,31.820312,-1682.0898,280.04297,-521.21484,-1138.0742
1962-10-21,16.835938,-1586.957,296.34375,-314.1836,-997.4883
1962-10-22,65.890625,-787.08203,-73.60156,-596.22266,-750.1758
1962-10-23,132.0586,-1117.707,-385.79297,-595.1719,-346.76172
1962-10-24,107.71094,-2529.5273,-743.5469,-468.28906,79.82031
1962-10-25,60.58203,-2230.5078,-658.3047,-440.5039,167.7539
1962-10-26,-13.6328125,-2110.9375,-994.3203,-583.41016,-591.3633
1962-10-27,4.125,-1979.4062,-432.6797,-1842.8438,-63.265625
1962-10-28,66.69141,-748.78125,-331.82812,-1866.3242,121.58984
1962-10-29,121.84375,-865.6211,-744.66406,-1002.03516,-983.4414
1962-10-30,15.9453125,-947.5781,-858.4844,-678.41016,-449.4336
1962-10-31,-106.46875,-457.8125,-1048.1914,5.875,-641.09375
1962-11-01,-19.542969,76.015625,-892.4844,203.0,-598.5039
1962-11-02,58.140625,-768.1133,-521.46484,98.37891,-301.6172
1962-11-03,53.234375,-732.90625,-52.55078,-62.42578,-1349.4297
1962-11-04,27.476562,-1068.8984,221.72266,-86.375,-574.91797
1962-11-05,2.421875,-1186.5859,282.29688,362.27734,260.8711
1962-11-06,-7.3945312,-504.1211,153.58594,1367.4961,-136.11328
1962-11-07,-2.7539062,-918.8828,22.28125,1295.7539,-377.92188
1962-11-08,-19.957031,-605.0664,289.75,492.66406,-349.79688
1962-11-09,20.589844,614.23047,1268.4766,328.0703,-763.8164
1962-11-10,72.94531,690.0781,1525.5938,224.46875,-1124.7734
1962-11-11,39.01953,1918.6328,-190.8164,300.59766,-802.26953
1962-11-12,-34.55078,2175.9375,-1716.3945,-99.10156,-621.3867
1962-11-13,-66.17969,1528.5039,-1570.7422,-442.71875,110.48828
1962-11-14,-48.285156,1315.875,-100.71875,-145.22656,128.02344
1962-11-15,7.2460938,32.91797,983.78125,203.60156,488.98438
1962-11-16,-9.203125,263.53516,1123.4492,137.85156,1322.3008
1962-11-17,-80.76953,262.625,967.2461,-43.58203,1255.4453
1962-11-18,-78.20703,1195.9219,1254.0039,124.97656,567.08203
1962-11-19,-55.94922,2564.1797,1528.6211,-6.4648438,291.65625
1962-11-20,-86.33984,1597.5391,2447.1328,3.5507812,726.4219
1962-11-21,-137.82031,1983.9609,2042.5938,54.847656,-154.61719
1962-11-22,-102.765625,1846.6523,1328.0078,108.42969,-1020.9414
1962-11-23,-86.44922,2297.1719,-14.683594,556.9375,-958.8086
1962-11-24,-82.75781,3022.5273,-1099.5,602.7578,-1293.0156
1962-11-25,-120.44531,1629.4531,-165.11719,780.1406,-1332.0742
1962-11-26,-208.6836,1194.9453,-30.300781,968.6992,-636.4531
1962-11-27,-194.71484,1044.8477,-521.3125,880.53125,-89.09766
1962-11-28,-166.90625,64.25781,-951.5703,842.46484,-290.08984
1962-11-29,-170.77734,294.14062,-830.03516,537.40234,-116.68359
1962-11-30,-183.72266,829.6211,-542.2461,-30.558594,128.66406
1962-12-01,-161.08203,249.4414,-902.5469,-700.58594,125.97656
1962-12-02,-35.01172,-727.97656,-794.5586,-713.8594,556.83203
1962-12-03,7.7773438,-1019.5508,-513.625,-401.5078,339.76172
1962-12-04,50.058594,-3.703125,-455.20312,-443.375,-196.21094
1962-12-05,15.324219,778.875,-607.90625,-691.39844,-557.1719
1962-12-06,36.296875,804.96484,-661.84766,-691.71875,-242.78125
1962-12-07,74.79297,651.77344,-490.6836,-253.86328,576.28906
1962-12-08,55.722656,845.5039,-312.27344,49.398438,986.23047
1962-12-09,-27.730469,1122.3945,-342.42188,-502.8203,323.21484
1962-12-10,-54.570312,506.39453,-621.5664,-149.39062,184.85156
1962-12-11,-38.421875,442.91016,-594.4531,-6.0078125,160.36719
1962-12-12,-6.4179688,-793.21875,-523.8633,-224.35547,-397.45312
1962-12-13,-16.203125,-951.71484,-191.46094,-325.33203,-752.9297
1962-12-14,-69.18359,-139.28516,54.609375,-249.09766,-688.28125
1962-12-15,-79.69922,-167.28906,128.92578,-112.89453,-1213.6406
1962-12-16,-97.26953,184.67188,233.0664,-375.22656,-1060.6055
1962-12-17,-115.41797,758.02344,-210.09766,-644.3633,-944.7539
1962-12-18,-87.84375,398.5586,126.72656,-861.77344,-868.04297
1962-12-19,-51.05078,-429.46875,-54.472656,-681.9531,-1353.5391
1962-12-20,-58.402344,-541.46484,-1782.9141,-607.6094,-2005.9727
1962-12-21,-113.66797,-713.98047,-1900.1445,-401.19922,-1982.9492
1962-12-22,-148.15234,-401.5078,1154.8555,-219.83984,-1905.6484
1962-12-23,-91.69531,442.0625,969.47656,-264.5,-1223.5703
1962-12-24,-32.742188,978.84375,-19.019531,-749.7031,495.5
1962-12-25,-60.121094,1021.6914,413.8828,-802.1172,1535.3438
1962-12-26,-86.46094,1682.4414,487.28516,-1062.6719,2513.6328
1962-12-27,-106.27734,2905.8867,881.6719,-1339.8711,2321.504
1962-12-28,-152.23438,2906.7344,1120.8047,-1099.3398,1885.2383
1962-12-29,-158.90625,2950.7266,434.21484,-710.6094,995.1094
1962-12-30,-197.61719,2080.5781,-123.75,-729.39453,-16.820312
1962-12-31,-206.4375,1724.6016,-243.17578,-124.92578,794.0664
1963-01-01,-215.96094,2762.3633,-123.33594,-99.44531,783.77734
1963-01-02,-123.64453,2701.1914,128.32422,155.73438,751.6953
1963-01-03,-47.496094,3506.7578,-219.47266,102.08594,994.71875
1963-01-04,-58.996094,3708.1016,-813.3789,-70.51172,236.66797
1963-01-05,-108.421875,3208.746,-1017.77344,-238.15625,-790.66016
1963-01-06,-158.66016,2842.0547,-1034.0977,69.93359,-88.28906
1963-01-07,-145.66016,2698.8008,-1120.1914,-203.4414,409.36328
1963-01-08,-159.19922,2257.0586,-992.22266,-20.035156,1646.1406
1963-01-09,-138.6875,703.6875,-1201.3867,-163.875,1589.0625
1963-01-10,-100.00781,-431.45312,-1244.918,-105.87109,822.0078
1963-01-11,-99.75781,-254.42969,-1122.9727,-47.808594,1139.2656
1963-01-12,-121.66016,114.64844,-745.8594,-82.77344,2240.1562
1963-01-13,-137.26953,-1283.5,-442.125,-574.96094,2764.5156
1963-01-14,-109.13281,-1808.6641,-406.0586,-825.08594,1425.7852
1963-01-15,-95.63281,-2492.0508,-599.0703,-725.34375,-617.77344
1963-01-16,-158.95703,-2425.6914,-679.0664,-841.2383,-1157.293
1963-01-17,-178.0039,-1146.5039,-530.96094,-965.78906,-980.9453
1963-01-18,-150.42969,-915.85156,-475.8711,-539.53906,15.875
1963-01-19,-169.33984,371.98828,-150.64844,-506.13672,540.5078
1963-01-20,-205.19531,-275.5039,404.8164,-618.46875,941.0039
1963-01-21,-204.53125,-966.4219,754.9414,-1117.3125,1370.0703
1963-01-22,-169.1914,-1571.5898,-458.9961,-1217.0625,1207.7734
1963-01-23,-127.95703,36.25,560.91797,-1082.4297,358.13672
1963-01-24,-113.71094,1524.4062,2.296875,-832.9414,-104.58984
1963-01-25,-162.65625,2067.9375,-1169.1094,-719.72656,-181.4961
1963-01-26,-160.625,927.64844,-1433.4727,-1172.8477,-1399.8789
1963-01-27,-197.0586,147.69531,-1648.4336,-931.7461,-299.9375
1963-01-28,-171.5625,-518.03906,-1321.8906,-337.1211,-186.95312
1963-01-29,-196.5,-414.39844,-301.85938,-522.22266,-129.96484
1963-01-30,-161.0586,-1039.8633,391.54688,-806.83984,889.8125
1963-01-31,-148.61719,-1125.6484,2.0898438,-696.25,800.60547
1963-02-01,-221.85547,-1137.4531,-677.03125,-316.03516,1245.4023
1963-02-02,-278.17578,-850.58203,-1081.0352,194.14062,1113.9883
1963-02-03,-182.02344,-420.72266,-44.859375,515.46875,2820.3867
1963-02-04,-158.66016,-434.0078,594.7656,995.1992,4159.535
1963-02-05,-143.35156,-461.71875,1067.125,676.875,4388.3047
1963-02-06,-147.97656,-454.67578,-922.4922,456.84766,3845.0977
1963-02-07,-94.02734,136.28906,-655.0039,1021.4297,4076.4062
1963-02-08,-63.57422,-303.02734,-547.03516,903.4961,3593.3867
1963-02-09,-46.58203,-541.4883,-692.3672,411.5,2566.5078
1963-02-10,-94.96484,-519.8203,-1707.582,-92.33203,2040.8672
1963-02-11,-127.74609,97.39844,-1754.125,-818.9883,499.79297
1963-02-12,-124.625,635.4844,-1688.1914,-792.3867,-965.85156
1963-02-13,-100.87109,1229.5625,-1276.2227,-510.58594,-1295.4609
1963-02-14,-103.53906,233.94922,-1261.7734,-515.84766,-404.70703
1963-02-15,-146.76562,-682.83984,-1044.9531,-989.5508,-8.722656
1963-02-16,-109.59375,-549.83203,-1390.7852,-1032.5586,-58.10547
1963-02-17,-94.88281,-496.96484,-2097.871,-758.03906,410.10547
1963-02-18,-141.69922,-1605.4688,-1458.8828,-732.0586,797.5469
1963-02-19,-110.67969,-1956.9453,-2048.746,-768.8711,1004.4492
1963-02-20,-95.578125,-1415.9414,-2036.6953,-402.375,534.3203
1963-02-21,-83.6875,-669.1406,-1075.5469,-63.660156,1108.9219
1963-02-22,-104.57031,126.41797,70.22656,285.0664,1002.60156
1963-02-23,-156.47656,266.46094,-84.52344,-98.22656,-15.964844
1963-02-24,-170.48438,198.9336,-578.3594,-322.84766,-677.0703
1963-02-25,-150.40234,166.10938,-1573.1289,-641.72656,-1034.1367
1963-02-26,-182.39062,179.13281,-2178.3203,-1126.3398,-1123.9414
1963-02-27,-124.82031,1487.7227,-690.10156,-439.40234,-879.46875
1963-02-28,-135.3125,1508.6758,320.6875,-997.75,-744.9375
1963-03-01,-126.76172,999.03906,522.58203,-840.3711,-581.66406
1963-03-02,-124.75781,357.9961,31.453125,-414.8086,-363.75
1963-03-03,-139.08594,2512.5,-575.9258,-483.8711,-307.10938
1963-03-04,-133.57031,592.3711,-1100.4375,-350.77344,227.94922
1963-03-05,-125.25781,81.00391,-1181.2266,-85.92578,525.7617
1963-03-06,-116.02734,136.45312,-725.8711,-360.38672,1019.02344
1963-03-07,-116.44922,502.41797,-790.33203,-1175.293,622.9883
1963-03-08,-67.13672,-626.1797,-792.2031,-1037.5391,-221.38281
1963-03-09,-120.55859,-2146.5469,-1248.8945,-726.4219,215.73828
1963-03-10,-168.71484,-1113.1719,-1293.1445,-89.60547,559.41016
1963-03-11,-172.21484,-1204.7461,-1455.2422,-6.1132812,687.1836
1963-03-12,-123.79297,-1080.5859,-2144.3906,-320.01172,465.13672
1963-03-13,-79.66016,-341.8789,-2081.8555,-578.8164,355.3203
1963-03-14,-112.34766,1882.1602,-1874.25,-618.64844,-52.5625
1963-03-15,-148.89062,2807.0,-1038.1367,-833.8828,-1565.5859
1963-03-16,-111.71484,744.9453,-1064.5039,-348.85156,-1089.9023
1963-03-17,-22.964844,941.0664,-2266.293,172.20703,-483.10938
1963-03-18,-4.3398438,1637.4453,-1573.5195,62.61328,-553.59375
1963-03-19,-83.19531,1716.3633,-1190.7148,-561.46094,-583.0117
1963-03-20,-148.04297,1666.1484,-589.34766,-316.67188,417.39062
1963-03-21,-123.84766,845.60156,-603.65234,70.72656,488.07812
1963-03-22,-65.82031,761.0039,-614.7539,215.91406,166.33203
1963-03-23,-58.570312,1699.9336,-755.2656,72.234375,-1117.9258
1963-03-24,-99.02344,2526.6797,-41.371094,-302.4453,-1597.8008
1963-03-25,-134.03125,558.3594,331.48438,-394.51953,-1101.293
1963-03-26,-154.69922,-789.52734,435.6289,102.98047,-845.91016
1963-03-27,-125.93359,-929.73047,1192.668,259.52344,-527.8125
1963-03-28,-34.351562,-978.6289,1306.4492,-32.839844,-329.10938
1963-03-29,13.3984375,-103.10547,754.16797,-877.22266,-324.54688
1963-03-30,14.4375,390.6953,64.40625,-1334.4844,-190.3711
1963-03-31,-75.69922,-17.914062,51.867188,-721.89453,-1543.7344
1963-04-01,-95.546875,-433.02734,636.10156,149.45703,-1647.75
1963-04-02,-67.5625,217.40625,817.7422,-346.2461,-1522.9961
1963-04-03,-69.39844,1096.7891,486.4297,-811.3906,-789.28906
1963-04-04,-135.20703,876.59375,87.625,-607.0742,-846.83984
1963-04-05,-176.92188,702.02344,-468.6289,-448.96484,-982.75
1963-04-06,-196.41016,1898.4023,-858.1914,-344.72266,-325.39844
1963-04-07,-176.99219,3411.043,-1287.1211,-106.33984,-235.92188
1963-04-08,-144.42578,4142.91,-1482.0898,110.31641,-522.7969
1963-04-09,-112.98828,4345.578,-487.625,636.60156,1813.7656
1963-04-10,-88.859375,3520.4258,-290.21094,1165.9219,2379.8281
1963-04-11,-129.94922,2019.4609,-461.27344,1534.7891,2606.4883
1963-04-12,-99.88672,2268.8555,-831.4258,843.58594,2601.836
1963-04-13,-75.33594,1601.9219,-662.96875,-36.226562,2711.7344
1963-04-14,-29.394531,1345.668,-337.27734,-471.32812,2928.4375
1963-04-15,-43.710938,2384.082,-205.86719,-496.26562,2488.4766
1963-04-16,-75.703125,-332.0,-154.0586,-437.8203,1311.1914
1963-04-17,-55.88672,0.13671875,-387.0586,32.83203,216.39453
1963-04-18,-125.76953,846.9297,-159.4414,-504.98438,418.10547
1963-04-19,-97.91016,835.66016,280.44922,-834.14453,396.8711
1963-04-20,-158.41797,-2138.504,-372.70312,-542.8594,-82.83984
1963-04-21,-190.59375,-1683.9922,-1153.4805,-1124.2227,72.72266
1963-04-22,-137.82031,-746.7539,-1829.8906,-1379.7031,-199.85156
1963-04-23,-62.441406,1133.6523,-1940.7422,-1324.7227,-652.46875
1963-04-24,-46.464844,1794.8828,-1446.375,-951.8047,-789.65234
