,mslEurope_cluster1,mslEurope_cluster2,mslEurope_cluster3,mslEurope_cluster4,mslEurope_cluster5
1954-01-05,-10.3046875,-1136.125,24.1875,987.6328,1113.5938
1954-01-06,-868.41406,-740.71875,1111.0625,484.83594,926.66406
1954-01-07,76.80469,-585.10156,1646.6719,1240.2109,390.76562
1954-01-08,93.234375,-439.1797,1548.3281,1959.1719,348.625
1954-01-09,-1250.2812,255.00781,2023.875,1449.4297,-104.0
1954-01-10,-1028.3281,238.25,1218.2969,1155.7969,-1398.4531
1954-01-11,-575.4453,179.08594,309.5078,950.27344,-1559.375
1954-01-12,-1581.4297,98.86719,-1107.6641,113.65625,-1249.4844
1954-01-13,-1329.6094,7.4140625,-2481.2266,-1892.7734,-121.59375
1954-01-14,-1588.1562,-113.97656,-2088.1094,-1756.25,311.1172
1954-01-15,-2455.125,-0.546875,-3543.25,-1707.0938,71.546875
1954-01-16,-3492.0156,551.2969,-1801.5312,50.617188,-2025.9062
1954-01-17,-2288.2344,519.1875,1107.7344,1064.2188,-2147.6953
1954-01-18,-189.74219,262.21875,1230.5312,1527.6641,-1608.8047
1954-01-19,202.57031,606.2422,43.578125,255.77344,-534.3828
1954-01-20,-437.84375,688.40625,1860.9922,-44.382812,-808.14844
1954-01-21,1257.1641,82.015625,2504.8984,180.67188,-1354.3438
1954-01-22,2554.539,-221.29688,1907.0938,951.9375,461.75
1954-01-23,3286.5312,-434.28906,1159.9297,1294.8203,1174.2109
1954-01-24,2916.5469,-770.5781,68.203125,711.6328,1030.125
1954-01-25,2857.4219,-821.1328,-237.8125,-771.40625,1079.625
1954-01-26,2689.8438,-882.02344,1045.9688,-599.84375,745.1406
1954-01-27,2006.1562,-889.71094,2038.3125,97.22656,-12.8671875
1954-01-28,2328.8828,-325.98438,2312.7734,-825.64844,-843.4297
1954-01-29,2298.2266,-948.2656,2510.0781,-944.90625,-450.25
1954-01-30,2394.2188,-1552.5469,2992.1562,612.27344,308.78125
1954-01-31,2199.125,-1981.9062,2877.0,1247.2422,961.0078
1954-02-01,2473.711,-2131.2422,1280.7656,1087.25,1487.3516
1954-02-02,2043.3828,-1244.3828,1169.6328,1219.4531,1367.4375
1954-02-03,789.625,-1394.5859,1711.8594,1639.6641,1188.7266
1954-02-04,762.4219,-1321.3828,1233.4375,1301.3516,1090.9844
1954-02-05,658.14844,-1127.0625,709.7344,575.09375,42.96875
1954-02-06,83.53906,-909.3594,-1141.1406,-361.16406,1133.1641
1954-02-07,-197.51562,-577.83594,-3233.2969,-2060.3828,1337.5078
1954-02-08,341.5625,-244.26562,-2933.6953,-1904.9297,1051.5078
1954-02-09,1086.9375,-262.6172,-2105.6953,-2064.211,883.0781
1954-02-10,1584.6641,-330.20312,-685.6328,-2796.5781,953.5469
1954-02-11,1713.6172,-702.3594,475.2422,-1862.5938,699.375
1954-02-12,1339.8125,-783.2656,708.1875,-1475.1406,467.6797
1954-02-13,616.2344,-837.0156,1122.3359,-2658.836,286.0
1954-02-14,993.65625,-973.9453,1787.8594,-1577.5859,19.929688
1954-02-15,1789.4219,-1435.1875,1616.6484,20.34375,349.3672
1954-02-16,2085.7422,-1454.6172,196.78125,704.1172,1011.9297
1954-02-17,2623.4922,-1004.8281,-164.04688,538.4219,1247.5156
1954-02-18,2481.5156,-661.28906,658.84375,-494.9375,1171.6953
1954-02-19,1973.9453,-528.5,360.34375,-1427.8594,1031.4297
1954-02-20,1496.3906,-148.40625,10.6875,-160.26562,1398.8828
1954-02-21,1604.9219,287.875,-1043.3438,279.85938,2034.4688
1954-02-22,2234.5938,504.53906,-505.41406,308.9375,2092.2578
1954-02-23,2311.2188,-33.007812,-1646.0625,-663.6172,1913.7109
1954-02-24,2077.1562,-324.07812,-1851.7188,-833.35156,1430.1016
1954-02-25,1627.8672,56.414062,-2584.5469,-2001.375,879.2656
1954-02-26,1045.4062,176.78906,-1198.625,-2746.2578,681.21875
1954-02-27,709.47656,17.59375,253.42969,-2170.9766,94.07031
1954-02-28,381.34375,-230.55469,248.65625,-1457.3516,-506.97656
1954-03-01,-16.78125,-359.25,-262.42188,-1213.7188,-315.60156
1954-03-02,-943.1953,-687.8203,-1122.0,-2000.6094,-377.39844
1954-03-03,-1257.7109,-1315.0391,-866.97656,-4333.672,-649.65625
1954-03-04,-1125.6172,-831.46875,-544.4844,-3672.375,-1152.8594
1954-03-05,-1084.8438,-902.21875,-1071.4688,-1733.6719,-1050.6172
1954-03-06,-1379.4375,-312.72656,-1958.9297,-1599.7578,-345.28125
1954-03-07,-291.59375,-170.33594,-2621.8203,-2336.9922,424.64062
1954-03-08,203.64844,-724.3125,-2389.3672,-1401.5703,658.78125
1954-03-09,282.51562,-915.5547,-376.09375,-842.39844,976.46875
1954-03-10,764.0781,-697.2969,641.4844,-522.33594,943.125
1954-03-11,713.6953,-350.0703,841.39844,-398.71875,770.1172
1954-03-12,855.90625,-1044.7188,1337.0469,-236.58594,681.4531
1954-03-13,1932.9688,-866.1797,1291.6562,270.125,1105.6406
1954-03-14,247.94531,-507.21094,1602.875,92.59375,1553.8125
1954-03-15,-1172.0469,-108.00781,1790.625,485.32812,648.6328
1954-03-16,-1037.7109,-223.20312,1846.5547,586.6094,-767.71094
1954-03-17,156.03906,-738.08594,1293.2188,113.94531,-496.42188
1954-03-18,91.33594,-517.1172,1073.6875,-138.4375,-335.45312
1954-03-19,338.35938,6.265625,382.8828,-636.5156,-350.67188
1954-03-20,-37.976562,459.08594,-594.22656,-551.60156,1274.9375
1954-03-21,-196.24219,312.03906,-1417.1719,100.640625,1459.9609
1954-03-22,-1175.0156,38.382812,-1262.4219,-1367.5312,1033.1562
1954-03-23,-1217.5156,-186.03125,771.03906,-2090.6562,659.8906
1954-03-24,-681.1797,-516.3047,1157.6016,-239.09375,338.2422
1954-03-25,503.4375,-1246.2656,-1009.10156,99.171875,-498.6172
1954-03-26,376.07812,-1205.8594,-897.33594,263.39062,-572.5625
1954-03-27,-292.25,-1033.7266,168.71875,330.0078,-453.8203
1954-03-28,37.046875,-311.48438,-205.88281,-340.27344,-836.71875
1954-03-29,939.2031,105.28906,-220.875,-585.33594,-790.0703
1954-03-30,1466.9219,94.125,-687.6797,-1378.0156,65.53906
1954-03-31,1217.4609,90.734375,-1182.7266,-1169.4219,529.46875
1954-04-01,600.7578,526.4453,-769.21094,-855.0547,633.4297
1954-04-02,-306.08594,582.625,-1302.0859,-315.84375,-383.53906
1954-04-03,-331.75,372.9922,-1469.0781,-194.03125,-481.72656
1954-04-04,-1036.3438,8.1875,-1630.3125,242.82812,-249.88281
1954-04-05,-2523.7578,-537.09375,258.26562,688.125,98.09375
1954-04-06,-264.48438,-506.33594,1306.1484,1314.7109,445.16406
1954-04-07,1243.2031,-1068.0156,880.9453,1658.9688,391.89062
1954-04-08,1704.9609,-644.41406,449.73438,1666.8359,788.41406
1954-04-09,1927.7734,155.85938,191.10156,1479.7109,879.53906
1954-04-10,1505.3594,205.08594,91.3125,1368.1562,731.7969
1954-04-11,840.875,14.28125,-1483.3281,1239.5625,820.47656
1954-04-12,-262.64062,-673.28906,-936.59375,1206.6953,661.21094
1954-04-13,-813.53125,-1182.3125,-186.69531,1549.75,389.1328
1954-04-14,-632.4922,-1175.2188,-1226.5703,1707.1016,-79.88281
1954-04-15,290.71094,222.98438,1914.6797,1696.6641,-984.875
1954-04-16,1294.6016,386.625,1824.4844,2183.8125,-867.03906
1954-04-17,1366.1328,228.32031,1181.0703,2066.414,262.26562
1954-04-18,774.03125,328.125,1452.1562,1972.875,446.3828
1954-04-19,925.7578,36.554688,680.59375,917.91406,-39.023438
1954-04-20,357.28906,-147.17969,1716.8125,701.2969,-186.1875
1954-04-21,21.96875,-9.265625,1730.0156,989.2656,-690.1172
1954-04-22,191.54688,102.42969,1201.5859,906.5625,-808.25
1954-04-23,-209.70312,547.8125,1666.3281,841.28906,-18.390625
1954-04-24,102.83594,540.9219,1728.9922,880.03906,-458.53125
1954-04-25,19.6875,216.25781,1568.2422,688.34375,-491.2578
1954-04-26,-85.52344,-254.90625,1274.3984,524.22656,-301.9922
1954-04-27,56.882812,-613.0078,966.2344,834.9375,65.83594
1954-04-28,-159.58594,-835.66406,887.3281,1121.4375,391.03125
1954-04-29,-577.25,-595.85156,867.16406,490.77344,402.73438
1954-04-30,-311.33594,-166.85938,217.52344,-814.0469,105.15625
1954-05-01,324.52344,278.6953,-419.8203,-1806.0,-180.36719
1954-05-02,393.95312,346.34375,-495.42188,-2898.4922,-657.15625
1954-05-03,385.95312,-50.71875,296.89844,-1939.0938,-1020.72656
1954-05-04,428.39844,325.9922,11.6796875,-516.1094,-332.35938
1954-05-05,509.8047,803.78906,-535.1797,-290.47656,110.52344
1954-05-06,560.9922,562.72656,-1200.7188,25.0625,182.36719
1954-05-07,436.03125,109.19531,-1099.5078,661.4375,166.28125
1954-05-08,533.21875,-90.91406,164.41406,572.3281,339.95312
1954-05-09,1029.6484,-82.99219,877.875,32.46875,355.20312
1954-05-10,1335.8516,34.421875,855.21094,179.67969,17.15625
1954-05-11,1352.1797,-0.0078125,759.66406,372.96875,-66.859375
1954-05-12,1582.9219,-52.265625,858.1797,471.6797,-352.89844
1954-05-13,1496.1719,34.304688,1121.2734,610.97656,-10.7734375
1954-05-14,987.8125,-356.97656,1134.8359,574.3672,33.796875
1954-05-15,136.9375,-1057.8438,828.5625,499.41406,178.57812
1954-05-16,45.75,-945.5,513.2422,235.21094,625.21875
1954-05-17,-115.53906,-474.45312,543.5078,250.61719,659.28906
1954-05-18,470.64062,-70.02344,724.4531,888.5547,203.8125
1954-05-19,703.3203,30.796875,261.6953,1074.625,-200.82031
1954-05-20,502.4297,55.71875,448.89062,823.96875,-593.8281
1954-05-21,716.6953,62.5625,620.2422,363.51562,-752.14844
1954-05-22,878.02344,72.57031,641.9297,-83.375,-755.10156
1954-05-23,750.6719,-146.73438,-41.351562,-550.8828,-755.71094
1954-05-24,603.0781,-49.554688,86.734375,-777.1172,-434.0078
1954-05-25,645.77344,216.94531,-302.03906,-491.25,157.34375
1954-05-26,755.3906,504.0,156.63281,127.625,268.71875
1954-05-27,1067.9844,369.4922,428.4375,89.46094,24.757812
1954-05-28,786.10156,265.64062,403.04688,64.53125,-180.38281
1954-05-29,14.4140625,303.5703,759.8906,58.59375,-83.72656
1954-05-30,91.08594,96.65625,1236.4531,275.26562,-13.0078125
1954-05-31,-620.7422,-179.82031,1236.0859,65.16406,-195.20312
1954-06-01,-79.99219,-342.21875,786.1094,57.367188,-684.1875
1954-06-02,-494.9922,-711.0781,748.4453,396.70312,-454.3047
1954-06-03,232.39844,-434.84375,770.6172,671.625,-278.77344
1954-06-04,11.8515625,71.859375,771.0547,283.10156,265.48438
1954-06-05,-644.90625,1.96875,573.6875,-417.33594,-24.195312
1954-06-06,-664.22656,-170.75781,344.3203,-1254.3516,-592.46094
1954-06-07,-254.05469,-195.0625,194.66406,-1457.3438,-670.2344
1954-06-08,-262.51562,-126.421875,91.86719,-2357.164,-424.5078
1954-06-09,-470.45312,-443.625,-603.0156,-2491.4375,-227.74219
1954-06-10,-1078.1875,-251.20312,-1091.0781,-1868.6797,198.78906
1954-06-11,-633.97656,76.27344,-939.2031,-855.25,397.73438
1954-06-12,-302.7422,312.9375,-573.28125,-507.83594,243.30469
1954-06-13,-422.3125,44.664062,-25.898438,-334.02344,267.4297
1954-06-14,252.85938,-133.47656,6.703125,582.96094,448.92188
1954-06-15,697.6328,315.4297,-109.00781,288.14062,471.66406
1954-06-16,339.45312,431.90625,181.76562,392.72656,479.7578
1954-06-17,626.2578,482.9375,108.60156,532.6406,812.8281
1954-06-18,939.10156,221.40625,-827.3672,132.27344,1021.4297
1954-06-19,828.14844,31.09375,-1775.5234,77.13281,1082.7344
1954-06-20,370.5078,-59.515625,-1182.2891,-52.828125,1027.6562
1954-06-21,-8.640625,-98.953125,-554.0781,-253.71094,826.4375
1954-06-22,-665.25,88.953125,-692.4922,333.25,358.09375
1954-06-23,-1359.6406,43.984375,-1370.9844,373.47656,-166.875
1954-06-24,-1493.9766,-133.74219,-1304.2109,-14.625,-204.0625
1954-06-25,-1601.3594,-52.4375,-1343.8984,-943.0703,110.484375
1954-06-26,-1236.3984,54.367188,-1169.875,-972.3203,-167.0
1954-06-27,-1727.1328,-214.84375,-419.92188,-488.1875,-332.53125
1954-06-28,-1032.3594,-451.5703,629.8672,-21.523438,-363.77344
1954-06-29,-382.17188,-435.84375,-292.70312,769.78125,-81.60156
1954-06-30,-52.53125,-29.539062,-1087.7422,824.5469,548.5078
1954-07-01,-254.77344,362.6172,-520.4531,300.7422,489.3125
1954-07-02,-314.95312,420.2422,-858.3594,-319.29688,-208.82812
1954-07-03,-602.0,-33.125,-1271.625,-1308.2734,-653.8672
1954-07-04,-562.65625,-358.8047,-738.78125,-1475.2969,-599.03125
1954-07-05,-263.17188,-198.49219,-480.14062,-818.3672,-546.03125
1954-07-06,-7.375,-204.21875,-62.789062,-422.92188,-536.96094
1954-07-07,-10.390625,-30.148438,-122.88281,376.64844,234.39844
1954-07-08,1042.4766,130.65625,56.789062,358.32812,117.36719
1954-07-09,1146.1406,-8.6484375,405.7422,111.8125,-181.58594
1954-07-10,957.2969,-3.0,-11.953125,-502.65625,-451.1953
1954-07-11,529.14844,-201.57031,-196.10156,-790.6719,-408.09375
1954-07-12,-1.296875,-325.04688,-12.9140625,-77.046875,-732.1094
1954-07-13,-354.32812,172.10156,37.414062,300.0703,-804.5156
1954-07-14,-668.6172,444.2578,-283.5625,55.859375,-845.8281
1954-07-15,-1258.3672,401.5703,-272.0078,452.78125,-676.09375
1954-07-16,-1287.4922,155.45312,-625.9922,-16.265625,-405.6953
1954-07-17,-992.0703,-144.875,-1226.2891,-1968.9766,-384.32812
1954-07-18,-1175.3359,-373.91406,-438.08594,-1464.3594,-667.8203
1954-07-19,-1206.1328,-344.9375,46.84375,456.39062,-813.2344
1954-07-20,-1082.7109,-21.195312,-855.8203,661.21875,-493.4375
1954-07-21,-1496.7969,-34.210938,-861.0703,485.875,-119.171875
1954-07-22,-1567.125,-277.875,-203.66406,409.83594,-6.7265625
1954-07-23,-912.96094,5.5859375,-241.63281,307.25,114.08594
1954-07-24,-137.89844,491.46875,-1144.5859,208.42188,145.23438
1954-07-25,-127.921875,438.1172,-1598.9062,-397.0625,7.03125
1954-07-26,-667.5469,107.875,-1162.3281,-1601.125,-883.65625
1954-07-27,-1042.8359,-230.54688,-1294.0312,-1960.5234,-1738.1172
1954-07-28,-1179.0781,-233.39844,-1788.0703,-2091.0078,-1010.2422
1954-07-29,-1173.8516,-242.23438,-2187.539,-893.71094,-1018.9453
1954-07-30,-1448.8047,-347.79688,-1590.3281,-495.96094,-812.2969
1954-07-31,-502.21875,-356.14844,-1518.7031,-558.75,-221.15625
1954-08-01,112.96875,-141.64844,-755.1875,-626.9922,-774.8672
1954-08-02,-718.5781,139.21094,-186.35156,-621.0625,-88.109375
1954-08-03,-2018.625,91.25781,-376.71875,-475.91406,100.94531
1954-08-04,-2311.375,-283.84375,-74.65625,-611.46094,-386.16406
1954-08-05,-1678.125,-370.60156,201.02344,-897.0156,-649.16406
1954-08-06,-685.0547,-402.46094,61.726562,-1499.3984,-360.58594
1954-08-07,-141.79688,-233.78125,-656.08594,-1669.6016,-208.17969
1954-08-08,-334.5625,-282.1953,-1692.0234,-1704.5938,-346.1953
1954-08-09,-454.32812,-384.85156,-1221.0938,-2178.0781,-706.78906
1954-08-10,-753.1719,-259.2578,-774.4531,-1570.875,-1034.3828
1954-08-11,-1530.1406,-70.609375,-688.0547,-673.10156,-1032.5781
1954-08-12,-1861.9609,-71.578125,-740.8125,-1391.4062,-486.8203
1954-08-13,-1570.9219,-236.92188,-591.5078,-1306.6094,-136.44531
1954-08-14,-877.53125,-528.7344,-71.421875,-943.6172,-229.42969
1954-08-15,-463.08594,-128.625,244.80469,-524.8047,-512.4375
1954-08-16,-1120.6562,158.59375,599.58594,-106.5,-550.6094
1954-08-17,-485.875,326.16406,948.0625,-239.11719,45.507812
1954-08-18,340.41406,352.0625,1424.1406,-614.91406,-233.26562
1954-08-19,800.3594,134.59375,1803.2188,216.55469,-909.6875
1954-08-20,1209.0234,27.0,1712.8359,-88.0625,-1233.7109
1954-08-21,1023.7422,-126.40625,1494.25,-260.35156,-1007.65625
1954-08-22,929.7969,232.38281,1481.7812,-260.26562,-539.27344
1954-08-23,535.4844,60.625,1328.0234,-371.5547,-494.41406
1954-08-24,195.41406,-473.90625,971.1719,-640.28125,-514.6797
1954-08-25,167.19531,-397.28906,635.4922,93.484375,-355.39062
1954-08-26,-135.17969,-81.91406,-259.78125,678.3828,-554.7969
1954-08-27,-175.94531,78.96875,-927.83594,531.3594,-160.34375
1954-08-28,-538.8125,154.57031,-1214.6641,850.14844,116.65625
1954-08-29,-1147.0391,407.6875,-507.85156,729.72656,-163.41406
1954-08-30,-1274.0703,557.71094,-923.4375,606.3594,-462.3203
1954-08-31,-1359.6875,529.60156,-201.45312,511.1875,-797.3672
1954-09-01,-458.09375,462.95312,-560.52344,-119.83594,-499.48438
1954-09-02,257.64844,266.0078,-759.3281,-38.296875,382.89062
1954-09-03,-297.42188,115.671875,-371.8047,-94.05469,593.1797
1954-09-04,-153.17969,-117.171875,-603.3672,-43.484375,431.5
1954-09-05,-333.25,-1.5078125,490.16406,-241.16406,435.77344
1954-09-06,152.57812,216.0625,678.4297,-537.34375,184.11719
1954-09-07,599.8594,230.25781,416.1875,-38.640625,-101.671875
1954-09-08,914.1172,44.296875,292.875,-307.4922,-130.22656
1954-09-09,606.6875,88.94531,-694.2578,-1098.1641,172.30469
1954-09-10,-550.1719,368.59375,-1604.1719,-1377.3594,378.0078
1954-09-11,-1508.2344,203.95312,-1597.0938,-1215.9688,-28.164062
1954-09-12,-2109.1016,-113.80469,-1088.0156,-863.1094,-536.28906
1954-09-13,-1685.75,-245.07031,-756.8281,-548.0625,-302.60938
1954-09-14,-1009.8906,-313.4375,-1077.5781,-328.72656,546.02344
1954-09-15,-1051.6172,-88.57031,-2255.9062,-647.9297,-292.1875
1954-09-16,-2051.9688,102.53906,-2370.3438,-1097.8203,-420.4375
1954-09-17,-2831.3906,271.10156,-1720.2188,-415.73438,-691.9922
1954-09-18,-2742.8438,168.09375,-909.89844,-301.35938,-652.5703
1954-09-19,-1173.4219,169.72656,-1083.0234,-522.2969,-247.34375
1954-09-20,-444.26562,209.77344,-983.60156,-566.52344,-70.71094
1954-09-21,-990.6094,129.63281,74.58594,-140.79688,-436.3125
1954-09-22,-1253.0938,28.429688,354.3047,514.375,-738.08594
1954-09-23,-939.0781,-43.679688,68.47656,183.14844,-493.66406
1954-09-24,-229.77344,262.4453,-1922.6562,-1656.1484,8.875
1954-09-25,-1275.3906,238.40625,-2225.0,-1104.2109,211.13281
1954-09-26,-2021.2266,200.64062,-1670.4844,-865.5625,-505.53125
1954-09-27,-1630.2188,439.66406,-1197.5781,-138.08594,-945.46875
1954-09-28,-1253.0859,309.4297,-818.16406,-57.132812,-771.5703
1954-09-29,-1043.3438,28.945312,-357.83594,743.28906,-262.92188
1954-09-30,-612.09375,304.16406,-9.3046875,12.609375,-1235.7578
1954-10-01,-655.1406,610.39844,679.6406,402.22656,-1248.0547
1954-10-02,-606.53125,562.52344,174.42969,439.34375,-695.71094
1954-10-03,759.21094,310.91406,-556.9375,-276.20312,-241.875
1954-10-04,1626.4062,281.1328,-387.2578,355.08594,-428.83594
1954-10-05,1854.8281,219.20312,-156.98438,294.20312,-174.38281
1954-10-06,1630.7266,271.9453,373.2578,868.97656,-360.92188
1954-10-07,1589.125,26.953125,1745.9609,1564.9766,-813.0547
1954-10-08,1207.4062,-324.5078,610.46875,1216.9062,-508.89844
1954-10-09,294.72656,-248.02344,-1513.6172,709.03906,-103.765625
1954-10-10,-1257.2891,-437.90625,-2079.164,721.84375,719.10156
1954-10-11,-979.7578,251.11719,-1355.0703,965.16406,592.125
1954-10-12,-1151.1016,521.35156,-1830.6797,1234.4141,561.9219
1954-10-13,-2243.6172,570.53906,-802.6094,923.2969,315.3047
1954-10-14,-2271.086,413.7422,38.75,103.890625,-296.7422
1954-10-15,-1316.3828,309.625,531.1172,-345.46094,-501.375
1954-10-16,-479.72656,416.89062,1109.6016,-422.60938,-494.9453
1954-10-17,-222.82031,440.66406,1584.5625,216.21094,-1048.2578
1954-10-18,-321.92188,513.90625,369.02344,-289.0,-557.7422
1954-10-19,-521.6406,514.0156,-1593.1406,-1031.1484,-1216.3828
1954-10-20,-1780.1484,117.57031,-4030.7344,-358.3203,-2146.1797
1954-10-21,-2271.3672,-171.35156,-2836.4219,-291.82812,-1178.9766
1954-10-22,-2266.5,-225.19531,-1929.6484,-1021.7344,-821.02344
1954-10-23,-2188.9844,5.7578125,-1125.0625,-1476.8516,-1314.3516
1954-10-24,-2069.9922,-220.90625,-1088.1016,-2660.4531,-476.5547
1954-10-25,-1854.6094,-214.51562,-865.2422,-1075.9844,-657.8125
1954-10-26,-1669.9844,13.25,-122.78125,-378.1797,-956.41406
1954-10-27,-347.39844,353.7422,-927.9531,-1008.6172,-560.08594
1954-10-28,662.0,347.0625,-1958.7969,-106.77344,131.74219
1954-10-29,23.085938,31.570312,-1271.9219,-809.0,588.03906
1954-10-30,-908.5547,-170.28125,-629.21094,-355.8672,381.0
1954-10-31,-1440.0078,-280.52344,688.34375,-530.9375,-324.6328
1954-11-01,-582.7656,-253.19531,1519.2578,244.25,165.25
1954-11-02,219.53125,118.078125,-97.234375,710.0703,383.34375
1954-11-03,406.03906,30.796875,-1322.8438,372.5625,-698.59375
1954-11-04,305.40625,-400.39062,-2351.8047,-49.039062,-580.65625
1954-11-05,-599.6172,-464.8828,-1252.9766,-540.78125,573.35156
1954-11-06,-383.7422,-206.5,497.3203,-700.35156,555.03125
1954-11-07,-225.40625,-259.71094,-185.67188,5.921875,-534.6406
1954-11-08,119.99219,-732.8828,-2090.5469,-1037.4219,-712.3125
1954-11-09,87.125,-1101.9688,-2120.1875,-625.0547,-942.58594
1954-11-10,-977.6172,-800.9375,-1945.5938,-649.53906,-278.76562
1954-11-11,-712.71094,-293.89062,-2066.1484,-439.65625,38.664062
1954-11-12,-2311.0703,-369.85156,-1538.0547,-207.28906,-436.1875
1954-11-13,-1932.3438,-464.59375,-513.40625,679.1094,-603.5625
1954-11-14,-571.5156,-343.10938,1671.2188,1343.0312,-279.625
1954-11-15,863.0781,-91.66406,1884.4688,2174.2188,-493.77344
1954-11-16,956.6953,376.71094,1203.9609,2283.086,37.0
1954-11-17,1271.5625,274.64844,1385.7891,2157.711,860.1797
1954-11-18,2288.3984,-129.34375,1026.7891,1464.5859,927.8125
1954-11-19,2671.3516,159.88281,1474.6094,1266.2891,683.66406
1954-11-20,2961.7656,90.74219,727.0,1030.9766,452.8672
1954-11-21,2085.6172,-36.40625,-106.89844,-115.40625,1147.7891
1954-11-22,1977.9375,-72.13281,-342.45312,-1425.8047,1220.9219
1954-11-23,2663.7656,-297.8203,-318.97656,-1929.2656,1347.5156
1954-11-24,2721.6875,-482.01562,154.53125,-1561.5703,1639.2891
1954-11-25,2178.9062,-272.1797,-695.02344,-2048.289,2135.9922
1954-11-26,1513.7656,-400.4453,-1662.5938,-2895.8047,2271.9062
1954-11-27,1308.25,-258.46875,-1863.3516,-3486.5156,1932.1562
1954-11-28,1236.2734,-202.72656,-2983.086,-2671.9844,1626.125
1954-11-29,1277.0,-151.96875,-1996.3516,-2753.0234,1686.7266
1954-11-30,1366.1562,-307.07812,-1871.5938,-3370.4766,1348.7266
1954-12-01,1547.2891,-653.7578,-2399.8828,-830.4531,1230.1172
1954-12-02,1097.6172,-245.04688,-2930.0938,-16.21875,1651.0234
1954-12-03,-708.25,430.20312,-2424.7656,1333.8516,2187.8906
1954-12-04,-1202.3281,920.78906,-1034.8516,901.8594,1269.4219
1954-12-05,-1036.5625,737.27344,-386.98438,757.6875,-181.52344
1954-12-06,-1665.0469,-73.15625,-623.125,-672.9844,-742.09375
1954-12-07,-1037.6016,-1169.0469,-775.28125,-2010.1875,-1524.8281
1954-12-08,-546.875,-1327.9922,-1326.7891,-4431.8047,-1515.6016
1954-12-09,-183.21875,-1430.4922,-1309.3359,-4852.3594,-956.7656
1954-12-10,-63.101562,-1198.9766,-1597.4766,-1661.6719,295.83594
1954-12-11,-345.73438,-1009.2578,-759.1953,-712.53125,523.59375
1954-12-12,275.6875,-414.54688,-1115.7891,-2055.1797,256.95312
1954-12-13,201.96875,-449.8047,-1128.0547,-1672.6094,577.1953
1954-12-14,19.78125,-55.890625,-1314.1484,-829.0625,720.4531
1954-12-15,-148.35156,223.72656,-953.3828,802.41406,963.5625
1954-12-16,-144.53906,323.8047,-457.84375,1246.8047,235.91406
1954-12-17,106.55469,263.34375,-1813.3672,1424.6016,141.03125
1954-12-18,-1347.6797,272.39844,-2765.875,1307.7422,562.03125
1954-12-19,-2668.5781,264.76562,-1573.1562,1161.6797,142.10156
1954-12-20,-2903.2812,31.96875,-1245.0781,1050.8516,-631.59375
1954-12-21,-3431.1406,76.46875,-1632.0078,483.1797,-1715.3594
1954-12-22,-2913.6562,152.72656,-1974.2422,-484.28125,-2012.6016
1954-12-23,-2467.6719,49.664062,-1314.7266,-804.97656,-2770.875
1954-12-24,-1793.4219,-98.66406,255.75781,465.9453,-3197.7344
1954-12-25,-1850.4453,127.46875,70.671875,242.33594,-1685.5938
1954-12-26,-944.125,584.85156,-1187.8438,-54.09375,-349.33594
1954-12-27,53.53125,375.8125,-892.625,403.22656,-56.890625
1954-12-28,376.96094,107.82031,-168.67969,702.96875,-102.984375
1954-12-29,1005.1328,-64.58594,1074.8047,903.1406,-644.46875
1954-12-30,2267.4531,-333.77344,671.33594,860.8125,-415.08594
1954-12-31,2982.9688,-497.8203,1608.6016,1078.6016,942.58594
1955-01-01,2828.8203,-874.5703,3607.3594,1684.0469,1757.0625
1955-01-02,3830.8125,-1048.7344,3915.5938,1720.2344,1987.7031
1955-01-03,3730.5156,-1173.4453,3778.836,977.15625,1841.2109
1955-01-04,2153.9062,-644.4531,3650.0469,123.984375,1081.9688
1955-01-05,1289.6172,-504.6172,3339.961,308.2422,73.17969
1955-01-06,1141.0234,-844.7344,2153.3125,-197.42969,287.29688
1955-01-07,-786.8203,-996.5078,1418.3047,-83.13281,1251.0469
1955-01-08,-84.390625,-1008.75,1275.4062,-123.21875,156.4375
1955-01-09,-442.42188,-670.78125,480.40625,-605.3203,-46.203125
1955-01-10,-1698.7969,-771.8672,-786.9531,-2232.914,-538.21094
1955-01-11,-4453.125,-306.51562,-1404.5547,-1855.9844,-1855.8516
1955-01-12,-4218.961,-209.53125,-986.59375,-1524.0078,-2600.2188
1955-01-13,-2744.8203,-205.98438,-893.3906,-1416.5859,-2206.3516
1955-01-14,-2141.0703,-126.53906,-619.6875,-1451.5312,-1922.9219
1955-01-15,-2222.6562,-124.09375,-660.6328,-1507.0859,-2172.7422
1955-01-16,-1908.7266,-279.10156,-1408.625,-2672.9688,-858.9531
1955-01-17,-2924.2656,-244.25781,-745.8047,-1425.4141,-3039.5
1955-01-18,-3664.336,-502.39062,-638.5625,-988.46094,-2156.3516
1955-01-19,-3022.4375,-485.02344,-106.609375,-574.0078,-1770.9766
1955-01-20,-1017.7969,-325.375,-255.71875,-543.4922,-365.46094
1955-01-21,1335.0938,-37.914062,-925.0078,-1331.5156,614.875
1955-01-22,1891.8516,-780.5781,-324.875,-1187.5781,1048.6094
1955-01-23,419.89844,-1416.8438,-157.17969,919.9922,1476.5078
1955-01-24,-1103.125,-1026.0391,-1842.2656,931.33594,1522.9609
1955-01-25,-1771.6719,-1458.8203,-1055.2891,242.14844,-408.46875
