,tpEurope_cluster1,tpEurope_cluster2,tpEurope_cluster3,tpEurope_cluster4,tpEurope_cluster5
1950-01-24,-6.778945e-05,-4.9232356e-05,-4.8399743e-05,-5.338824e-06,-0.00011512309
1950-01-25,-6.058477e-05,-4.417213e-05,-6.412271e-05,-5.4336783e-06,-0.00010998184
1950-01-26,-4.220307e-05,-4.7530197e-05,-4.8882583e-05,1.234901e-05,-9.287006e-05
1950-01-27,-6.141525e-05,-4.441879e-05,-2.4885576e-05,4.911917e-07,-0.00011877069
1950-01-28,-5.6111858e-05,-4.561615e-05,-4.853247e-05,-5.0316025e-06,-0.00012404466
1950-01-29,-3.312111e-05,3.629736e-05,4.837461e-05,-4.764615e-06,-0.0001148828
1950-01-30,0.00011101541,-4.523017e-05,6.2517356e-05,-4.4079807e-06,-4.2096348e-05
1950-01-31,-3.38371e-05,0.00014053287,-6.704836e-05,-4.3848718e-06,3.6514393e-06
1950-02-01,-6.522751e-05,-4.4465538e-05,-6.825277e-05,-4.291221e-06,3.616461e-05
1950-02-02,-6.4048916e-05,-3.9645485e-05,-6.7855064e-05,-4.2517263e-06,0.00026776313
1950-02-03,-6.95942e-05,0.00033911376,-6.7920926e-05,-1.9306747e-06,5.6424746e-05
1950-02-04,0.00023942723,0.00014560828,-6.800788e-05,-4.1905705e-06,-0.00010005201
1950-02-05,-8.237694e-06,0.00013227365,8.89206e-05,-2.6003913e-06,-8.206823e-05
1950-02-06,5.6471516e-05,-4.260798e-05,-3.0332314e-05,-4.0330087e-06,-8.137573e-05
1950-02-07,-3.536661e-06,-3.2426404e-05,5.3206895e-05,-4.2479305e-06,-7.364712e-05
1950-02-08,1.5395439e-05,-5.663751e-07,-4.3371983e-05,-4.7712783e-06,0.00015617929
1950-02-09,4.5455658e-05,-4.6155856e-05,0.00017395717,-4.8119537e-06,-1.3263729e-05
1950-02-10,-3.2129956e-05,-4.702556e-05,2.992108e-05,2.8086888e-05,-1.9130675e-07
1950-02-11,0.00019956044,-2.6959699e-05,-6.6562454e-05,-5.0224294e-06,5.5876073e-05
1950-02-12,0.00019416108,-4.8047135e-05,-6.6156084e-05,-5.381329e-06,4.5409543e-05
1950-02-13,0.00022629226,0.00025684558,-6.899959e-05,-5.426626e-06,-7.158419e-05
1950-02-14,7.896866e-05,-4.8385224e-05,0.00012468902,-5.1357283e-06,-8.686332e-05
1950-02-15,-2.4420187e-06,-4.9678347e-05,-6.765191e-05,-5.5214477e-06,0.00026056299
1950-02-16,0.00024336598,-4.9935323e-05,-6.823343e-05,-5.6361755e-06,-7.981458e-05
1950-02-17,-4.036552e-06,-4.957101e-05,-6.835724e-05,-5.57872e-06,-2.6189431e-05
1950-02-18,-5.9054684e-05,-4.9633007e-05,-6.9641974e-05,-5.7909665e-06,0.00013261565
1950-02-19,-5.1687908e-05,-4.9460446e-05,-7.166299e-05,-5.5839973e-06,-3.2782482e-05
1950-02-20,-3.7643604e-05,-4.961461e-05,-7.244238e-05,-3.5042276e-06,-8.594809e-05
1950-02-21,8.563078e-06,-4.8316044e-05,-7.413422e-05,-5.2308064e-06,-2.8667404e-05
1950-02-22,-5.668736e-05,-4.9105874e-05,-7.5655546e-05,-5.181125e-06,-7.31161e-06
1950-02-23,0.00012471795,-4.191742e-05,-7.689361e-05,-5.1430666e-06,4.548524e-05
1950-02-24,-5.3952e-05,-6.7232213e-06,-6.850044e-05,-4.6622636e-06,2.5719026e-05
1950-02-25,-5.2590127e-05,0.0002719212,4.101717e-05,-3.9192823e-06,-3.3897835e-05
1950-02-26,-5.5829176e-05,-3.5778525e-05,0.0005574345,-4.7614244e-06,-4.8289818e-05
1950-02-27,-5.585389e-05,-1.9300365e-05,-1.8564213e-05,-4.682079e-06,-0.00010872865
1950-02-28,-1.0364998e-05,-1.9972707e-05,4.8271933e-05,-4.640588e-06,-0.000121170524
1950-03-01,8.267815e-05,-2.9054028e-05,-3.3999237e-05,-3.6413803e-06,0.00013686612
1950-03-02,-4.688397e-05,-4.583278e-05,-4.3802094e-05,-4.526823e-06,0.00027021242
1950-03-03,-4.402721e-05,-4.4593282e-05,-6.461338e-05,-4.557538e-06,0.00019890128
1950-03-04,4.9537884e-06,-4.3489003e-05,-7.3998635e-05,-4.579811e-06,-1.798138e-05
1950-03-05,-5.0050156e-05,-4.3079133e-05,-7.452248e-05,-4.579753e-06,-8.377478e-05
1950-03-06,-5.322667e-05,-4.2199867e-05,-7.52982e-05,-4.9490654e-06,-6.45544e-05
1950-03-07,-5.3046944e-05,-4.2220025e-05,-7.446711e-05,-4.9060236e-06,-0.000119855664
