,z500World_cluster1,z500World_cluster2,z500World_cluster3,z500World_cluster4,z500World_cluster5
1950-03-20,-75.77191609147764,487.9261621022465,-2239.9464863235826,90.50993709270992,-88.62331496922161
1950-03-21,-95.27199381897903,826.4359567124811,-2120.905399521454,506.5080211219781,-118.70488494567687
1950-03-22,-93.2288781905635,492.3762425965759,-1644.5283660756747,440.4211996557272,-313.51556557832095
1950-03-23,-55.28782041172896,-158.1440978375791,-1044.040045684975,-218.3871445957457,-398.0034627008231
1950-03-24,-34.959774620794384,-297.3217744181837,-257.6818480301138,24.650833240829986,-296.66679440845945
1950-03-25,-52.66886312198825,-146.90114338264263,26.648068237893707,223.10754618854637,-250.3645723603261
1950-03-26,-73.33432747665381,-170.9317523803618,237.22622161437894,310.02018661483294,-11.998429322745025
1950-03-27,-102.55064577454182,-618.1714863267117,514.5623992116332,39.405203086247425,614.9364346179846
1950-03-28,-108.62349470682604,-575.1495346770157,556.8453238675163,29.283813831300737,806.808860745432
1950-03-29,-108.03031353359047,-597.7198871528498,38.411149583715364,-65.52934263603134,376.18734511675007
1950-03-30,-103.36283285379369,-824.6368320028236,-319.38916804354005,-267.6586362599237,-403.323944173309
1950-03-31,-129.63147599434353,-589.7275019444537,-395.1505646334086,-294.0781924337084,-775.6946321107864
1950-04-01,-160.98121981898004,-522.1818081240572,-559.5751931319218,-102.94606391776348,-1021.6986383422369
1950-04-02,-176.8690771506729,-184.21227351179706,-524.2460739388165,70.02753636176915,-712.3712277279957
1950-04-03,-155.64440582122623,-242.379179103302,-521.8268217541018,91.68149449216968,-914.0037346281055
1950-04-04,-177.21925503682803,120.02444775384087,-693.8558115817209,195.79186015069413,-953.217407512644
1950-04-05,-164.97496067347265,228.78919298429193,-1052.4165803406574,324.50373789101496,-1022.1000191218124
1950-04-06,-146.11832310213222,285.4068146127926,-1368.032376613799,219.0427762909025,-1157.2478988381356
1950-04-07,-127.18296356745954,546.9786246095788,-1386.230216490503,23.637068553068616,-1392.4536641052687
1950-04-08,-135.96372465624907,18.361787321959234,-1011.7659686243669,-184.28242234147964,-1203.4609453723854
1950-04-09,-148.45619869868574,-329.93044834091705,-198.99085776478898,-262.0499114499203,-542.0364423475651
1950-04-10,-152.35081215923944,-277.3198095689342,402.1601299335901,38.275482474417885,-90.7399784580458
1950-04-11,-129.56904193025855,-59.02755419052917,589.0601584482255,687.4311645027761,-36.8428556986567
1950-04-12,-101.62938531498419,458.0264203621847,492.91467974843533,734.9185956999204,-41.66947949503529
1950-04-13,-83.92724804930224,686.0027819716034,62.19159791668839,411.5695366157735,-294.2710066625299
1950-04-14,-73.44748232631149,702.7000500272723,122.6635548775386,200.388415785463,-823.7280443890511
1950-04-15,-79.39319032815067,1189.7883696989406,101.4539636781112,111.72963648308088,-1288.7292771225025
1950-04-16,-79.90839704787733,1446.8093053948542,187.9424325927716,-142.3953622242171,-1271.6344558501553
1950-04-17,-94.1287129856137,1550.9579444531225,-50.991494376529126,-287.79811369941814,-1134.8581974617487
1950-04-18,-82.61019697752216,1751.2174769834187,-61.65126433003865,-137.07733747034553,-860.4684154762771
1950-04-19,-74.35206368353799,1400.7291567917825,-187.50067880324465,-166.71890094858495,-868.6807541199174
1950-04-20,-56.437813311270766,489.5271321032647,-240.49497281525672,-192.4114193782035,-907.383231428951
1950-04-21,-30.24461175710152,-530.6107228666102,-125.20951780374821,-201.7194584656427,-770.0001068764011
1950-04-22,-14.047312961051915,-531.9071572428724,-180.98046292419673,-58.47777265593527,-289.517913537634
1950-04-23,-24.11344722088859,-184.8533821873459,-206.8666417368804,-437.295076891388,493.95542354687103
1950-04-24,-26.915073027860203,-736.7480371628473,-132.1540156005851,-905.9980185248567,732.8181132603075
1950-04-25,-62.28112045527188,-1392.197984585932,401.4844284670314,-937.9878403212257,839.6442384106134
1950-04-26,-62.79216980908795,-1413.4506023216588,823.2150223095964,-560.7316009922066,943.7544296561898
1950-04-27,-85.84818121089714,-1018.3564525030956,901.0914623421753,-293.9923191524487,975.8012796335238
1950-04-28,-110.56368678626143,-814.9390073446295,764.5418277282694,-157.43273434351437,628.2239814639122
1950-04-29,-96.14957563274864,-1211.1385698457593,626.0431460624013,-183.66502299052186,211.36185855424466
1950-04-30,-91.5203209419592,-1306.1906208280304,557.4137747440853,188.165823006398,-80.28386174129157
1950-05-01,-92.73645965596832,-1438.9017346818425,603.7035450150217,705.7506835140383,-401.49207302553896
1950-05-02,-92.96903146262603,-1391.6185275435857,556.5461672143815,894.7489323466183,-572.4537482341602
1950-05-03,-113.28767404374386,-1058.5478213134045,27.09614347566754,810.5621166320874,-704.6531214090368
1950-05-04,-150.82824941561873,-697.0448961823685,-100.4167142488396,1003.0830296576307,-818.9413657212092
1950-05-05,-146.00221741531638,-518.4602310920192,166.94073584213186,1102.1868215586992,-551.9575554459838
1950-05-06,-127.78744799263758,-488.16062908138696,150.67766291967678,457.70564300201715,-245.45591851749256
1950-05-07,-116.83240085288972,-495.04112584089364,-85.90945299567036,95.32364394520955,-175.20749342437134
1950-05-08,-128.18132469378236,-862.9150702089407,-476.3855202932845,-91.70200617190461,-116.71833884890606
1950-05-09,-150.72070171430966,-1206.6646126525218,-761.2027485664332,-404.98366597507317,-33.534993097628224
1950-05-10,-121.07867413910759,-1043.6096126305508,-825.100057857638,-383.28482481308913,-57.6499971894509
1950-05-11,-104.66370000257879,-767.6670128924843,-825.573185020606,-98.08169352354247,87.9771142713814
1950-05-12,-101.75730164922211,-879.7443323956103,-541.1273257757915,105.14842472039226,331.1175634932794
1950-05-13,-142.67615586960204,-1532.6784512719944,-50.11157635951118,8.554382597980897,741.4576082634486
1950-05-14,-173.44797232378093,-1470.998925930596,454.3820144269106,-201.1584736905824,1070.2449215576307
1950-05-15,-190.8026637272545,-1088.2075105388317,524.6264334490756,-258.08558103572545,1316.851400752978
1950-05-16,-179.06820509388746,-828.155121532693,370.1517505786713,-318.39001292824986,1402.402533054098
1950-05-17,-180.93412065086528,-967.3448490577081,368.4353230943166,-376.40519610430783,1092.3430125808802
1950-05-18,-173.88459252539337,-789.379457321992,150.97496844028043,235.4040979297258,738.2926870749584
1950-05-19,-168.54758363942497,-902.4006293641925,-118.28466088585941,808.3144445463264,394.59031882124896
1950-05-20,-179.11256697320698,-105.87599677386727,-442.2323360736222,807.7184554229113,237.10438908920756
1950-05-21,-183.9788857377716,1031.7042172288293,-600.3210918588857,767.8639756559387,128.57201767089578
1950-05-22,-196.23120637488023,1614.056179338842,-844.6690118960436,599.5725593541612,162.15606094526092
1950-05-23,-178.27601608465045,1466.2185090608425,-876.4025692974724,373.02500576583816,278.52083217811975
1950-05-24,-126.74535360705222,831.1157733822761,-757.7022825180518,88.53449778929829,401.92907438973253
1950-05-25,-89.5486844814259,151.1005105863516,-995.0185306766323,-8.142453556516202,365.2787186514613
1950-05-26,-75.63760993536681,-471.6118786890393,-1186.8721750770655,-45.32978764192005,137.98187491388703
1950-05-27,-39.80557121116785,-719.7189305889548,-1194.4195252486643,68.97207764512935,-107.09238368085259
1950-05-28,-8.82570697340954,-755.2850535497175,-927.4418070881331,145.74185258297007,-346.36183033363517
1950-05-29,-23.01518491137619,-978.2138594215444,-854.9287242050494,137.16208306783156,-317.88365827656924
1950-05-30,-44.867909674384705,-1342.5981050656885,-819.7181197487428,-18.657027131175408,-107.75710878643257
1950-05-31,-8.512191106990832,-929.9686534936948,-855.3757163341435,-17.77122287537653,-71.84510878915604
1950-06-01,-2.5946211089482567,-160.19486176257897,-707.1014884164184,-193.14683534555687,-189.84654003239274
1950-06-02,10.840904988190907,-15.11502581254753,-384.81796763280477,-434.6388912594214,-348.9195289209182
1950-06-03,-20.69258880662209,-42.64767294863047,-484.04179515014033,-281.6497889538463,-553.9492156262597
1950-06-04,-56.445697725159505,408.96695283551446,-1048.4311616981508,214.14701366104148,-820.0703086923883
1950-06-05,-86.89408333790382,1191.0244202172407,-1359.7761463128918,625.4813463713193,-810.9415451598185
1950-06-06,-103.53022015594054,1254.8152583836102,-1631.8386185431664,493.1331980711045,-818.6457219190518
1950-06-07,-135.2737488408549,1183.4538041140995,-1540.976328835853,250.55121231897118,-823.6116815295085
1950-06-08,-153.82733216520913,1032.9689843612948,-1319.5739989615447,-47.12795949791896,-826.0469308134899
1950-06-09,-150.0549991321629,639.2333429443123,-1013.9304034126312,-231.6573908624976,-853.5800195640865
1950-06-10,-169.64354628373258,-135.4470891210556,-829.1462692202525,-185.9834550090264,-952.1280832901399
1950-06-11,-122.09309479156316,-280.37333366764227,-455.9363269006438,-162.54394251028455,-852.4196944597697
1950-06-12,-133.409400178447,395.9863477078916,-165.0378716154754,-510.86050001203245,-452.5448701534219
1950-06-13,-147.4178634228937,1163.6584472850047,-157.94682515865367,-821.6598837302104,-97.85861386736
1950-06-14,-178.774271060117,517.325572041587,-185.26616703984246,-451.536061627453,3.094721052570825
1950-06-15,-166.21412483583197,-136.7628207478019,-367.3279024099297,176.38315741960915,-119.69830643437803
1950-06-16,-173.12842610301686,-412.67756636686454,-459.84747149376597,587.1400264660621,-146.32986622129445
1950-06-17,-189.58515819173655,-212.64438499493357,-461.1336901670902,436.882645619294,-70.43354082122364
1950-06-18,-200.99414730226204,217.806947825338,-289.08873672041165,76.3691874591699,26.60276857135402
1950-06-19,-216.04785404265473,71.47264870432561,82.7635513337301,-43.548803383845446,117.96372026593764
1950-06-20,-212.37818505405914,-496.2890077723696,235.7169244225354,-311.65069997918357,318.1193064092474
1950-06-21,-188.60694598735674,-720.726837008297,377.1114825587979,-395.1778654901999,525.5925920158385
1950-06-22,-199.84860713985668,-661.922175973787,556.8928398121715,34.78253320742614,757.2796078816532
1950-06-23,-212.35723218246417,-632.5521300355784,1125.547059729279,67.75688510469156,1167.7090333374929
1950-06-24,-215.10661282948905,-652.5875160142741,1759.6141789088106,-256.39084738120926,1016.3945061484892
1950-06-25,-162.17085335330106,-534.5892645973029,1716.8573586743755,-424.971901992091,737.5382186899551
1950-06-26,-114.04323921679372,-910.5712633812885,1444.834056655972,-204.94825358540595,643.611645209942
1950-06-27,-88.55094934170242,-1604.7220467054015,1419.808055877493,126.67741841800095,348.1691923171662
1950-06-28,-73.05161628008315,-1497.260424096108,1104.0366969467382,571.671778685751,105.95348594999639
1950-06-29,-43.956541262445384,-1543.0543293659016,794.3072828088875,601.6737716975371,76.70556675757229
1950-06-30,-23.25646710838236,-1391.6307472087558,546.5901369242232,563.4122456806658,102.75859466241648
1950-07-01,-28.0740814970722,-1548.510441388168,550.221846595888,487.3700692809633,117.75330382232033
1950-07-02,-38.69508818642604,-1890.8070746345998,711.5067160461863,567.1465067445149,-40.896297609489075
1950-07-03,-5.321463500475434,-1993.4037314914335,916.6651630040748,783.706734204178,-433.26486551382953
1950-07-04,-14.935195209532008,-2242.306208111216,1151.0020850623318,865.782788776275,-593.6465179571812
1950-07-05,-43.969088049242686,-2319.405382858511,1246.4407464976935,790.2782579849294,-415.069054205709
1950-07-06,-67.0798348075899,-2169.492469729441,1175.960166876471,826.4129435874097,-327.66180645612167
1950-07-07,-86.34741473241694,-1383.7827501025142,811.8462347335934,818.7037862795992,-267.4273264325778
1950-07-08,-90.47781754435798,-1020.8082847204942,448.94785084518224,621.8743814592439,-27.08476403512368
1950-07-09,-98.02349215046704,-1229.1372856094792,208.68709762986808,280.2203941908203,167.15348433104657
1950-07-10,-106.17215841032125,-1204.775965740608,177.91145111221746,-245.0865776347019,94.39968828077369
1950-07-11,-109.36398022592701,-598.506513615439,351.15043384943834,-538.3216863893217,34.292957373795815
1950-07-12,-109.28293962181857,-644.1798123280145,440.2718558387141,-1042.1442323494557,-97.4390323119108
1950-07-13,-93.6531517165996,-1102.0995795117485,600.1624250276229,-1063.6828014204023,-225.8438797763087
1950-07-14,-36.701981272723444,-1179.929115603126,914.391121977245,-1004.3282948696951,-95.60514507432629
1950-07-15,-16.973919527057493,-1474.9856940429297,1064.8063005988504,-963.8874268825533,300.63181153276673
1950-07-16,-41.42631498916353,-1217.559053779052,1162.5632962525412,-583.3790492842996,609.5231896558815
1950-07-17,-92.4687948815528,-886.2497797875512,1329.6164035094735,102.35780629977133,794.8078304433396
1950-07-18,-137.0821109281966,-808.5342963835714,1550.8695214206712,699.5155890434954,776.9526204206397
1950-07-19,-144.4334671172203,-408.88645225579495,1537.1856227811134,705.3162265484376,763.7083543106272
1950-07-20,-127.07846647301028,39.997059312635116,1532.7036900666267,616.9558480892642,809.5390084356617
1950-07-21,-99.4617326103987,-514.1117041868471,1470.4732880479748,228.0869978372004,581.8124615655331
1950-07-22,-76.3558389473633,-1179.0999115718635,1293.6476123039643,-56.005612151333445,192.2993941492841
1950-07-23,-55.86548199787921,-1613.746507468835,1013.810448668385,-367.86047164883104,-39.57763720163145
1950-07-24,-50.319198346670035,-1041.9290060546625,847.128424593359,-473.3387439083219,-16.83974387393846
1950-07-25,-61.429932247505434,-661.3412275453339,1000.6284870257581,-406.3991553382686,47.38289706671405
1950-07-26,-79.00358037011709,-432.27371462156196,1054.228806260721,-86.92926381835318,107.40092946122451
1950-07-27,-86.20994184163585,-716.9422312654922,858.8312755474956,-229.68744991158042,112.82521766941376
1950-07-28,-106.11764358550376,-572.1068591964174,543.5591394870358,-476.22646756144974,226.07839531847512
1950-07-29,-110.06316069124944,-92.87326769790201,54.71033157380709,-533.5251409140808,306.6321220162878
1950-07-30,-103.0560732638312,-311.018230929465,-281.078207720387,-922.1342460677522,401.6339485525488
1950-07-31,-119.46979830027506,-860.8656029548217,-265.6800159722357,-1336.3303624045768,573.164266217889
1950-08-01,-128.6627637583757,-1573.1894505051548,-61.92059290991377,-1251.5303957205278,371.6517030465137
1950-08-02,-154.89171121704314,-1780.5139939386584,35.476041781595846,-981.7110285458929,44.97450765484871
1950-08-03,-140.8983741667883,-1821.6535073260577,209.9687460194703,-675.6886714089529,-54.4031782759947
1950-08-04,-143.65147152740636,-1953.4709056677298,225.75928298937018,-341.64653908593135,16.82010416784988
1950-08-05,-142.37871746614726,-1290.4655936530887,26.19997889966145,-38.911699743606604,-47.83503657412732
1950-08-06,-151.98525294289865,-876.6016501520584,-117.95388521351671,-139.71601522633065,-123.57469785844609
1950-08-07,-160.83409720848846,-788.1091652145432,-205.7256583105658,-165.71753805878856,-16.011061228603513
1950-08-08,-132.32616518741608,-350.8445814970519,-383.8954303838323,-357.0225066077325,-10.65094435484435
1950-08-09,-128.21918763501137,-321.3314170169163,-494.67047812630443,-901.4756460659644,-172.4116585084916
1950-08-10,-113.9493187759668,-529.1209320561629,-548.8997308909127,-1092.9719990874235,-448.96422544687306
1950-08-11,-104.15985692272878,-287.65287804340016,-705.63078674201,-1163.6033475078113,-825.4226486664846
1950-08-12,-113.82747736003016,-377.91137967249364,-626.4162474893132,-1171.3521407075125,-1210.8359559299847
1950-08-13,-102.5524236819675,-221.3975603116439,-223.69896850646913,-1318.9476750765286,-1398.238786731444
1950-08-14,-80.21392409592956,-37.153823702711,133.74287394575052,-1231.4276520825038,-1194.9897171635603
1950-08-15,-84.70358176144056,221.96095023325367,402.2196739773308,-1130.6763659797514,-663.4211915546289
1950-08-16,-90.24202695051174,390.2800615923323,536.2473449324561,-876.106432685784,-318.0292038633024
1950-08-17,-90.607356066757,-160.61351153834906,614.0698677418192,-1209.130839054523,-217.11161826140923
1950-08-18,-108.67247311873406,-367.65344074605076,505.499739905065,-1461.8342218867542,-139.99311929536572
1950-08-19,-135.54789233265436,363.97393571006415,145.02067164225087,-990.0705995853208,143.51770888161803
1950-08-20,-159.29628571767915,763.6582053426234,727.6925086518537,-723.9836714156128,364.2304757379978
1950-08-21,-161.61135928734404,920.5809365637534,868.361562219968,-314.79566546119275,632.8782910201157
1950-08-22,-162.34161763539123,481.02994773063205,803.717268469506,-747.2909640062798,994.5127187709626
1950-08-23,-173.98161861710463,-253.74963724698293,1127.4053172117347,-1189.6715869726083,1176.2519812721264
1950-08-24,-142.66114547981923,-1202.0004756224155,1635.04194334661,-1294.4286637494374,1095.5561381922164
1950-08-25,-136.02598168462376,-2200.3908329775936,1839.0047673061185,-1218.0932430077037,975.4466085248131
1950-08-26,-159.16395323948944,-2530.9400073474917,1589.1126160373165,-304.805256165159,917.0325432306831
1950-08-27,-166.51132914385647,-2207.6846847097254,1383.9530578224517,254.48386490078494,757.9453427317712
1950-08-28,-149.41489162923978,-2274.076568545036,1287.517907520343,140.94770715563712,509.17157120124364
1950-08-29,-132.2149489090197,-1938.051717449302,822.7491677645891,-120.53127754183885,96.33412983631203
1950-08-30,-129.37382052441654,-1060.2212978913249,465.39726950143637,-618.2656221499124,-173.27763710953178
1950-08-31,-138.43204188541432,103.23121488874179,167.55135568149683,-992.5884698353987,-291.88712414163217
1950-09-01,-108.09597167745133,688.9171550940127,-191.4615621340669,-1446.5562004069573,-389.93228331687175
1950-09-02,-108.37568492172076,173.22213080038952,-467.68555985410796,-1822.8328996672262,-638.013348688703
1950-09-03,-100.35895351079641,-1159.2329562839072,-212.53539190544714,-1426.774698239153,-890.4292940106807
1950-09-04,-72.81221549093293,-1897.9667487124607,32.668487636081636,-629.2986374000202,-981.9228789706004
1950-09-05,-47.03384606491486,-1329.5462715345277,-302.3825622868345,-421.7102901882646,-1020.835454042017
1950-09-06,-55.899321859281486,-872.0125022068929,-117.24545633397233,-512.300904324348,-1158.3463068311876
1950-09-07,-34.139092502244,-1126.8626602252316,210.36667037909277,-796.1792970445499,-915.2485997360661
1950-09-08,-79.08950650776876,-819.6368886255976,152.0382462779541,-1193.5972058964164,-459.39975456764
1950-09-09,-93.61615110245658,-848.5628275557483,127.64191241537077,-1294.4084636289617,-294.46143693360034
1950-09-10,-45.26849707926034,-985.1965835262721,158.5275651827017,-1031.5065311259725,-367.0191416051227
1950-09-11,-47.09634608606381,-626.9549018767224,164.28067183829762,-699.1013631820939,-534.6618265280736
1950-09-12,-38.49945218336146,-158.9960603378027,32.18673161746548,-483.8261352736766,-461.11898404223973
1950-09-13,-46.22268136080018,-360.81363556941574,-98.43346770282686,-313.33450059650016,-481.60795398204806
1950-09-14,-55.09327558729874,-798.6040576839657,-64.09080870556176,39.600797843490454,-753.071945053612
1950-09-15,-57.835324295541156,-1273.1821677605863,341.35784164571857,233.9389945341605,-1104.6159119155861
1950-09-16,-63.83517571402028,-1255.3976750722215,530.115896091103,162.098970910552,-1135.9308924028937
1950-09-17,-43.66470825591667,-1232.924933372586,640.2786380242189,121.01719904899765,-836.134435839859
1950-09-18,-59.088710915602874,-1310.8017869606576,336.80188911041654,43.52411539507471,-758.4148536104966
1950-09-19,-32.771269577338444,-840.6216427036765,67.68425030236587,-98.10032888920942,-565.9902830737659
1950-09-20,-67.78905242568122,-733.0025275824032,-100.45857743850516,-565.6562705220474,-365.16642674809844
1950-09-21,-65.68613780361086,-640.207987079162,-136.43829027203236,-859.1547836796116,-265.66608170195997
1950-09-22,-70.30943423562704,-459.78413827248164,-612.1406401172229,-1145.690441299462,47.188442634021925
1950-09-23,-98.98259730729238,-1064.3910850780328,-599.4676774141178,-1291.9317648776203,372.3268433014889
1950-09-24,-75.94150955075281,-1635.3117335389345,-494.4411189230329,-645.7136355534739,562.4802982553286
1950-09-25,-42.583380650896515,-1657.3022577073434,-485.38990287808474,107.44909721920206,408.932828190434
1950-09-26,-34.80837411246731,-1899.540216811746,-722.6382152600328,553.7342552390334,-79.47664449389727
1950-09-27,-26.955799819252594,-1904.9038958394613,-651.5849715432458,785.0858939010094,-294.1680356462607
1950-09-28,-51.94688798979886,-1642.0182854936013,-185.15774222500121,879.4641567217138,283.6760715087065
1950-09-29,-54.96587791702929,-1177.7090170517793,-185.13582978128784,936.7378891210055,342.1486926054417
1950-09-30,-56.59163440959839,-685.0929932805384,-505.55225802369563,930.9025580357979,-103.03683977204625
1950-10-01,-61.37870157689251,-244.16423883580723,-416.8893110261241,340.99215104695435,-463.5981687124197
